Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Красногорская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12697	976	857	527	93	249	112	2472	904	856	846	92	93	614	136	257	155	78	614	203	780	300	98	261	560	74	107	113	73	197									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10700	800	700	400	85	250	100	1900	800	700	700	90	90	500	135	250	150	70	500	200	650	300	90	250	450	70	100	100	70	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5094	402	332	186	57	124	67	922	328	310	293	32	48	222	57	122	75	52	244	93	296	101	73	103	259	42	57	52	37	108									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	431	45	21	16	1	16	12	51	11	33	30	4	5	30	6	2	3	3	37	12	14	3	0	20	34	0	3	7	4	8									
6	Число погашенных избирательных бюллетеней	5175	353	347	198	27	110	21	927	461	357	377	54	37	248	72	126	72	15	219	95	340	196	17	127	157	28	40	41	29	84									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	431	45	21	16	1	16	12	51	11	33	30	4	5	30	6	2	3	3	37	12	14	3	0	20	34	0	3	7	4	8									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5094	402	332	186	57	124	67	922	328	310	293	32	48	222	57	122	75	52	244	93	296	101	73	103	259	42	57	52	37	108									
9	Число недействительных избирательных бюллетеней	184	11	10	7	2	6	1	31	9	4	9	1	3	7	1	14	5	3	11	2	5	3	0	7	16	0	5	0	4	7									
10	Число действительных избирательных бюллетеней	5341	436	343	195	56	134	78	942	330	339	314	35	50	245	62	110	73	52	270	103	305	101	73	116	277	42	55	59	37	109									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	143	4	4	2	2	5	3	45	7	9	7	2	2	9	2	1	2	0	2	0	7	4	2	4	6	2	2	2	2	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	87	4	4	0	0	4	1	35	6	8	6	0	0	9	0	0	0	0	0	0	0	1	0	0	6	0	0	2	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	86	8	4	2	7	5	4	11	4	2	5	2	4	2	0	2	2	3	2	0	3	2	1	2	3	2	2	0	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	56	0	0	2	2	1	2	10	1	1	1	2	2	0	2	1	2	0	2	0	7	3	2	4	0	2	2	0	2	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	47	2	0	0	0	0	3	15	0	4	3	0	1	2	1	1	1	1	5	0	1	2	0	1	3	0	0	1	0	0									
