Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Советская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130					
1	"Число избирателей, внесенных в списки избирателей"	52348	1086	391	2237	187	2722	2401	1993	1310	1926	1198	2255	1608	1811	1272	1713	2285	1432	2270	1736	297	305	1630	2137	1441	607	2905	1277	524	1473	1650	2209	2493	159	528	880					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50400	1050	400	2250	150	2650	2050	1900	1300	1750	1150	2200	1550	1800	1200	1600	2200	1400	2200	1650	250	300	1400	2100	1400	600	2900	1250	500	1450	1600	2200	2500	150	500	850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24451	531	195	1166	97	1196	1053	905	674	836	590	1037	751	805	505	911	1083	682	1019	730	140	129	1262	930	599	314	1321	844	216	646	659	939	967	93	228	398					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2282	101	41	59	0	55	61	59	37	219	70	58	31	89	74	79	72	63	89	48	1	7	2	92	98	28	293	108	46	51	75	74	46	6	29	21					
6	Число погашенных избирательных бюллетеней	23667	418	164	1025	53	1399	936	936	589	695	490	1105	768	906	621	610	1045	655	1092	872	109	164	136	1078	703	258	1286	298	238	753	866	1187	1487	51	243	431					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2282	101	41	59	0	55	61	59	37	219	70	58	31	89	74	79	72	63	89	48	1	7	2	92	98	28	293	108	46	51	75	74	46	6	29	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24451	531	195	1166	97	1196	1053	905	674	836	590	1037	751	805	505	911	1083	682	1019	730	140	129	1262	930	599	314	1321	844	216	646	659	939	967	93	228	398					
9	Число недействительных избирательных бюллетеней	283	6	7	13	1	14	9	12	0	5	54	7	4	6	9	7	18	6	9	2	1	1	9	11	5	2	12	14	6	3	11	5	7	1	4	2					
10	Число действительных избирательных бюллетеней	26450	626	229	1212	96	1237	1105	952	711	1050	606	1088	778	888	570	983	1137	739	1099	776	140	135	1255	1011	692	340	1602	938	256	694	723	1008	1006	98	253	417					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	392	5	5	15	0	10	13	10	10	8	8	10	8	10	3	130	13	8	10	10	1	2	5	10	2	5	15	10	5	5	5	10	15	5	6	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	338	2	2	9	0	10	13	10	10	8	7	10	7	8	2	125	12	7	10	8	1	1	2	8	1	1	13	9	0	5	5	10	11	0	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	158	0	2	1	4	2	2	9	6	4	5	6	7	2	4	13	6	2	6	6	2	6	19	5	2	2	4	3	4	3	2	6	3	2	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	54	3	3	6	0	0	0	0	0	0	1	0	1	2	1	5	1	1	0	2	0	1	3	2	1	4	2	1	5	0	0	0	4	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	482	10	2	41	4	12	19	22	11	20	10	16	25	18	10	16	15	11	18	10	5	4	15	19	12	10	40	22	0	7	9	8	21	1	11	8					
		1.80%	1.58%	0.85%	3.35%	4.12%	0.96%	1.71%	2.28%	1.55%	1.90%	1.52%	1.46%	3.20%	2.01%	1.73%	1.62%	1.30%	1.48%	1.62%	1.29%	3.55%	2.94%	1.19%	1.86%	1.72%	2.92%	2.48%	2.31%	0.00%	1.00%	1.23%	0.79%	2.07%	1.01%	4.28%	1.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	102	0	2	3	0	4	10	5	2	2	4	4	4	3	4	2	5	3	3	4	0	0	5	5	1	3	1	1	3	5	6	4	4	0	0	0					
		0.38%	0.00%	0.85%	0.24%	0.00%	0.32%	0.90%	0.52%	0.28%	0.19%	0.61%	0.37%	0.51%	0.34%	0.69%	0.20%	0.43%	0.40%	0.27%	0.51%	0.00%	0.00%	0.40%	0.49%	0.14%	0.88%	0.06%	0.11%	1.15%	0.72%	0.82%	0.39%	0.39%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	0	2	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0					
		0.06%	0.00%	0.00%	0.16%	0.00%	0.08%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.11%	0.00%	0.10%	0.00%	0.13%	0.09%	0.13%	0.71%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2765	53	20	130	8	92	154	120	99	143	96	92	82	109	70	75	143	84	107	95	11	14	45	116	85	31	191	79	23	73	65	116	76	1	22	45					
		10.34%	8.39%	8.47%	10.61%	8.25%	7.35%	13.82%	12.45%	13.92%	13.55%	14.55%	8.40%	10.49%	12.19%	12.09%	7.58%	12.38%	11.28%	9.66%	12.21%	7.80%	10.29%	3.56%	11.35%	12.20%	9.06%	11.83%	8.30%	8.78%	10.47%	8.86%	11.45%	7.50%	1.01%	8.56%	10.74%					
