Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Тайшетская городская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153					
1	"Число избирателей, внесенных в списки"	35756	1268	1849	1859	633	1364	2205	1425	9	2234	1416	1805	699	882	1566	138	1844	28	1324	66	305	1113	602	257	1160	53	2031	345	1712	1523	1213	1659	1129	40					
2	"Число бюллетеней, полученных участковыми комиссиями"	33430	1100	1600	1700	600	1300	2000	1300	100	2000	1300	1600	600	800	1500	140	1800	100	1200	100	500	1000	600	250	1000	100	2000	340	1600	1500	1100	1500	1000	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13411	462	727	781	221	580	887	540	9	775	512	814	227	280	547	138	564	28	445	66	305	405	134	91	372	53	671	159	613	605	391	615	354	40					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	883	33	33	2	8	15	22	16	0	33	24	24	0	40	33	0	15	0	55	0	0	32	25	14	130	0	33	4	55	37	65	65	70	0					
6	Число погашенных бюллетеней	19136	605	840	917	371	705	1091	744	91	1192	764	762	373	480	920	2	1221	72	700	34	195	563	441	145	498	47	1296	177	932	858	644	820	576	60					
7	Число бюллетеней в переносных ящиках для голосования	883	33	33	2	8	15	22	16	0	33	24	24	0	40	33	0	15	0	55	0	0	32	25	14	130	0	33	4	55	37	65	65	70	0					
8	Число бюллетеней в стационарных ящиках для голосования	13407	462	727	779	221	580	887	540	9	775	511	814	227	280	547	138	564	28	445	66	305	404	134	91	372	53	671	159	613	605	391	615	354	40					
9	Число недействительных бюллетеней	158	6	5	6	4	6	7	8	0	3	4	9	2	4	5	3	5	1	9	1	2	4	5	0	2	2	6	3	5	6	12	13	10	0					
10	Число действительных бюллетеней	14132	489	755	775	225	589	902	548	9	805	531	829	225	316	575	135	574	27	491	65	303	432	154	105	500	51	698	160	663	636	444	667	414	40					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	252	10	10	10	10	10	10	10	0	17	10	10	5	10	10	5	10	0	10	0	0	10	5	5	10	0	10	5	10	10	10	10	10	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	107	4	6	5	1	4	4	4	0	16	5	7	3	2	7	0	5	0	1	0	0	4	4	0	0	0	1	0	1	2	10	9	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	259	4	4	2	0	0	0	1	0	1	4	0	0	1	1	2	1	0	0	0	213	0	2	0	1	0	1	0	0	1	1	1	0	18					
14	Число погашенных открепительных удостоверений	145	6	4	5	9	6	6	6	0	1	5	3	2	8	3	5	5	0	9	0	0	6	1	5	10	0	9	5	9	8	0	1	8	0					
15	Число открепительных удостоверений выданных ТИК	122	4	5	7	4	4	11	2	0	8	2	6	1	5	6	0	6	0	5	0	0	9	7	2	7	0	6	0	2	5	2	6	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	109	5	7	7	1	2	2	5	0	4	5	4	2	4	3	4	1	0	6	2	7	1	0	1	3	0	6	0	7	6	5	5	4	0					
		0.76%	1.01%	0.92%	0.89%	0.43%	0.33%	0.22%	0.89%	0.0%	0.49%	0.93%	0.47%	0.88%	1.25%	0.51%	2.89%	0.17%	0.0%	1.2%	3.03%	2.29%	0.22%	0.0%	0.95%	0.59%	0.0%	0.85%	0.0%	1.04%	0.93%	1.09%	0.73%	0.94%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	178	6	11	7	5	6	10	8	0	23	7	13	3	2	2	2	6	0	3	0	0	5	4	0	7	1	9	2	10	11	4	8	2	1					
		1.24%	1.21%	1.44%	0.89%	2.18%	1.00%	1.10%	1.43%	0.0%	2.84%	1.30%	1.55%	1.32%	0.62%	0.34%	1.44%	1.03%	0.0%	0.6%	0.0%	0.0%	1.14%	2.51%	0.0%	1.39%	1.88%	1.27%	1.22%	1.49%	1.71%	0.87%	1.17%	0.47%	2.5%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	422	6	29	19	6	23	32	17	2	27	10	18	5	11	31	1	14	1	17	2	5	22	8	1	24	1	18	4	22	16	8	12	10	0					
