Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
Наименование Избирательной комиссии:    ТИК Моздокского района																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170					
1	"Число избирателей, внесенных в списки избирателей"	64392	1273	1249	1400	2584	1381	1395	1349	2774	2665	1442	2066	1360	1254	2790	805	2097	598	2035	2201	2325	1292	1775	1117	2425	1096	2883	2640	776	63	2968	572	246	1692	2387	863	1816	580	338	774	473	472	394	205	1278	224					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	63935	1200	1200	1400	2600	1400	1400	1400	2800	2600	1400	2000	1400	1200	2800	700	2000	600	1800	2200	2900	1300	1700	1000	2200	1100	2800	2800	750	65	3000	800	230	1700	2300	900	1800	550	330	780	450	450	330	200	1200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36905	562	779	746	1039	661	614	620	1613	1207	804	1191	681	560	1290	366	1154	459	1691	1841	1338	611	1051	684	2009	746	2584	2106	581	61	435	394	128	809	1265	649	773	326	177	705	242	220	230	93	659	151					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3940	33	45	37	30	43	63	37	65	76	33	47	19	31	31	45	82	11	89	63	28	47	49	10	50	33	25	58	23	0	2308	10	4	70	41	19	43	20	42	63	24	40	13	4	32	4					
6	Число погашенных избирательных бюллетеней	22929	605	376	617	1531	696	722	743	1122	1317	563	762	700	609	1479	289	764	130	20	296	1514	642	600	306	137	321	191	636	146	4	122	395	98	821	994	232	984	204	111	12	184	190	87	103	509	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4095	33	45	37	30	43	63	37	65	76	33	47	19	31	31	45	82	11	89	63	48	47	49	10	50	33	25	58	23	0	2443	10	4	70	41	19	43	20	42	63	24	40	13	4	32	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36841	562	779	746	1036	661	614	620	1613	1207	804	1191	681	560	1288	366	1107	448	1691	1841	1338	610	1051	684	2009	746	2584	2106	581	61	435	394	128	809	1265	649	773	326	177	705	242	220	230	93	659	151					
9	Число недействительных избирательных бюллетеней	748	16	0	25	16	16	17	0	21	31	12	15	11	7	33	39	43	9	6	19	60	31	15	28	19	8	0	0	17	0	49	8	2	5	13	12	49	25	2	0	5	10	15	14	20	5					
10	Число действительных избирательных бюллетеней	40188	579	824	758	1050	688	660	657	1657	1252	825	1223	689	584	1286	372	1146	450	1774	1885	1326	626	1085	666	2040	771	2609	2164	587	61	2829	396	130	874	1293	656	767	321	217	768	261	250	228	83	671	150					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	455	10	10	10	15	10	10	10	15	15	10	10	15	10	25	5	15	5	10	15	15	10	10	10	15	10	15	15	5	5	15	10	5	10	15	5	10	5	5	5	5	5	5	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	187	6	1	5	9	5	7	8	13	13	2	1	13	4	20	3	12	2	6	4	13	4	0	0	5	6	1	1	0	0	7	2	0	1	2	1	0	0	3	0	0	2	2	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	114	4	3	8	2	6	2	1	4	5	5	1	1	5	4	3	17	0	17	4	0	0	0	0	5	0	0	1	1	0	1	1	1	2	4	1	1	0	1	0	1	1	0	0	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	268	4	9	5	6	5	3	2	2	2	8	9	2	6	5	2	3	3	4	11	2	6	10	10	10	4	14	14	5	5	8	8	5	9	13	4	10	5	2	5	5	3	3	5	7	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
