Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    ТИК Моздокского района																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149					
1	"Число избирателей, внесенных в список избирателей"	65095	253	1341	1178	1298	2559	1346	1382	1377	2650	2342	2533	2598	1365	1018	2347	773	2643	1893	2427	1862	1684	1307	1795	1252	2405	1070	2231	2171	1602	870	998	606	263	1652	2511	836	1893	587	338	784	505	523	471	281	1275					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	63333	250	1300	1150	1250	2550	1300	1300	1350	2600	2300	2450	2500	1300	1000	2300	600	2500	1673	2400	1750	1700	1250	1835	1200	2350	1050	2285	2235	1685	850	950	600	250	1600	2450	800	1900	550	300	750	450	500	450	270	1250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38779	149	952	825	672	1240	482	596	428	2263	797	2262	1701	535	334	844	204	1396	1128	950	1594	879	485	439	1047	1590	590	2127	1885	1454	551	665	402	181	1232	714	658	1503	317	190	651	228	276	245	80	1038					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2244	6	19	35	37	45	31	62	59	173	61	60	64	68	55	28	89	126	44	86	46	49	45	61	23	119	57	32	52	22	106	44	4	0	81	37	17	47	27	30	69	33	24	14	7	50					
6	Число погашенных избирательных бюллетеней	22282	95	329	290	541	1265	787	642	863	164	1442	128	735	697	611	1428	307	978	488	1364	110	772	720	1335	130	641	403	126	283	209	193	241	194	69	287	1699	125	350	206	80	30	189	200	191	183	162					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2257	6	19	35	37	45	31	62	59	173	61	60	64	68	55	28	89	126	57	86	46	49	45	61	23	119	57	32	52	22	106	44	4	0	81	37	17	47	27	30	69	33	24	14	7	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38707	149	951	823	672	1240	482	596	428	2263	797	2262	1637	535	334	842	204	1396	1128	950	1594	879	483	439	1047	1590	590	2127	1885	1453	551	665	402	181	1232	714	658	1503	317	190	651	228	276	245	80	1038					
9	Число недействительных избирательных бюллетеней	539	1	7	12	9	11	9	9	7	23	22	8	13	14	9	23	9	5	23	26	16	14	23	9	10	18	21	13	9	13	12	26	4	2	10	19	9	21	13	1	10	1	3	11	6	5					
10	Число действительных избирательных бюллетеней	40425	154	963	846	700	1274	504	649	480	2413	836	2314	1688	589	380	847	284	1517	1162	1010	1624	914	505	491	1060	1691	626	2146	1928	1462	645	683	402	179	1303	732	666	1529	331	219	710	260	297	248	81	1083					
