Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Мясниковская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1493	УИК №1758	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №2505	УИК №2566	УИК №2616					
1	"Число избирателей, внесенных в список избирателей"	32194	2005	2075	2064	2008	2152	1996	2490	2044	1583	1383	447	864	548	389	1245	1541	755	1361	243	1068	827	1377	271	1458					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25740	1500	1600	1600	1600	1600	1500	1900	1600	1200	1100	400	800	500	350	1000	1200	700	1100	230	1000	700	1100	260	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16390	961	991	1220	1029	1207	1189	1130	1174	784	616	247	483	244	169	523	862	458	850	133	475	459	581	141	464					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	638	24	25	25	23	27	25	28	15	58	24	17	17	7	7	14	85	30	21	6	44	20	39	16	41					
6	Число погашенных избирательных бюллетеней	8712	515	584	355	548	366	286	742	411	358	460	136	300	249	174	463	253	212	229	91	481	221	480	103	695					
7	Число избирательных бюллетеней в переносных ящиках для голосования	638	24	25	25	23	27	25	28	15	58	24	17	17	7	7	14	85	30	21	6	44	20	39	16	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16390	961	991	1220	1029	1207	1189	1130	1174	784	616	247	483	244	169	523	862	458	850	133	475	459	581	141	464					
9	Число недействительных избирательных бюллетеней	333	17	27	14	24	22	26	19	24	14	12	1	10	5	2	13	17	10	23	2	10	5	19	0	17					
10	Число действительных избирательных бюллетеней	16695	968	989	1231	1028	1212	1188	1139	1165	828	628	263	490	246	174	524	930	478	848	137	509	474	601	157	488					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	900	40	60	60	60	60	60	60	40	30	30	20	30	30	20	30	30	30	30	20	30	30	40	20	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	329	13	13	16	17	13	16	20	10	20	16	8	11	7	8	20	23	15	14	3	14	5	20	5	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	1	5	10	2	2	6	4	4	9	1	0	3	1	8	8	12	34	6	1	7	5	2	5	9					
14	Число погашенных неиспользованных открепительных удостоверений	571	27	47	44	43	47	44	40	30	10	14	12	19	23	12	10	7	15	16	17	16	25	20	15	18					
