Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Арсеньевская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51					
1	"Число избирателей, внесенных в списки избирателей"	49939	2482	2352	2417	1171	943	2690	2326	2268	2352	2466	2265	2630	2204	2323	2307	2424	2338	2302	2310	1016	1586	2354	2413					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47900	2400	2300	2300	1100	900	2650	2300	2200	2350	2400	2200	2550	2150	2250	2250	1700	2300	2300	2300	950	1400	2300	2350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	27818	1273	1255	1215	593	421	1471	1292	1289	1345	1515	1219	1513	1282	1489	1233	1424	1148	1389	1382	559	860	1310	1341					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	760	29	71	34	34	22	20	27	52	33	38	51	38	24	18	27	43	21	40	29	19	29	32	29					
6	Число погашенных избирательных бюллетеней	19322	1098	974	1051	473	457	1159	981	859	972	847	930	999	844	743	990	233	1131	871	889	372	511	958	980					
7	Число избирательных бюллетеней в переносных ящиках для голосования	760	29	71	34	34	22	20	27	52	33	38	51	38	24	18	27	43	21	40	29	19	29	32	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27805	1272	1255	1214	591	421	1471	1291	1288	1345	1515	1219	1513	1282	1487	1233	1422	1147	1388	1382	558	860	1310	1341					
9	Число недействительных избирательных бюллетеней	332	18	7	14	9	8	15	11	15	16	19	16	16	18	22	13	10	17	21	19	9	12	12	15					
10	Число действительных избирательных бюллетеней	28233	1283	1319	1234	616	435	1476	1307	1325	1362	1534	1254	1535	1288	1483	1247	1455	1151	1407	1392	568	877	1330	1355					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1475	70	70	70	40	30	80	80	65	70	70	65	75	60	70	70	70	70	65	70	35	40	70	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	244	12	4	10	2	8	16	9	11	15	10	9	13	21	13	9	15	11	10	13	2	6	16	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	170	13	3	3	3	3	1	7	11	2	10	16	7	11	13	15	7	9	8	8	1	10	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	1231	58	66	60	38	22	64	71	54	55	60	56	62	39	57	61	55	59	55	57	33	34	54	61					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	1	4	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	1056	36	69	52	18	20	56	50	56	56	58	41	50	53	61	55	59	34	45	52	26	17	48	44					
		3.70%	2.77%	5.20%	4.17%	2.88%	4.51%	3.76%	3.79%	4.18%	4.06%	3.73%	3.23%	3.22%	4.06%	4.05%	4.37%	4.03%	2.91%	3.15%	3.69%	4.51%	1.91%	3.58%	3.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	289	14	9	20	1	4	11	14	12	14	15	17	8	9	20	19	13	10	23	18	3	6	16	13					
		1.01%	1.08%	0.68%	1.60%	0.16%	0.90%	0.74%	1.06%	0.90%	1.02%	0.97%	1.34%	0.52%	0.69%	1.33%	1.51%	0.89%	0.86%	1.61%	1.28%	0.52%	0.67%	1.19%	0.95%					
20	3.Политическая партия «Демократическая партия России»	41	1	1	2	2	1	2	1	1	3	3	2	1	5	2	2	4	1	2	1	0	0	3	1					
		0.14%	0.08%	0.08%	0.16%	0.32%	0.23%	0.13%	0.08%	0.07%	0.22%	0.19%	0.16%	0.06%	0.38%	0.13%	0.16%	0.27%	0.09%	0.14%	0.07%	0.00%	0.00%	0.22%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	4558	196	248	172	59	53	233	158	235	251	289	174	299	236	241	232	248	165	273	241	85	97	191	182					
		15.96%	15.07%	18.70%	13.78%	9.44%	11.96%	15.63%	11.99%	17.54%	18.21%	18.61%	13.70%	19.28%	18.07%	16.01%	18.41%	16.93%	14.13%	19.12%	17.08%	14.73%	10.91%	14.23%	13.28%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	203	15	9	7	12	1	14	5	6	10	8	4	15	6	15	17	11	3	6	10	6	7	5	11					
		0.71%	1.15%	0.68%	0.56%	1.92%	0.23%	0.94%	0.38%	0.45%	0.73%	0.52%	0.31%	0.97%	0.46%	0.99%	1.35%	0.75%	0.26%	0.42%	0.71%	1.04%	0.79%	0.37%	0.80%					
23	6.Политическая партия «Партия социальной справедливости»	67	3	4	1	2	0	3	2	3	5	7	2	1	4	5	1	1	5	0	4	1	3	8	2					
		0.23%	0.23%	0.30%	0.08%	0.32%	0.00%	0.20%	0.15%	0.22%	0.36%	0.45%	0.16%	0.06%	0.31%	0.33%	0.08%	0.07%	0.43%	0.00%	0.28%	0.17%	0.34%	0.60%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	4239	201	191	178	110	65	270	211	189	202	201	189	211	166	202	178	206	188	165	198	87	160	221	250					
		14.84%	15.45%	14.40%	14.26%	17.60%	14.67%	18.11%	16.01%	14.10%	14.66%	12.94%	14.88%	13.60%	12.71%	13.42%	14.13%	14.06%	16.10%	11.55%	14.03%	15.08%	17.99%	16.47%	18.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	3568	154	166	135	58	54	166	166	174	192	252	149	197	189	196	157	172	149	220	168	51	82	163	158					
		12.49%	11.84%	12.52%	10.82%	9.28%	12.19%	11.13%	12.59%	12.99%	13.93%	16.23%	11.73%	12.70%	14.47%	13.02%	12.46%	11.74%	12.76%	15.41%	11.91%	8.84%	9.22%	12.15%	11.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	291	13	12	19	4	5	10	10	17	15	22	15	14	19	10	8	16	12	13	17	8	6	13	13					
		1.02%	0.99%	0.90%	1.52%	0.64%	1.13%	0.67%	0.76%	1.27%	1.09%	1.42%	1.18%	0.90%	1.45%	0.66%	0.63%	1.09%	1.03%	0.91%	1.20%	1.39%	0.67%	0.97%	0.95%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13436	621	580	626	344	226	680	675	614	584	647	644	708	582	706	558	699	566	633	652	287	493	643	668					
		47.04%	47.73%	43.74%	50.16%	55.04%	51.02%	45.61%	51.21%	45.82%	42.38%	41.66%	50.71%	45.65%	44.56%	46.91%	44.29%	47.71%	48.46%	44.33%	46.21%	49.74%	55.46%	47.91%	48.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	485	29	30	22	6	6	31	15	18	30	32	17	31	19	25	20	26	18	27	31	14	6	19	13					
		1.70%	2.23%	2.26%	1.76%	0.96%	1.35%	2.08%	1.14%	1.34%	2.18%	2.06%	1.34%	1.99%	1.45%	1.66%	1.59%	1.77%	1.54%	1.89%	2.20%	2.43%	0.67%	1.42%	0.95%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
