Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Артемовская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96					
1	"Число избирателей, внесенных в списки избирателей"	51653	2062	911	1800	2201	2043	850	757	1473	1192	2205	2196	2374	693	938	1758	2926	1390	1488	1671	1547	1274	2490	2589	1243	1225	1289	1161	1237	461	592	108	604	832	774	1230	652	162	470	402	106	214	63					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50500	2000	850	1850	2200	2000	750	750	1450	1150	2200	2200	2350	550	900	1700	2850	1400	1450	1600	1550	1300	2450	2550	1200	1250	1250	1100	1200	400	550	100	550	850	750	1150	600	150	450	350	150	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	33	54	6	8	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	25853	1108	479	983	1208	1029	392	264	707	533	1322	1263	1276	320	540	760	1255	628	661	764	786	667	1298	1379	547	517	646	543	722	270	286	62	267	392	339	446	340	108	263	216	106	102	59					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2319	65	29	48	61	68	84	53	32	61	54	78	41	26	10	101	63	37	103	82	62	27	27	84	55	80	82	156	55	24	55	5	33	54	63	128	64	8	38	10	0	111	2					
6	Число погашенных избирательных бюллетеней	22194	827	342	819	931	903	274	433	711	556	824	859	1033	204	350	839	1532	735	686	754	702	606	1125	1087	598	653	522	401	423	106	176	33	217	350	342	568	196	34	149	124	44	37	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2453	65	29	48	61	68	84	53	32	61	54	78	41	26	10	101	63	37	103	82	62	27	27	84	55	80	82	156	55	24	88	5	66	108	69	136	64	8	38	10	0	111	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25850	1108	479	983	1208	1028	392	264	707	533	1322	1263	1276	320	540	760	1255	628	660	764	786	667	1298	1379	547	517	646	543	722	270	286	62	267	392	339	446	340	108	263	216	105	102	59					
9	Число недействительных избирательных бюллетеней	211	16	4	5	11	8	3	0	5	3	8	10	7	2	3	2	12	5	8	4	8	5	6	10	9	8	2	9	1	0	3	0	5	0	12	4	4	0	5	3	0	1	0					
10	Число действительных избирательных бюллетеней	28092	1157	504	1026	1258	1088	473	317	734	591	1368	1331	1310	344	547	859	1306	660	755	842	840	689	1319	1453	593	589	726	690	776	294	371	67	328	500	396	578	400	116	296	223	105	212	61					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	504	18	6	22	33	20	8	8	22	13	20	22	20	8	16	16	25	13	10	2	13	13	21	21	13	11	13	15	13	5	8	0	5	11	8	13	10	2	5	2	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	471	18	3	22	33	20	8	8	11	13	20	22	20	7	16	16	25	12	9	2	9	13	21	21	12	7	13	15	13	1	8	0	5	11	8	13	10	0	5	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	373	35	2	10	16	22	5	2	3	1	11	12	10	4	20	7	9	3	7	5	4	5	27	9	6	6	5	4	1	1	4	2	0	5	6	25	4	1	3	1	31	36	3					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	3	0	0	0	0	0	11	0	0	0	0	1	0	0	0	1	1	0	4	0	0	0	1	4	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	95	1	1	5	3	8	1	1	6	6	8	3	6	3	4	5	12	4	2	1	3	1	3	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	616	30	10	19	42	28	11	4	21	11	31	29	30	6	7	22	25	8	10	10	24	14	25	18	14	9	11	13	22	6	28	1	16	17	5	12	16	0	4	1	1	4	1					
		2.18%	2.56%	1.97%	1.84%	3.31%	2.55%	2.31%	1.26%	2.84%	1.85%	2.25%	2.16%	2.28%	1.73%	1.27%	2.56%	1.90%	1.20%	1.31%	1.18%	2.83%	2.02%	1.89%	1.23%	2.33%	1.51%	1.51%	1.86%	2.83%	2.04%	7.49%	1.49%	4.80%	3.40%	1.23%	2.06%	3.96%	0.00%	1.33%	0.44%	0.95%	1.88%	1.64%					
19	2.Всероссийская политическая партия «Гражданская Сила»	742	51	31	24	38	40	2	7	22	24	54	71	87	13	12	22	30	16	28	12	14	10	29	29	18	4	11	2	13	0	1	0	1	8	3	3	2	0	1	2	1	5	1					
		2.62%	4.35%	6.10%	2.33%	2.99%	3.65%	0.42%	2.21%	2.98%	4.04%	3.92%	5.29%	6.61%	3.76%	2.18%	2.56%	2.28%	2.41%	3.67%	1.42%	1.65%	1.44%	2.19%	1.98%	2.99%	0.67%	1.51%	0.29%	1.67%	0.00%	0.27%	0.00%	0.30%	1.60%	0.74%	0.52%	0.50%	0.00%	0.33%	0.88%	0.95%	2.35%	1.64%					
20	3.Политическая партия «Демократическая партия России»	20	1	0	2	0	0	1	1	0	0	0	3	0	0	0	0	0	1	4	2	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0					
		0.07%	0.09%	0.00%	0.19%	0.00%	0.00%	0.21%	0.32%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.52%	0.24%	0.00%	0.00%	0.00%	0.00%	0.17%	0.17%	0.00%	0.00%	0.00%	0.34%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2551	116	66	98	153	99	21	18	48	54	157	177	161	41	56	75	132	56	68	80	86	93	151	146	47	28	41	33	27	9	22	2	14	24	36	37	31	2	7	14	8	12	5					
		9.01%	9.89%	12.99%	9.51%	12.06%	9.03%	4.41%	5.68%	6.50%	9.09%	11.41%	13.20%	12.22%	11.85%	10.18%	8.71%	10.02%	8.42%	8.91%	9.46%	10.14%	13.40%	11.40%	9.98%	7.81%	4.69%	5.63%	4.72%	3.47%	3.06%	5.88%	2.99%	4.20%	4.80%	8.82%	6.36%	7.67%	1.72%	2.33%	6.19%	7.62%	5.63%	8.20%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	438	12	4	17	19	13	4	1	11	4	20	21	18	4	23	24	63	10	16	11	6	2	28	28	3	1	8	1	21	1	0	5	8	5	1	11	4	2	0	5	1	2	0					
		1.55%	1.02%	0.79%	1.65%	1.50%	1.19%	0.84%	0.32%	1.49%	0.67%	1.45%	1.57%	1.37%	1.16%	4.18%	2.79%	4.78%	1.50%	2.10%	1.30%	0.71%	0.29%	2.11%	1.91%	0.50%	0.17%	1.10%	0.14%	2.70%	0.34%	0.00%	7.46%	2.40%	1.00%	0.25%	1.89%	0.99%	1.72%	0.00%	2.21%	0.95%	0.94%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	56	2	0	0	5	3	0	1	5	1	2	1	3	0	1	0	2	3	1	2	3	4	1	4	2	1	0	0	1	0	1	1	0	0	3	1	0	0	1	0	1	0	0					
		0.20%	0.17%	0.00%	0.00%	0.39%	0.27%	0.00%	0.32%	0.68%	0.17%	0.15%	0.07%	0.23%	0.00%	0.18%	0.00%	0.15%	0.45%	0.13%	0.24%	0.35%	0.58%	0.08%	0.27%	0.33%	0.17%	0.00%	0.00%	0.13%	0.00%	0.27%	1.49%	0.00%	0.00%	0.74%	0.17%	0.00%	0.00%	0.33%	0.00%	0.95%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2800	129	40	122	126	143	47	53	84	60	148	142	132	30	71	82	111	56	77	77	75	61	105	127	49	76	65	35	61	35	38	14	22	38	30	47	54	19	27	29	29	23	11					
		9.89%	10.99%	7.87%	11.83%	9.93%	13.05%	9.87%	16.72%	11.37%	10.10%	10.76%	10.59%	10.02%	8.67%	12.91%	9.52%	8.42%	8.42%	10.09%	9.10%	8.84%	8.79%	7.92%	8.68%	8.14%	12.73%	8.93%	5.01%	7.85%	11.90%	10.16%	20.90%	6.61%	7.60%	7.35%	8.08%	13.37%	16.38%	8.97%	12.83%	27.62%	10.80%	18.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1662	70	38	56	89	69	15	19	30	24	74	89	73	22	35	51	83	40	34	60	72	63	99	129	40	38	45	32	43	9	22	2	14	9	15	14	11	2	10	4	3	12	3					
		5.87%	5.97%	7.48%	5.43%	7.01%	6.30%	3.15%	5.99%	4.06%	4.04%	5.38%	6.64%	5.54%	6.36%	6.36%	5.92%	6.30%	6.02%	4.46%	7.09%	8.49%	9.08%	7.47%	8.82%	6.64%	6.37%	6.18%	4.58%	5.53%	3.06%	5.88%	2.99%	4.20%	1.80%	3.68%	2.41%	2.72%	1.72%	3.32%	1.77%	2.86%	5.63%	4.92%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	194	7	4	4	17	5	4	4	6	7	12	12	9	5	4	6	10	3	6	6	1	3	8	8	5	5	4	6	5	1	0	0	2	3	0	8	1	0	1	0	0	2	0					
		0.69%	0.60%	0.79%	0.39%	1.34%	0.46%	0.84%	1.26%	0.81%	1.18%	0.87%	0.89%	0.68%	1.45%	0.73%	0.70%	0.76%	0.45%	0.79%	0.71%	0.12%	0.43%	0.60%	0.55%	0.83%	0.84%	0.55%	0.86%	0.64%	0.34%	0.00%	0.00%	0.60%	0.60%	0.00%	1.37%	0.25%	0.00%	0.33%	0.00%	0.00%	0.94%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	18638	720	306	671	757	666	366	208	489	393	828	760	763	215	322	570	836	457	495	569	552	435	850	952	407	422	538	565	576	231	258	42	251	395	303	441	280	90	244	165	60	150	40					
		65.85%	61.38%	60.24%	65.08%	59.65%	60.77%	76.89%	65.62%	66.17%	66.16%	60.17%	56.67%	57.93%	62.14%	58.55%	66.20%	63.43%	68.72%	64.88%	67.26%	65.09%	62.68%	64.15%	65.07%	67.61%	70.69%	73.90%	80.83%	74.13%	78.57%	68.98%	62.69%	75.38%	79.00%	74.26%	75.77%	69.31%	77.59%	81.06%	73.01%	57.14%	70.42%	65.57%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	375	19	5	13	12	22	2	1	18	13	42	26	34	8	16	7	14	10	16	13	7	4	23	12	7	4	3	3	7	1	0	0	0	1	0	4	1	1	1	3	1	1	0					
		1.32%	1.62%	0.98%	1.26%	0.95%	2.01%	0.42%	0.32%	2.44%	2.19%	3.05%	1.94%	2.58%	2.31%	2.91%	0.81%	1.06%	1.50%	2.10%	1.54%	0.83%	0.58%	1.74%	0.82%	1.16%	0.67%	0.41%	0.43%	0.90%	0.34%	0.00%	0.00%	0.00%	0.20%	0.00%	0.69%	0.25%	0.86%	0.33%	1.33%	0.95%	0.47%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
