Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Стародубская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924					
1	"Число избирателей, внесенных в список избирателей"	31008	906	324	338	117	176	353	323	280	200	168	234	145	481	1091	286	429	157	835	302	327	539	426	215	253	242	217	364	1183	418	209	605	176	602	226	284	350	416	598	432	187	438	308	224	345	1522	1425	1560	2065	1216	1200	1303	1118	1365	1505					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30300	870	310	340	110	160	350	310	260	210	170	230	150	470	1060	280	430	150	780	260	320	550	420	210	240	240	220	360	1150	420	210	600	170	620	220	290	360	420	600	440	190	440	300	220	350	1500	1400	1500	1900	1200	1200	1290	1100	1300	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18950	700	180	210	86	120	279	221	196	140	138	170	72	228	562	160	181	104	387	181	206	297	278	183	174	159	174	240	799	175	106	410	142	390	140	151	187	266	234	269	65	317	223	155	235	996	921	890	1294	799	735	913	808	588	716					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3073	71	24	54	9	18	22	18	61	50	22	56	63	58	79	84	56	21	341	46	48	121	82	18	37	31	22	42	76	100	69	68	15	89	44	33	52	84	100	45	77	66	26	33	22	13	45	43	48	26	29	87	27	162	40					
6	Число погашенных избирательных бюллетеней	8277	99	106	76	15	22	49	71	3	20	10	4	15	184	419	36	193	25	52	33	66	132	60	9	29	50	24	78	275	145	35	122	13	141	36	106	121	70	266	126	48	57	51	32	93	491	434	567	558	375	436	290	265	550	694					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3073	71	24	54	9	18	22	18	61	50	22	56	63	58	79	84	56	21	341	46	48	121	82	18	37	31	22	42	76	100	69	68	15	89	44	33	52	84	100	45	77	66	26	33	22	13	45	43	48	26	29	87	27	162	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18934	700	180	210	86	120	279	221	196	140	138	170	72	228	562	160	181	104	387	181	206	297	278	183	174	159	174	240	799	175	106	410	142	390	140	151	187	266	234	269	65	317	223	155	235	996	921	890	1280	799	734	912	808	588	716					
9	Число недействительных избирательных бюллетеней	373	40	0	6	1	0	0	0	23	25	0	16	11	0	11	3	0	2	2	3	1	33	0	0	11	2	12	16	4	10	3	0	10	10	1	0	2	0	2	5	0	5	3	0	3	13	16	1	27	3	12	9	8	1	7					
10	Число действительных избирательных бюллетеней	21634	731	204	258	94	138	301	239	234	165	160	210	124	286	630	241	237	123	726	224	253	385	360	201	200	188	184	266	871	265	172	478	147	469	183	184	237	350	332	309	142	378	246	188	254	996	950	932	1301	822	751	990	827	749	749					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	347	18	2	8	1	1	2	2	2	2	1	4	1	5	6	2	3	1	7	4	2	3	3	0	2	0	2	5	17	1	1	3	2	10	1	1	2	5	2	3	1	2	2	2	4	20	20	27	28	20	15	19	28	10	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	339	18	2	8	0	1	2	2	2	2	1	4	1	5	6	2	3	0	7	4	2	3	3	0	2	0	1	5	17	1	1	3	2	10	0	1	1	5	2	3	1	2	0	2	4	20	20	27	27	20	15	19	28	10	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	122	3	2	1	1	2	1	1	4	1	1	0	0	0	12	1	0	5	3	2	1	1	0	0	6	1	1	0	4	2	1	2	1	0	3	1	0	0	2	4	2	0	1	2	3	1	7	1	8	0	8	9	2	2	6					
14	Число погашенных неиспользованных открепительных удостоверений	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	1	1	0	0	0	0	1	0	0	0	0	1	0	2	2	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	7	4	4	4	4	3	1	0	7					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1158	18	15	13	3	4	19	21	15	3	7	5	4	18	48	15	16	3	5	7	12	22	19	7	10	9	18	8	32	12	2	9	12	7	12	12	17	16	42	21	2	13	23	6	16	7	24	71	116	40	71	51	55	67	58					
		5.26%	2.33%	7.35%	4.92%	3.16%	2.90%	6.31%	8.79%	5.84%	1.58%	4.38%	2.21%	2.96%	6.29%	7.49%	6.15%	6.75%	2.40%	0.69%	3.08%	4.72%	5.26%	5.28%	3.48%	4.74%	4.74%	9.18%	2.84%	3.66%	4.36%	1.14%	1.88%	7.64%	1.46%	6.52%	6.52%	7.11%	4.57%	12.57%	6.69%	1.41%	3.39%	9.24%	3.19%	6.23%	0.69%	2.48%	7.61%	8.73%	4.85%	9.31%	5.11%	6.59%	8.93%	7.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1442	44	20	21	2	11	14	9	11	9	8	7	2	16	78	13	12	8	10	10	10	35	10	17	18	19	13	31	82	17	18	14	12	20	15	14	19	23	35	25	3	20	9	9	25	9	94	35	101	58	50	67	68	70	72					
