Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Северная																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858					
1	"Число избирателей, внесенных в списки"	8782	428	114	318	56	240	191	249	2119	2063	249	534	100	329	86	258	201	275	208	478	94	120	72					
2	"Число бюллетеней, полученных участковыми комиссиями"	8756	436	116	320	54	241	197	252	2100	2000	255	535	100	334	86	255	202	270	208	477	91	155	72					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5372	264	88	223	50	180	139	175	1108	1028	196	307	83	214	53	193	159	221	149	313	62	112	55					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	585	50	12	3	0	24	10	15	99	98	15	34	6	28	3	24	29	29	33	37	16	8	12					
6	Число погашенных бюллетеней	2799	122	16	94	4	37	48	62	893	874	44	194	11	92	30	38	14	20	26	127	13	35	5					
7	Число бюллетеней в переносных ящиках для голосования	585	50	12	3	0	24	10	15	99	98	15	34	6	28	3	24	29	29	33	37	16	8	12					
8	Число бюллетеней в стационарных ящиках для голосования	5371	264	88	223	50	180	139	175	1107	1028	196	307	83	214	53	193	159	221	149	313	62	112	55					
9	Число недействительных бюллетеней	117	1	5	4	0	2	1	12	16	21	5	12	3	3	1	5	4	5	3	11	0	1	2					
10	Число действительных бюллетеней	5839	313	95	222	50	202	148	178	1190	1105	206	329	86	239	55	212	184	245	179	339	78	119	65					
