Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Верхнесалдинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311					
1	"Число избирателей, внесенных в списки избирателей"	42241	362	685	968	798	1231	1035	1569	1074	1467	1116	2760	738	894	1909	1932	2125	2139	2089	2249	2553	2207	1750	1919	1822	1307	111	136	453	388	135	40	2280					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41661	300	650	950	650	1150	900	1500	1050	1450	1050	2750	600	800	1850	1800	2050	2100	2050	2200	2650	2200	1650	1900	1850	1300	100	140	450	400	132	39	3000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	10	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24854	186	340	538	325	720	556	929	636	862	624	1511	328	416	1239	956	1175	1295	1286	1399	1511	1327	989	1241	1106	595	42	73	332	239	76	30	1972					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1175	20	29	27	63	28	114	37	33	28	37	20	91	56	34	46	30	27	40	25	16	63	100	12	38	95	13	4	6	33	4	6	0					
6	Число погашенных избирательных бюллетеней	15595	94	281	385	262	402	230	534	381	560	389	1219	181	328	577	798	845	778	724	776	1123	810	561	647	706	598	30	53	112	128	52	3	1028					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1212	20	29	27	63	28	114	37	33	28	37	20	91	56	34	46	30	27	40	25	16	63	100	12	38	107	28	14	6	33	4	6	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24848	186	340	538	325	720	556	929	636	862	623	1511	328	416	1238	956	1175	1295	1286	1399	1511	1324	989	1240	1106	595	42	73	332	239	76	30	1972					
9	Число недействительных избирательных бюллетеней	242	3	4	4	4	4	4	13	4	8	8	14	4	5	17	7	7	10	15	15	14	14	7	10	11	11	0	0	2	2	0	0	21					
10	Число действительных избирательных бюллетеней	25818	203	365	561	384	744	666	953	665	882	652	1517	415	467	1255	995	1198	1312	1311	1409	1513	1373	1082	1242	1133	691	70	87	336	270	80	36	1951					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	420	3	8	10	7	13	10	16	11	15	12	30	7	9	19	19	21	23	22	24	29	23	18	18	19	14	3	3	5	4	3	2	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	224	1	8	7	1	5	4	5	9	9	7	7	2	1	16	18	7	10	17	11	23	9	5	6	9	14	3	0	5	4	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	227	8	12	10	15	5	8	7	8	12	4	13	7	2	14	9	13	5	3	5	2	15	11	10	3	7	2	2	1	4	2	1	7					
14	Число погашенных неиспользованных открепительных удостоверений	196	2	0	3	6	8	6	11	2	6	5	23	5	8	3	1	14	13	5	13	6	14	13	12	10	0	0	3	0	0	2	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	80	1	0	4	3	2	2	1	3	7	3	7	3	0	3	5	4	7	8	1	4	2	2	4	1	0	0	0	0	2	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	563	13	9	15	8	26	19	26	14	21	20	25	9	9	31	10	26	27	38	21	28	30	18	19	21	34	0	0	18	7	2	1	18					
		2.16%	6.31%	2.44%	2.65%	2.06%	3.48%	2.84%	2.69%	2.09%	2.36%	3.03%	1.63%	2.15%	1.91%	2.44%	0.99%	2.16%	2.04%	2.87%	1.47%	1.83%	2.16%	1.65%	1.52%	1.84%	4.84%	0.00%	0.00%	5.33%	2.57%	2.50%	2.78%	0.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	756	4	10	8	9	34	15	31	13	29	22	40	2	14	23	30	41	52	46	82	56	44	18	40	26	7	0	0	0	3	1	3	53					
