Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Уинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9454	1488	469	436	158	1295	193	785	114	251	102	231	418	238	259	304	74	87	391	48	192	980	93	595	253									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7740	1100	400	350	130	1000	150	650	100	200	100	200	350	200	200	250	60	70	300	50	250	850	80	500	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4353	610	205	164	67	510	84	378	52	66	61	98	189	130	130	167	36	59	203	37	183	409	60	325	130									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	351	14	14	20	11	38	36	34	3	8	6	4	6	25	4	9	3	0	28	1	9	46	5	14	13									
6	Число погашенных избирательных бюллетеней	3036	476	181	166	52	452	30	238	45	126	33	98	155	45	66	74	21	11	69	12	58	395	15	161	57									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	351	14	14	20	11	38	36	34	3	8	6	4	6	25	4	9	3	0	28	1	9	46	5	14	13									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4353	610	205	164	67	510	84	378	52	66	61	98	189	130	130	167	36	59	203	37	183	409	60	325	130									
9	Число недействительных избирательных бюллетеней	111	12	18	11	0	9	1	4	3	2	0	8	3	0	1	4	1	3	5	2	6	15	0	3	0									
10	Число действительных избирательных бюллетеней	4593	612	201	173	78	539	119	408	52	72	67	94	192	155	133	172	38	56	226	36	186	440	65	336	143									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	230	20	10	8	5	20	5	16	4	10	5	6	6	5	10	10	4	4	15	2	10	20	5	20	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	90	11	3	2	2	6	2	16	0	0	0	2	0	2	10	8	0	0	0	2	3	9	5	4	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	3	0	2	2	13	1	3	2	0	1	0	1	3	0	8	1	1	4	0	3	4	0	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	140	9	7	6	3	14	3	0	4	10	5	4	6	3	0	2	4	4	15	0	7	11	0	16	7									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	4	0	1	1	5	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	0	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	41	8	1	1	0	9	0	4	1	0	0	3	1	1	1	3	0	0	2	0	0	2	1	1	2									
		0.87%	1.28%	0.46%	0.54%	0.00%	1.64%	0.00%	0.97%	1.82%	0.00%	0.00%	2.94%	0.51%	0.65%	0.75%	1.70%	0.00%	0.00%	0.87%	0.00%	0.00%	0.44%	1.54%	0.29%	1.40%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	185	30	10	5	7	18	0	9	1	3	0	6	9	4	14	6	1	0	11	1	15	17	2	13	3									
		3.93%	4.81%	4.57%	2.72%	8.97%	3.28%	0.00%	2.18%	1.82%	4.05%	0.00%	5.88%	4.62%	2.58%	10.45%	3.41%	2.56%	0.00%	4.76%	2.63%	7.81%	3.74%	3.08%	3.83%	2.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	65	14	4	7	0	12	0	2	1	0	0	1	0	0	1	1	0	2	3	0	3	12	1	0	1									
		1.38%	2.24%	1.83%	3.80%	0.00%	2.19%	0.00%	0.49%	1.82%	0.00%	0.00%	0.98%	0.00%	0.00%	0.75%	0.57%	0.00%	3.39%	1.30%	0.00%	1.56%	2.64%	1.54%	0.00%	0.70%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3014	298	114	116	50	273	88	328	32	32	59	47	146	129	83	103	30	30	175	32	124	301	43	261	120									
		64.07%	47.76%	52.05%	63.04%	64.10%	49.82%	73.33%	79.61%	58.18%	43.24%	88.06%	46.08%	74.87%	83.23%	61.94%	58.52%	76.92%	50.85%	75.76%	84.21%	64.58%	66.15%	66.15%	76.99%	83.92%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	19	4	0	1	0	2	0	4	0	0	0	0	0	0	2	1	0	1	0	0	0	2	2	0	0									
		0.40%	0.64%	0.00%	0.54%	0.00%	0.36%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.57%	0.00%	1.69%	0.00%	0.00%	0.00%	0.44%	3.08%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0									
		0.13%	0.16%	0.00%	0.00%	1.28%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	543	131	37	18	6	101	16	12	8	25	1	20	8	7	8	37	4	9	8	1	7	42	14	22	1									
