Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Ельнинская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222					
1	"Число избирателей, внесенных в списки избирателей"	12347	1657	1483	1641	1600	1819	174	195	194	526	125	269	167	319	121	184	121	301	264	222	324	216	121	304					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11907	1593	1471	1623	1557	1583	170	192	192	513	125	256	162	317	121	184	125	301	251	220	321	211	121	298					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6218	887	689	902	774	901	110	71	94	247	78	83	40	164	61	108	60	161	137	130	174	95	77	175					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1492	87	134	30	56	72	15	69	65	129	20	102	83	77	39	40	37	95	72	33	71	60	24	82					
6	Число погашенных избирательных бюллетеней	4197	619	648	691	727	610	45	52	33	137	27	71	39	76	21	36	28	45	42	57	76	56	20	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1492	87	134	30	56	72	15	69	65	129	20	102	83	77	39	40	37	95	72	33	71	60	24	82					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6215	887	686	902	774	901	110	71	94	247	78	83	40	164	61	108	60	161	137	130	174	95	77	175					
9	Число недействительных избирательных бюллетеней	89	9	3	18	9	4	4	3	0	3	3	6	1	4	2	0	0	0	6	4	8	0	1	1					
10	Число действительных избирательных бюллетеней	7618	965	817	914	821	969	121	137	159	373	95	179	122	237	98	148	97	256	203	159	237	155	100	256					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	447	52	54	59	57	56	8	9	9	18	5	9	8	14	6	14	6	10	9	9	11	7	6	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	139	17	11	14	14	36	0	4	0	3	1	0	0	14	6	14	1	2	0	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	10	4	11	0	15	1	2	2	4	1	4	3	0	3	2	1	3	3	5	3	2	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	308	35	43	45	43	20	8	5	9	15	4	9	8	0	0	0	5	8	9	9	11	7	6	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
