Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Кореновская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847					
1	"Число избирателей, внесенных в списки избирателей"	63123	1812	2581	2622	1481	1853	1512	1739	1950	1967	1568	1875	1934	1826	1369	1272	1787	323	383	530	1431	1937	866	803	2603	1699	2150	1351	1026	119	532	2221	857	1340	1301	821	304	796	852	328	566	1975	561	1434	885	1971	422	1588					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	65040	1870	2630	2600	1610	1890	1550	1740	2110	1910	1540	1950	1880	1790	1350	1300	1780	320	370	550	1490	2330	970	820	2600	1770	2170	1370	1050	140	500	2220	850	1330	1310	900	330	880	890	330	580	2220	560	1470	1120	2100	450	1550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	35134	954	1151	1412	766	990	844	938	1053	805	818	1442	923	844	692	565	965	252	277	340	823	1228	476	439	1315	1083	1108	836	342	99	291	1159	588	730	941	518	144	555	595	211	362	1129	261	1013	518	1384	276	679					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	6403	252	169	110	127	117	101	172	123	192	447	18	77	283	58	189	113	28	44	35	221	408	221	161	149	99	242	70	231	11	75	126	61	75	72	107	105	68	110	62	77	96	191	102	158	180	64	206					
6	Число погашенных избирательных бюллетеней	23503	664	1310	1078	717	783	605	630	934	913	275	490	880	663	600	546	702	40	49	175	446	694	273	220	1136	588	820	464	477	30	134	935	201	525	297	275	81	257	185	57	141	995	108	355	444	536	110	665					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6403	252	169	110	127	117	101	172	123	192	447	18	77	283	58	189	113	28	44	35	221	408	221	161	149	99	242	70	231	11	75	126	61	75	72	107	105	68	110	62	77	96	191	102	158	180	64	206					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35134	954	1151	1412	766	990	844	938	1053	805	818	1442	923	844	692	565	965	252	277	340	823	1228	476	439	1315	1083	1108	836	342	99	291	1159	588	730	941	518	144	555	595	211	362	1129	261	1013	518	1384	276	679					
9	Число недействительных избирательных бюллетеней	604	13	37	12	19	12	16	72	13	8	1	30	14	12	5	10	17	0	4	13	13	11	7	4	22	8	23	16	3	0	2	24	26	15	11	9	5	2	0	0	2	23	3	21	11	8	15	12					
10	Число действительных избирательных бюллетеней	40933	1193	1283	1510	874	1095	929	1038	1163	989	1264	1430	986	1115	745	744	1061	280	317	362	1031	1625	690	596	1442	1174	1327	890	570	110	364	1261	623	790	1002	616	244	621	705	273	437	1202	449	1094	665	1556	325	873					
