Выборы Президента Российской Федерации																																																										
Дата голосования: 18.03.2018																																																										
																																																										
Наименование Избирательной комиссии:    Бардымская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																								
																																																										
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247									
1	"Число избирателей, включенных в список избирателей"	17694	1347	1254	1493	1190	1300	211	77	108	329	333	327	136	744	167	50	252	80	218	826	65	156	138	1016	512	169	61	56	363	87	78	382	178	988	294	412	101	461	281	46	120	118	49	266	185	348	182	140									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17070	1200	1150	1400	1050	1200	200	70	100	350	350	350	150	750	160	50	250	80	220	850	70	170	130	950	450	200	60	55	350	85	85	315	170	1000	250	400	90	500	300	45	110	110	45	300	200	350	200	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12316	843	768	1112	700	810	157	61	58	253	254	222	86	564	118	37	192	54	185	627	48	131	100	743	372	147	50	42	229	70	65	269	141	687	173	288	70	351	235	31	95	87	38	198	143	223	97	92									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2040	73	114	74	117	136	32	8	26	31	26	57	27	131	32	10	34	17	17	89	6	19	24	151	59	21	9	11	46	14	12	31	19	150	48	57	15	40	18	5	5	12	4	55	16	38	62	42									
6	Число погашенных избирательных бюллетеней	2714	284	268	214	233	254	11	1	16	66	70	71	37	55	10	3	24	9	18	134	16	20	6	56	19	32	1	2	75	1	8	15	10	163	29	55	5	109	47	9	10	11	3	47	41	89	41	16									
