Выборы Президента Российской Федерации																																																																																		
Дата голосования: 04.03.2012																																																																																		
																																																																																		
Наименование Избирательной комиссии:    Нижний Новгород, Канавинская																																																																																		
																																																																																		
Сводная таблица итогов голосования																																																																																		
																																																																																		
	Число участковых избирательных комиссий	71																																																																																
	Число участковых избирательных комиссий, приступивших к передаче сведений	71																																																																																
																																																																																		
		Сумма	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №2195	УИК №2270	УИК №2290	УИК №2291	УИК №2292									
1	Число избирателей, включенных в список избирателей	146791	1899	2745	2354	2387	1546	2558	2498	2457	2375	1931	2195	2153	2453	1970	2293	1997	1983	1921	1693	2708	2345	2595	1869	2105	2451	2290	1762	2703	2706	1291	1321	2088	2795	1181	2388	1356	1206	2107	2226	2361	2207	2069	1259	1674	2186	2355	2026	1443	1906	1799	2963	2945	2877	2352	2443	2603	2500	2215	2071	2826	2837	2632	1762	1319	2337	606	208	223	2290	2281	315									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	120250	1500	1800	1800	2000	1300	2000	2000	2000	2000	1500	1800	1800	1800	1500	1800	1600	1500	1500	1300	2300	1800	2000	1500	1600	2000	1800	1400	2200	2300	1000	1050	2100	2300	1000	1800	1000	1000	1500	2000	2000	1900	1700	1000	1400	1700	2100	1500	1000	1400	1400	2400	2400	2300	2000	2000	2000	2000	1800	1800	2300	2100	2200	1500	1100	2400	700	500	500	2300	2300	400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	84925	941	1214	1213	1374	765	1540	1419	1445	1205	1082	1207	1210	1234	1165	1343	1041	876	975	1012	1070	1439	1478	1214	1273	1520	1420	1005	1386	1449	815	931	906	1089	648	1402	789	714	1367	1246	709	757	1091	652	808	1289	710	1029	779	1019	1086	1745	1669	1686	1553	1579	1572	1602	1340	1445	1870	1649	1704	1149	888	2329	587	208	223	2237	2275	264									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	10201	25	461	16	24	107	9	136	115	107	10	22	159	98	94	10	118	106	95	24	1071	54	121	114	108	93	75	29	178	23	58	63	791	885	54	93	157	25	33	116	1069	782	34	12	17	94	1103	124	12	185	23	60	19	81	38	101	48	63	16	99	115	13	93	70	53	0	0	0	0	0	0	0									
6	Число погашенных избирательных бюллетеней	25124	534	125	571	602	428	451	445	440	688	408	571	431	468	241	447	441	518	430	264	159	307	401	172	219	387	305	366	636	828	127	56	403	326	298	305	54	261	100	638	222	361	575	336	575	317	287	347	209	196	291	595	712	533	409	320	380	335	444	256	315	438	403	281	159	71	113	292	277	63	25	136									
7	Число избирательных бюллетеней в переносных ящиках для голосования	10176	25	461	16	24	107	9	136	115	107	10	22	159	98	94	10	118	106	95	24	1069	54	121	114	108	93	75	29	178	23	58	63	789	864	54	93	157	25	33	116	1069	782	34	12	17	94	1103	124	12	185	23	60	19	81	38	101	48	63	16	99	115	13	93	70	53	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	84405	941	1194	1182	1365	765	1540	1419	1429	1205	1082	1206	1189	1234	1165	1343	1041	876	975	1012	1068	1429	1472	1192	1273	1520	1388	1005	1386	1449	815	923	906	1072	632	1402	769	714	1357	1246	668	757	1091	652	808	1289	710	1029	767	1004	1086	1717	1666	1680	1532	1562	1551	1602	1335	1445	1870	1649	1704	1079	848	2329	587	208	223	2237	2275	264									
9	Число недействительных избирательных бюллетеней	998	11	27	9	13	4	21	12	16	15	8	11	14	19	9	12	10	7	6	12	17	25	12	8	8	9	20	9	17	11	13	15	11	19	5	28	7	56	12	16	6	38	11	2	8	4	18	16	4	18	12	19	21	23	22	20	21	20	9	44	18	29	23	13	21	0	0	1	3	0	0	0									
10	Число действительных избирательных бюллетеней	93583	955	1628	1189	1376	868	1528	1543	1528	1297	1084	1217	1334	1313	1250	1341	1149	975	1064	1024	2120	1458	1581	1298	1373	1604	1443	1025	1547	1461	860	971	1684	1917	681	1467	919	683	1378	1346	1731	1501	1114	662	817	1379	1795	1137	775	1171	1097	1758	1664	1738	1548	1643	1578	1645	1342	1500	1967	1633	1774	1136	880	2329	587	207	220	2237	2275	264									
