Выборы Президента Российской Федерации																																																																														
Дата голосования: 02.03.2008																																																																														
																																																																														
"Наименование Избирательной комиссии:    Нижний Новгород, Канавинская"																																																																														
																																																																														
Сводная таблица результатов выборов																																																																														
																																																																														
	Число участковых избирательных комиссий	71																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	71																																																																												
																																																																														
		Сумма	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484	УИК №1485	УИК №2195	УИК №2270	УИК №2290	УИК №2291	УИК №2292					
1	"Число избирателей, включенных в списки избирателей"	132524	1956	2356	2404	2458	1750	2605	2655	2453	2317	2025	2281	2209	2327	2022	2080	2023	1797	1866	1717	1864	2387	2427	1911	2215	2261	2400	1641	2680	2815	2376	1749	1575	1925	1021	1238	1215	1159	1959	2383	1591	1819	2219	1327	1801	2244	1702	1227	1787	1756	1819	2637	2458	2616	2570	2487	2636	2449	2028	2246	1935	2170	1735	1859	1570	100	150	286	143	229	130	296					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	129000	1900	2300	2400	2400	1600	2600	2600	2500	2200	1900	2200	2200	2300	2000	2000	2000	1500	1800	1500	1700	2400	2400	1900	2100	2300	2400	1600	2600	2700	2300	1700	1500	1900	900	1000	1200	1000	1800	2300	1400	1400	2000	1300	1800	2000	1500	1200	1500	1500	1800	2600	2400	2500	2500	2500	2500	2400	2000	2200	1900	2000	1700	1800	1500	500	500	500	500	500	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	79715	1123	1345	1465	1513	886	1682	1559	1621	1271	1213	1426	1290	1366	1174	1175	1178	943	978	1019	1078	1519	1522	1154	1286	1445	1522	1027	1543	1759	1489	1086	931	1112	580	723	718	656	1160	1397	719	700	1246	792	965	1047	996	769	1113	1087	1068	1693	1535	1627	1627	1671	1721	1624	1215	1431	1287	1386	1143	1139	1051	100	150	196	125	166	130	262					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5118	61	94	39	80	154	48	75	44	62	28	35	48	30	35	54	42	86	30	52	136	50	46	126	151	49	32	24	91	92	43	56	49	36	62	44	63	49	148	43	135	405	270	49	65	551	101	70	43	46	46	23	32	29	56	47	84	49	27	54	35	84	37	53	35	0	0	90	18	63	0	34					
6	Число погашенных избирательных бюллетеней	44167	716	861	896	807	560	870	966	835	867	659	739	862	904	791	771	780	471	792	429	486	831	832	620	663	806	846	549	966	849	768	558	520	752	258	233	419	295	492	860	546	295	484	459	770	402	403	361	344	367	686	884	833	844	817	782	695	727	758	715	578	530	520	608	414	400	350	214	357	271	370	204					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5118	61	94	39	80	154	48	75	44	62	28	35	48	30	35	54	42	86	30	52	136	50	46	126	151	49	32	24	91	92	43	56	49	36	62	44	63	49	148	43	135	405	270	49	65	551	101	70	43	46	46	23	32	29	56	47	84	49	27	54	35	84	37	53	35	0	0	90	18	63	0	34					
8	Число бюллетеней в стационарных ящиках для голосования	79597	1123	1345	1465	1513	886	1682	1556	1619	1270	1213	1426	1290	1366	1174	1175	1178	943	978	1019	1078	1517	1521	1154	1286	1445	1522	1027	1543	1759	1489	1086	931	1112	580	723	717	655	1160	1397	719	700	1246	792	957	1047	996	769	1113	1082	1068	1693	1525	1594	1627	1671	1672	1624	1215	1431	1287	1386	1143	1137	1051	100	150	196	125	166	130	262					
9	Число недействительных избирательных бюллетеней	1265	21	26	18	23	6	15	21	17	14	16	16	17	35	14	20	20	14	23	12	23	32	16	19	16	18	0	0	23	21	30	24	16	20	5	15	8	10	20	21	17	9	23	19	24	19	17	19	26	7	14	33	31	38	40	29	23	29	14	26	14	24	19	27	18	0	3	6	2	6	1	3					
10	Число действительных избирательных бюллетеней	83450	1163	1413	1486	1570	1034	1715	1610	1646	1318	1225	1445	1321	1361	1195	1209	1200	1015	985	1059	1191	1535	1551	1261	1421	1476	1554	1051	1611	1830	1502	1118	964	1128	637	752	772	694	1288	1419	837	1096	1493	822	998	1579	1080	820	1130	1121	1100	1683	1526	1585	1643	1689	1733	1644	1228	1459	1308	1446	1161	1163	1068	100	147	280	141	223	129	293					
