Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Полтавская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	17261	917	190	88	187	255	675	225	119	207	92	510	102	296	211	165	67	193	1010	121	147	231	648	46	151	181	80	854	280	1050	81	265	125	129	1746	1838	2506	827	232	107	107									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17400	940	186	90	188	255	682	225	120	210	94	518	102	302	222	167	65	196	1017	123	148	233	654	48	153	182	82	857	281	1050	86	265	144	130	1760	1821	2510	824	242	114	114									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7697	391	68	22	75	102	375	119	61	149	10	217	49	117	148	82	36	90	421	72	99	99	291	27	81	129	40	351	89	399	45	110	43	47	734	883	1093	321	103	59	50									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	594	23	6	0	4	12	16	17	5	2	2	11	0	10	10	2	2	10	49	2	9	10	35	7	4	11	2	29	19	31	0	18	0	6	34	68	99	23	4	2	0									
6	Число погашенных избирательных бюллетеней	9109	526	112	68	109	141	291	89	54	59	82	290	53	175	64	83	27	96	547	49	40	124	328	14	68	42	40	477	173	620	41	137	101	77	992	870	1318	480	135	53	64									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	594	23	6	0	4	12	16	17	5	2	2	11	0	10	10	2	2	10	49	2	9	10	35	7	4	11	2	29	19	31	0	18	0	6	34	68	99	23	4	2	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7697	391	68	22	75	102	375	119	61	149	10	217	49	117	148	82	36	90	421	72	99	99	291	27	81	129	40	351	89	399	45	110	43	47	734	883	1093	321	103	59	50									
9	Число недействительных избирательных бюллетеней	258	16	1	1	6	2	10	2	0	0	1	12	1	0	1	1	0	1	16	2	1	2	18	0	0	1	2	12	3	8	0	4	0	3	29	31	28	16	18	8	1									
10	Число действительных избирательных бюллетеней	8033	398	73	21	73	112	381	134	66	151	11	216	48	127	157	83	38	99	454	72	107	107	308	34	85	139	40	368	105	422	45	124	43	50	739	920	1164	328	89	53	49									
