Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Чистопольская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862	УИК №2863	УИК №2864	УИК №2865	УИК №2866	УИК №2867	УИК №2868	УИК №2869	УИК №2870	УИК №2871	УИК №2872	УИК №2873					
1	"Число избирателей, внесенных в списки избирателей"	15239	742	118	290	371	241	286	107	580	475	227	503	668	511	561	394	246	121	153	366	182	303	239	367	286	586	110	490	205	255	482	216	524	104	111	421	509	168	482	592	452	666	529					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15271	745	115	291	368	241	287	108	579	475	225	513	664	517	556	395	245	123	154	370	185	302	240	366	287	587	111	496	203	253	481	215	530	104	107	436	509	153	479	588	462	676	530					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13807	698	115	262	346	197	260	101	562	444	205	448	563	445	527	381	238	118	129	312	175	285	223	345	280	528	110	449	192	237	410	204	467	91	97	389	480	141	437	524	374	595	423					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	997	31	0	25	18	39	24	6	10	22	20	40	67	51	23	9	7	3	20	49	6	13	16	12	6	58	0	33	11	6	61	6	55	13	10	25	29	12	17	21	40	43	40					
6	Число погашенных избирательных бюллетеней	467	16	0	4	4	5	3	1	7	9	0	25	34	21	6	5	0	2	5	9	4	4	1	9	1	1	1	14	0	10	10	5	8	0	0	22	0	0	25	43	48	38	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	997	31	0	25	18	39	24	6	10	22	20	40	67	51	23	9	7	3	20	49	6	13	16	12	6	58	0	33	11	6	61	6	55	13	10	25	29	12	17	21	40	43	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13807	698	115	262	346	197	260	101	562	444	205	448	563	445	527	381	238	118	129	312	175	285	223	345	280	528	110	449	192	237	410	204	467	91	97	389	480	141	437	524	374	595	423					
9	Число недействительных избирательных бюллетеней	62	0	0	0	0	0	0	0	0	0	0	6	7	1	0	3	7	0	1	2	0	3	0	5	0	6	2	4	3	0	0	0	2	0	0	1	3	2	2	0	0	0	2					
10	Число действительных избирательных бюллетеней	14742	729	115	287	364	236	284	107	572	466	225	482	623	495	550	387	238	121	148	359	181	295	239	352	286	580	108	478	200	243	471	210	520	104	107	413	506	151	452	545	414	638	461					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	15	4	5	9	6	5	1	3	5	10	15	15	15	15	10	5	4	5	10	5	10	5	10	5	15	4	20	5	5	15	5	15	4	4	25	15	5	10	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	217	7	0	5	0	6	1	0	0	0	1	14	12	11	7	0	0	1	1	7	0	1	3	5	2	3	2	19	0	2	6	0	10	4	2	25	10	0	8	6	15	15	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	180	3	4	4	4	4	1	0	2	0	11	2	2	4	8	1	1	20	1	6	2	1	1	5	2	18	2	8	5	2	1	2	3	9	3	8	7	13	1	0	3	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	182	8	4	0	9	0	4	1	3	5	9	1	3	4	8	10	5	3	4	3	5	9	2	5	3	12	2	1	5	3	9	5	5	0	2	0	5	5	2	9	0	0	9					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	92	3	1	0	0	1	0	0	6	4	0	6	8	2	3	2	0	0	2	3	0	0	0	13	0	1	0	4	2	2	4	2	1	2	0	4	0	0	1	10	0	2	3					
		0.62%	0.41%	0.87%	0.00%	0.00%	0.42%	0.00%	0.00%	1.05%	0.86%	0.00%	1.23%	1.27%	0.40%	0.55%	0.51%	0.00%	0.00%	1.34%	0.83%	0.00%	0.00%	0.00%	3.64%	0.00%	0.17%	0.00%	0.83%	0.99%	0.82%	0.85%	0.95%	0.19%	1.92%	0.00%	0.97%	0.00%	0.00%	0.22%	1.83%	0.00%	0.31%	0.65%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	0	0	0	0	0	0	0	0	2	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	2	3	0	3	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.44%	0.20%	0.32%	0.20%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.21%	0.49%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.55%	0.00%	0.47%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	2	0	0	0	0					
		0.07%	0.00%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.19%	0.00%	0.00%	0.48%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	335	5	6	0	2	6	2	4	17	3	2	21	13	29	7	12	5	2	1	6	5	5	10	14	2	18	0	4	4	3	6	2	13	4	5	2	3	3	18	13	28	8	22					
		2.26%	0.69%	5.22%	0.00%	0.55%	2.54%	0.70%	3.74%	2.97%	0.64%	0.89%	4.30%	2.06%	5.85%	1.27%	3.08%	2.04%	1.65%	0.67%	1.66%	2.76%	1.68%	4.18%	3.92%	0.70%	3.07%	0.00%	0.83%	1.97%	1.23%	1.27%	0.95%	2.49%	3.85%	4.67%	0.48%	0.59%	1.96%	3.96%	2.39%	6.76%	1.25%	4.75%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	1	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	2	0	2	1					
		0.12%	0.14%	0.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.20%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.37%	0.00%	0.31%	0.22%					
23	6.Политическая партия «Партия социальной справедливости»	13	0	0	0	0	2	0	0	0	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.21%	0.00%	0.20%	0.63%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.22%					
24	7.Политическая партия «Либерально-демократическая партия России»	188	0	4	12	2	8	1	0	5	3	0	2	16	1	2	0	4	0	1	6	1	5	0	3	0	2	0	3	2	0	4	0	2	0	0	5	3	2	4	16	37	11	21					
		1.27%	0.00%	3.48%	4.18%	0.55%	3.39%	0.35%	0.00%	0.87%	0.64%	0.00%	0.41%	2.54%	0.20%	0.36%	0.00%	1.63%	0.00%	0.67%	1.66%	0.55%	1.68%	0.00%	0.84%	0.00%	0.34%	0.00%	0.62%	0.99%	0.00%	0.85%	0.00%	0.38%	0.00%	0.00%	1.21%	0.59%	1.31%	0.88%	2.94%	8.94%	1.72%	4.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	177	2	2	0	0	2	3	2	7	2	0	10	25	9	0	0	5	1	2	1	0	0	0	3	1	2	1	5	4	3	5	0	3	0	1	3	7	0	5	24	15	3	19					
		1.20%	0.27%	1.74%	0.00%	0.00%	0.85%	1.06%	1.87%	1.22%	0.43%	0.00%	2.05%	3.97%	1.81%	0.00%	0.00%	2.04%	0.83%	1.34%	0.28%	0.00%	0.00%	0.00%	0.84%	0.35%	0.34%	0.91%	1.04%	1.97%	1.23%	1.06%	0.00%	0.57%	0.00%	0.93%	0.72%	1.38%	0.00%	1.10%	4.40%	3.62%	0.47%	4.10%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	19	1	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	2	0	0	4	1					
		0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.63%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.21%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.48%	0.00%	0.00%	0.44%	0.00%	0.00%	0.63%	0.22%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13837	717	97	275	360	217	278	101	529	450	222	439	547	448	533	373	224	118	142	343	175	285	229	319	283	554	103	456	187	232	450	206	498	98	101	393	493	146	412	476	334	603	391					
		93.47%	98.35%	84.35%	95.82%	98.90%	91.95%	97.89%	94.39%	92.48%	96.57%	98.67%	89.96%	86.83%	90.32%	96.91%	95.64%	91.43%	97.52%	95.30%	95.01%	96.69%	95.64%	95.82%	89.36%	98.95%	94.54%	93.64%	94.61%	92.12%	95.47%	95.54%	98.10%	95.40%	94.23%	94.39%	94.93%	96.86%	95.42%	90.75%	87.34%	80.68%	94.51%	84.45%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	33	0	3	0	0	0	0	0	8	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1	2	0	0	0	0	1	0	0	2	1	0	2	2					
		0.22%	0.00%	2.61%	0.00%	0.00%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.41%	0.32%	0.20%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	2.73%	0.21%	0.00%	0.41%	0.42%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.44%	0.18%	0.00%	0.31%	0.43%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
