Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																										
Дата голосования: 02.12.2007																																																										
																																																										
Наименование Избирательной комиссии:    Ртищевская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799					
1	"Число избирателей, внесенных в списки избирателей"	49115	449	1541	1730	2168	1953	1670	1835	1900	1002	1391	2357	2213	2500	1695	2547	1898	2107	2198	255	1507	621	867	163	529	160	840	370	340	278	398	221	242	429	836	482	332	281	368	399	205	314	920	537	519	757	339	442	313	1038	349	310					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47863	434	1503	1666	2082	1919	1642	1813	1844	986	1387	2297	2161	2432	1635	2485	1841	2042	2116	257	1480	602	844	145	480	154	797	336	340	275	392	216	222	437	850	475	330	278	365	399	207	307	881	544	503	741	336	445	307	1005	323	305					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24049	162	747	697	933	906	683	744	735	487	612	1179	1064	1169	774	1141	936	950	966	167	912	271	404	91	296	81	379	140	224	218	277	133	104	352	393	212	217	219	239	199	146	150	702	322	309	411	303	259	174	520	193	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3550	33	47	59	69	47	70	32	115	29	56	74	78	84	66	83	53	35	62	88	8	145	122	19	98	44	113	115	60	55	64	56	83	56	269	115	98	44	58	63	22	51	60	117	89	36	21	62	50	64	58	55					
6	Число погашенных избирательных бюллетеней	20264	239	709	910	1080	966	889	1037	994	470	719	1044	1019	1179	795	1261	852	1057	1088	2	560	186	318	35	86	29	305	81	56	2	51	27	35	29	188	148	15	15	68	137	39	106	119	105	105	294	12	124	83	421	72	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3550	33	47	59	69	47	70	32	115	29	56	74	78	84	66	83	53	35	62	88	8	145	122	19	98	44	113	115	60	55	64	56	83	56	269	115	98	44	58	63	22	51	60	117	89	36	21	62	50	64	58	55					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24047	162	747	697	933	906	683	744	735	487	612	1179	1064	1169	774	1141	936	950	966	167	912	271	403	91	296	81	379	140	224	218	277	133	104	352	393	212	217	219	239	199	146	150	702	322	309	411	303	259	174	519	193	147					
9	Число недействительных избирательных бюллетеней	396	7	3	14	15	17	9	18	9	0	8	10	17	20	21	18	8	14	6	2	15	5	7	5	1	1	14	5	0	2	6	2	1	3	0	8	1	4	1	5	9	13	10	6	15	2	0	1	4	20	2	12					
10	Число действительных избирательных бюллетеней	27201	188	791	742	987	936	744	758	841	516	660	1243	1125	1233	819	1206	981	971	1022	253	905	411	518	105	393	124	478	250	284	271	335	187	186	405	662	319	314	259	296	257	159	188	752	433	383	445	324	320	220	563	249	190					
