Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																	
Дата голосования: 07.12.2003 0:00:00																																																	
																																																	
Наименование Избирательной комиссии:    Усть-Кутская городская																																																	
																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																	
																																																	
		Сумма	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400					
1	"Число избирателей, внесенных в списки"	45788	129	85	70	99	128	35	150	1022	1649	1768	353	1043	1096	1194	823	839	1928	2065	2553	613	1376	1685	1187	1152	1649	1503	2133	2023	2215	598	1278	1596	1816	1922	1620	837	300	127	1003	458	921	747					
2	"Число бюллетеней, полученных участковыми комиссиями"	42900	131	86	70	97	130	43	146	970	1570	1630	262	997	985	1105	783	780	1796	1850	2420	598	1246	1563	1145	1083	1553	1391	1947	1899	2033	547	1200	1477	1859	1880	1532	801	273	128	924	417	873	680					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17950	126	68	66	79	45	18	89	406	851	596	205	334	363	328	292	234	817	772	1001	264	388	590	530	458	768	568	692	923	864	263	510	533	646	745	675	280	134	25	437	159	456	352					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	737	0	0	0	4	0	0	0	15	35	44	6	5	25	43	24	17	16	28	30	40	36	31	26	15	12	31	73	15	16	2	7	21	8	10	17	54	0	0	15	11	0	5					
6	Число погашенных бюллетеней	24213	5	18	4	14	85	25	57	549	684	990	51	658	597	734	467	529	963	1050	1389	294	822	942	589	610	773	792	1182	961	1153	282	683	923	1205	1125	840	467	139	103	472	247	417	323					
7	Число бюллетеней в переносных ящиках для голосования	737	0	0	0	4	0	0	0	15	35	44	6	5	25	43	24	17	16	28	30	40	36	31	26	15	12	31	73	15	16	2	7	21	8	10	17	54	0	0	15	11	0	5					
8	Число бюллетеней в стационарных ящиках для голосования	17946	126	68	66	79	45	18	89	406	851	596	205	334	362	328	292	234	817	772	1001	264	387	590	530	458	768	568	692	922	864	263	510	533	646	745	674	280	134	25	437	159	456	352					
9	Число недействительных бюллетеней	192	2	0	0	3	3	0	3	8	4	3	0	1	0	5	0	3	14	11	10	8	7	4	9	12	4	6	5	4	13	1	3	3	6	5	4	12	0	0	5	0	9	2					
10	Число действительных бюллетеней	18491	124	68	66	80	42	18	86	413	882	637	211	338	387	366	316	248	819	789	1021	296	416	617	547	461	776	593	760	933	867	264	514	551	648	750	687	322	134	25	447	170	447	355					
