Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Вышневолоцкая																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19760	770	461	791	261	416	804	361	1364	142	251	206	281	251	187	1031	319	289	314	107	374	277	473	1168	562	237	335	1206	205	716	301	202	998	1261	403	1191	1245									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16745	650	350	650	200	350	650	300	1150	120	200	150	250	200	150	900	250	250	250	100	390	260	475	1000	500	200	300	1000	150	700	250	150	900	1000	350	1000	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7540	302	201	318	56	149	232	87	617	48	128	93	83	112	57	307	102	117	93	39	211	125	265	516	267	155	122	365	63	283	113	86	369	446	131	452	430									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1652	38	34	10	47	47	104	50	54	57	9	19	60	35	13	162	43	37	34	22	122	85	69	104	53	16	17	21	65	31	23	9	75	13	11	21	42									
6	Число погашенных избирательных бюллетеней	7553	310	115	322	97	154	314	163	479	15	63	38	107	53	80	431	105	96	123	39	57	50	141	380	180	29	161	614	22	386	114	55	456	541	208	527	528									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1652	38	34	10	47	47	104	50	54	57	9	19	60	35	13	162	43	37	34	22	122	85	69	104	53	16	17	21	65	31	23	9	75	13	11	21	42									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7537	302	201	318	56	149	232	87	615	48	128	93	83	112	57	307	102	117	93	39	211	125	265	516	267	155	122	365	63	282	113	86	369	446	131	452	430									
9	Число недействительных избирательных бюллетеней	164	5	0	13	0	2	0	1	21	1	0	1	0	2	0	2	2	0	0	3	8	0	2	20	2	0	0	8	0	6	4	1	7	19	5	17	12									
10	Число действительных избирательных бюллетеней	9025	335	235	315	103	194	336	136	648	104	137	111	143	145	70	467	143	154	127	58	325	210	332	600	318	171	139	378	128	307	132	94	437	440	137	456	460									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	350	15	3	7	10	15	5	2	15	2	20	2	2	2	2	10	6	20	2	2	20	13	5	30	15	2	2	20	2	20	2	2	10	15	5	15	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	272	12	1	3	10	15	2	2	12	2	6	1	2	2	0	10	6	20	1	0	20	13	5	30	15	2	2	16	1	14	1	1	5	11	2	11	16									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	213	7	1	17	2	2	2	3	38	13	3	4	2	0	1	3	2	9	2	3	5	1	3	3	2	4	3	1	10	14	3	6	30	2	3	0	9									
14	Число погашенных неиспользованных открепительных удостоверений	78	3	2	4	0	0	3	0	3	0	14	1	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	4	1	6	1	1	5	4	3	4	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	1	1	2	1	1	0	0	3	0	0	0	0	0	0	4	0	1	0	0	0	0	2	0	2	0	1	2	1	3	1	0	4	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	105	4	2	9	0	2	3	1	9	0	0	3	1	2	0	3	5	1	2	2	0	0	1	9	8	1	2	9	0	2	8	2	4	1	1	4	4									
		1.14%	1.18%	0.85%	2.74%	0.00%	1.02%	0.89%	0.73%	1.35%	0.00%	0.00%	2.68%	0.70%	1.36%	0.00%	0.64%	3.45%	0.65%	1.57%	3.28%	0.00%	0.00%	0.30%	1.45%	2.50%	0.58%	1.44%	2.33%	0.00%	0.64%	5.88%	2.11%	0.90%	0.22%	0.70%	0.85%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	208	18	6	7	2	2	7	2	18	1	1	1	1	3	2	7	2	4	3	2	0	0	7	21	4	3	8	9	2	10	1	1	9	15	3	15	11									
