Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Нефтеюганская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188					
1	"Число избирателей, внесенных в список избирателей"	29434	291	695	1465	1008	2630	2437	1266	1664	1882	641	646	1462	236	254	651	1906	86	2217	1390	993	1433	97	2657	272	669	486					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27478	309	840	1200	1200	2251	2341	920	1420	1340	936	704	1100	244	284	940	1952	96	2257	1520	760	1090	140	2206	254	571	603					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6573	0	0	0	0	1181	1515	0	0	0	0	0	0	0	0	0	1249	0	1617	0	0	0	0	1011	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17429	254	530	943	985	1048	748	869	1329	1162	632	480	1048	213	224	539	583	86	470	1260	720	1023	97	1096	229	486	375					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	380	5	56	7	22	15	3	9	16	8	9	6	5	1	6	8	0	0	18	96	34	16	0	21	6	3	10					
6	Число погашенных избирательных бюллетеней	3096	50	254	250	193	7	75	42	75	170	295	218	47	30	54	393	120	10	152	164	6	51	43	78	19	82	218					
7	Число избирательных бюллетеней в переносных ящиках для голосования	6932	5	56	7	22	1196	1518	9	16	8	9	6	5	1	6	8	1249	0	1635	96	34	16	0	1011	6	3	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17418	254	530	943	985	1048	748	869	1329	1162	626	480	1043	213	224	539	583	86	470	1260	720	1023	97	1096	229	486	375					
9	Число недействительных избирательных бюллетеней	434	4	8	22	14	13	74	15	34	21	9	9	24	4	1	4	55	0	22	21	11	12	0	46	4	2	5					
10	Число действительных избирательных бюллетеней	23916	255	578	928	993	2231	2192	863	1311	1149	626	477	1024	210	229	543	1777	86	2083	1335	743	1027	97	2061	231	487	380					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1212	20	40	70	70	70	70	70	80	80	40	30	65	15	20	40	30	12	30	70	50	70	10	80	20	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	729	18	12	46	46	46	35	36	55	36	20	19	44	15	20	15	30	12	23	43	25	42	0	20	20	21	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1852	30	14	9	7	151	300	36	11	23	16	5	7	30	17	15	270	12	691	92	13	10	7	69	6	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	483	2	28	24	24	24	35	34	25	44	20	11	21	0	0	25	0	0	7	27	25	28	10	60	0	9	0					
