Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																															
Дата голосования: 02.12.2007																															
																															
Наименование Избирательной комиссии:    Нефтеюганская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174					
1	"Число избирателей, внесенных в списки избирателей"	23873	337	1757	924	1110	2385	1881	2120	2152	1175	202	251	422	413	714	132	540	1564	999	1555	160	1651	287	622	520					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26250	370	2040	970	1204	2650	2100	2375	2275	1160	230	287	452	460	658	132	618	1900	1100	1690	196	1750	303	730	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18373	316	1359	697	809	1857	1422	1529	1531	816	171	224	316	312	584	124	478	1290	785	1169	155	1168	239	572	450					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	254	7	12	3	25	13	3	9	2	40	4	1	2	3	0	0	16	44	8	15	0	33	0	8	6					
6	Число погашенных избирательных бюллетеней	7623	47	669	270	370	780	675	837	742	304	55	62	134	145	74	8	124	566	307	506	41	549	64	150	144					
7	Число избирательных бюллетеней в переносных ящиках для голосования	254	7	12	3	25	13	3	9	2	40	4	1	2	3	0	0	16	44	8	15	0	33	0	8	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18360	316	1359	697	809	1844	1422	1529	1531	816	171	224	316	312	584	124	478	1290	785	1169	155	1168	239	572	450					
9	Число недействительных избирательных бюллетеней	229	14	17	9	16	15	23	29	18	10	4	3	2	3	9	0	3	12	3	12	1	15	0	6	5					
10	Число действительных избирательных бюллетеней	18385	309	1354	691	818	1842	1402	1509	1515	846	171	222	316	312	575	124	491	1322	790	1172	154	1186	239	574	451					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	971	20	85	50	40	125	80	75	90	45	15	30	40	30	20	15	20	26	35	40	0	32	13	30	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	730	12	51	28	22	82	61	65	66	30	15	25	35	25	17	15	12	23	33	39	0	17	12	30	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	373	46	12	12	5	13	36	6	20	1	4	9	2	10	89	19	5	6	10	20	0	31	2	11	4					
14	Число погашенных неиспользованных открепительных удостоверений	241	8	34	22	18	43	19	10	24	15	0	5	5	5	3	0	8	3	2	1	0	15	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	1	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	1.Политическая партия «Аграрная партия России»	340	3	29	23	21	40	33	28	23	19	2	4	9	5	5	4	11	13	14	14	0	20	4	9	7					
		1.83%	0.93%	2.12%	3.29%	2.52%	2.15%	2.32%	1.82%	1.50%	2.22%	1.14%	1.78%	2.83%	1.59%	0.86%	3.23%	2.23%	0.97%	1.77%	1.18%	0.00%	1.67%	1.67%	1.55%	1.54%					
