Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Бакчарская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №381	УИК №382	УИК №383	УИК №384	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №409									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9825	580	75	340	117	690	841	542	543	644	505	552	479	91	382	406	257	105	245	71	106	427	97	556	356	586	179	53									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9139	540	78	310	123	650	750	500	500	600	450	500	450	105	350	360	230	109	240	71	113	380	95	510	330	550	180	65									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3709	221	35	151	62	247	332	183	186	280	135	201	162	53	199	190	102	37	93	37	19	183	45	166	132	159	74	25									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	391	17	1	21	5	21	21	25	18	41	6	6	16	8	13	0	8	5	5	0	2	24	1	60	13	49	5	0									
6	Число погашенных избирательных бюллетеней	5039	302	42	138	56	382	397	292	296	279	309	293	272	44	138	170	120	67	142	34	92	173	49	284	185	342	101	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	391	17	1	21	5	21	21	25	18	41	6	6	16	8	13	0	8	5	5	0	2	24	1	60	13	49	5	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3709	221	35	151	62	247	332	183	186	280	135	201	162	53	199	190	102	37	93	37	19	183	45	166	132	159	74	25									
9	Число недействительных избирательных бюллетеней	119	5	2	5	2	12	10	6	6	9	1	6	5	0	1	7	3	2	1	0	2	6	1	8	8	7	4	0									
10	Число действительных избирательных бюллетеней	3981	233	34	167	65	256	343	202	198	312	140	201	173	61	211	183	107	40	97	37	19	201	45	218	137	201	75	25									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	20	5	10	5	15	15	15	10	15	15	15	10	6	11	10	10	5	10	5	9	15	5	10	10	10	9	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	86	12	0	0	0	7	2	5	2	10	1	0	3	6	11	0	3	0	10	0	0	1	0	3	0	3	2	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	24	1	1	0	0	2	2	2	0	0	1	1	1	0	3	1	1	1	1	1	0	0	1	1	0	1	2	0									
14	Число погашенных неиспользованных открепительных удостоверений	194	8	5	10	5	8	13	10	8	5	14	15	7	0	0	10	7	5	0	5	9	14	5	7	10	7	7	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	2	0	1	2	3	6	3	0	2	1	3	3	0	0	1	1	0	0	0	0	2	2	0	0	2	3	0									
		0.90%	0.84%	0.00%	0.58%	2.99%	1.12%	1.70%	1.44%	0.00%	0.62%	0.71%	1.45%	1.69%	0.00%	0.00%	0.53%	0.91%	0.00%	0.00%	0.00%	0.00%	0.97%	4.35%	0.00%	0.00%	0.96%	3.80%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	139	10	1	9	2	6	12	8	3	10	9	7	9	6	6	3	4	1	3	0	0	5	1	10	8	5	1	0									
		3.39%	4.20%	2.78%	5.23%	2.99%	2.24%	3.40%	3.85%	1.47%	3.12%	6.38%	3.38%	5.06%	9.84%	2.83%	1.58%	3.64%	2.38%	3.06%	0.00%	0.00%	2.42%	2.17%	4.42%	5.52%	2.40%	1.27%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	84	3	0	0	0	4	16	3	8	2	4	7	1	0	6	3	2	0	0	0	1	9	0	2	6	6	1	0									
		2.05%	1.26%	0.00%	0.00%	0.00%	1.49%	4.53%	1.44%	3.92%	0.62%	2.84%	3.38%	0.56%	0.00%	2.83%	1.58%	1.82%	0.00%	0.00%	0.00%	4.76%	4.35%	0.00%	0.88%	4.14%	2.88%	1.27%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2032	119	23	84	36	114	150	119	95	161	78	88	79	28	124	119	56	31	62	14	11	114	17	115	61	86	40	8									
		49.56%	50.00%	63.89%	48.84%	53.73%	42.54%	42.49%	57.21%	46.57%	50.16%	55.32%	42.51%	44.38%	45.90%	58.49%	62.63%	50.91%	73.81%	63.27%	37.84%	52.38%	55.07%	36.96%	50.88%	42.07%	41.35%	50.63%	32.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	1	0	1	0	3	1	0	2	5	1	1	1	0	0	0	3	0	1	0	0	0	0	0	0	2	1	0									
