Выборы Президента Российской Федерации																																									
																																									
"Наименование Избирательной комиссии:    Сочи, Хостинская"																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №4501	УИК №4502	УИК №4503	УИК №4504	УИК №4505	УИК №4506	УИК №4507	УИК №4508	УИК №4509	УИК №4510	УИК №4511	УИК №4512	УИК №4513	УИК №4514	УИК №4515	УИК №4516	УИК №4517	УИК №4518	УИК №4519	УИК №4520	УИК №4521	УИК №4522	УИК №4523	УИК №4524	УИК №4525	УИК №4526	УИК №4527	УИК №4528	УИК №4529	УИК №4530	УИК №4531	УИК №4532	УИК №4533	УИК №4534					
1	"Число избирателей, внесенных в список"	51977	1262	1054	1884	1552	1025	1184	963	1728	2242	1533	1819	1009	2637	2671	2164	974	1098	1726	1905	995	2434	980	912	2216	773	479	1634	1668	1532	638	2480	2147	2407	252					
2	Число полученных избирательных бюллетеней	49700	1250	1000	1750	1600	1150	1170	970	1650	2250	1450	1650	970	2500	2450	2050	950	900	1600	1850	950	2400	870	850	2050	670	400	1500	1600	1500	600	2500	2050	2350	250					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	30741	892	607	1150	907	544	658	505	986	1044	839	1014	537	1630	1608	1291	580	680	953	1048	488	1335	546	536	1271	522	235	1127	1129	988	457	1674	1237	1538	185					
5	"Число избирательных бюллетеней, выданных вне помещения"	1733	0	31	0	51	126	50	63	52	270	33	39	77	35	33	54	26	20	51	132	35	24	20	24	88	9	37	76	34	58	60	62	15	45	3					
6	Число погашенных избирательных бюллетеней	17226	358	362	600	642	480	462	402	612	936	578	597	356	835	809	705	344	200	596	670	427	1041	304	290	691	139	128	297	437	454	83	764	798	767	62					
7	Число избирательных бюллетеней в переносных ящиках	1733	0	31	0	51	126	50	63	52	270	33	39	77	35	33	54	26	20	51	132	35	24	20	24	88	9	37	76	34	58	60	62	15	45	3					
8	Число бюллетеней в стационарных ящиках для голосования	30698	892	607	1109	907	544	658	505	986	1044	839	1014	537	1630	1606	1291	580	680	953	1048	488	1335	546	536	1271	522	235	1127	1129	988	457	1674	1237	1538	185					
9	Число недействительных избирательных бюллетеней	293	2	8	10	8	3	6	14	3	27	5	2	8	8	15	29	18	3	9	4	0	8	4	0	1	0	2	5	25	3	16	30	3	13	1					
10	Число действительных избирательных бюллетеней	32138	890	630	1099	950	667	702	554	1035	1287	867	1051	606	1657	1624	1316	588	697	995	1176	523	1351	562	560	1358	531	270	1198	1138	1043	501	1706	1249	1570	187					
11	Число полученных открепительных  удостоверений	460	10	10	10	10	10	10	10	10	10	10	30	10	20	20	20	10	10	10	20	10	20	10	10	10	10	10	10	10	20	10	30	20	20	10					
12	Число выданных открепительных удостоверений	241	0	1	1	7	6	0	0	5	8	8	10	6	13	12	11	5	2	7	20	4	16	2	2	5	3	2	8	6	10	6	20	20	15	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	581	2	2	4	6	0	7	0	7	12	39	14	35	7	5	9	8	111	36	24	2	6	28	2	34	69	37	28	8	7	8	6	8	10	0					
14	Число неиспользованных открепительных удостоверений	219	10	9	9	3	4	10	10	5	2	2	20	4	7	8	9	5	8	3	0	6	4	8	8	5	7	8	2	4	10	4	10	0	5	10					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	. Глазьев Сергей Юрьевич	1617	15	13	18	22	21	27	6	83	51	65	70	24	92	117	94	46	52	54	40	16	61	20	11	70	39	9	64	83	71	19	99	42	102	1					
