Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Окуловская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374					
1	"Число избирателей, внесенных в список"	25254	1795	2636	1023	1407	2527	1823	984	384	97	378	155	1339	195	168	187	182	202	1774	1213	379	1408	446	619	513	373	149	701	2197					
2	Число полученных избирательных бюллетеней	25168	1789	2634	1015	1408	2541	1823	962	375	100	368	159	1299	189	165	185	179	190	1786	1215	370	1422	449	623	500	370	147	701	2204					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12095	774	1239	365	571	1181	578	413	175	46	211	76	805	91	119	110	107	142	801	597	273	882	231	323	252	239	97	302	1095					
5	"Число избирательных бюллетеней, выданных вне помещения"	872	18	22	49	40	15	44	15	42	17	14	28	7	36	4	41	16	15	42	26	50	35	44	44	73	43	11	50	31					
6	Число погашенных избирательных бюллетеней	12201	997	1373	601	797	1345	1201	534	158	37	143	55	487	62	42	34	56	33	943	592	47	505	174	256	175	88	39	349	1078					
7	Число избирательных бюллетеней в переносных ящиках	872	18	22	49	40	15	44	15	42	17	14	28	7	36	4	41	16	15	42	26	50	35	44	44	73	43	11	50	31					
8	Число бюллетеней в стационарных ящиках для голосования	12095	774	1239	365	571	1181	578	413	175	46	211	76	805	91	119	110	107	142	801	597	273	882	231	323	252	239	97	302	1095					
9	Число недействительных избирательных бюллетеней	88	7	7	1	6	7	5	1	0	0	4	0	7	0	0	1	0	1	6	5	0	17	1	4	1	2	1	0	4					
10	Число действительных избирательных бюллетеней	12879	785	1254	413	605	1189	617	427	217	63	221	104	805	127	123	150	123	156	837	618	323	900	274	363	324	280	107	352	1122					
11	Число полученных открепительных  удостоверений	384	19	30	20	20	30	20	15	10	10	10	10	20	10	10	10	10	10	20	20	10	20	10	10	5	5	5	5	10					
12	Число выданных открепительных удостоверений	67	14	3	1	2	7	2	3	1	0	0	3	8	0	1	0	0	6	4	2	2	3	0	2	0	0	0	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	126	14	6	2	2	5	4	2	3	0	0	0	15	6	6	5	4	4	2	6	1	1	1	1	17	2	0	12	5					
14	Число неиспользованных открепительных удостоверений	317	5	27	19	18	23	18	12	9	10	10	7	12	10	9	10	10	4	16	18	8	17	10	8	5	5	5	5	7					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	371	25	49	7	12	61	19	10	2	2	11	5	21	1	2	3	2	3	18	25	10	23	3	7	8	4	4	11	23					
		2.86%	3.16%	3.89%	1.69%	1.96%	5.10%	3.05%	2.34%	0.92%	3.17%	4.89%	4.81%	2.59%	0.79%	1.63%	1.99%	1.63%	1.91%	2.14%	4.01%	3.10%	2.51%	1.09%	1.91%	2.46%	1.42%	3.70%	3.12%	2.04%					
