Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Углегорская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239					
1	"Число избирателей, внесенных в список"	23434	916	395	472	132	629	1158	1068	2089	1445	1858	202	365	2274	2011	1744	1631	1071	316	1202	233	193	785	286	372	405	182					
2	Число полученных избирательных бюллетеней	23457	950	390	500	148	620	1160	1000	2060	1440	1850	210	380	2220	2020	1740	1610	1060	310	1200	230	196	850	280	380	470	183					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11078	423	261	351	108	193	459	429	884	617	834	71	184	905	968	821	886	493	116	597	133	128	416	149	222	295	135					
5	"Число избирательных бюллетеней, выданных вне помещения"	672	36	4	28	0	38	41	17	36	20	30	16	26	49	47	50	42	17	49	19	13	0	33	14	26	15	6					
6	Число погашенных избирательных бюллетеней	11707	491	125	121	40	389	660	554	1140	803	986	123	170	1266	1005	869	682	550	145	584	84	68	401	117	132	160	42					
7	Число избирательных бюллетеней в переносных ящиках	672	36	4	28	0	38	41	17	36	20	30	16	26	49	47	50	42	17	49	19	13	0	33	14	26	15	6					
8	Число бюллетеней в стационарных ящиках для голосования	11077	423	261	351	108	193	459	429	884	617	834	71	183	905	968	821	886	493	116	597	133	128	416	149	222	295	135					
9	Число недействительных избирательных бюллетеней	80	3	2	0	1	3	6	2	7	7	2	0	0	10	12	7	0	1	1	7	0	0	4	1	2	2	0					
10	Число действительных избирательных бюллетеней	11669	456	263	379	107	228	494	444	913	630	862	87	209	944	1003	864	928	509	164	609	146	128	445	162	246	308	141					
