Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Бавлинская городская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035					
1	"Число избирателей, внесенных в списки"	15825	704	666	896	941	800	625	836	1125	875	688	1247	1096	934	1133	1101	1076	1025	57					
2	"Число бюллетеней, полученных участковыми комиссиями"	15760	851	814	844	886	745	654	811	1041	825	664	1205	990	970	1193	1163	1033	1014	57					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13684	691	651	700	759	657	513	756	1008	794	571	905	940	915	1123	1041	828	775	57					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	545	13	15	17	34	35	33	29	19	6	15	82	19	19	10	58	49	92	0					
6	Число погашенных бюллетеней	1530	147	148	127	93	53	108	26	14	25	78	218	31	36	60	64	155	147	0					
7	Число бюллетеней в переносных ящиках для голосования	545	13	15	17	34	35	33	29	19	6	15	82	19	19	10	58	49	92	0					
8	Число бюллетеней в стационарных ящиках для голосования	13658	691	651	698	759	657	513	756	989	794	571	905	935	915	1123	1041	828	775	57					
9	Число недействительных бюллетеней	318	17	5	13	13	13	10	7	14	107	5	16	0	7	5	67	16	3	0					
10	Число действительных бюллетеней	13885	687	661	702	780	679	536	778	994	693	581	971	954	927	1128	1032	861	864	57					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	195	11	10	5	10	12	10	11	14	12	10	15	15	11	16	12	10	11	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	187	11	10	5	9	12	9	11	13	12	9	12	15	11	16	11	10	11	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	3	23	7	5	4	3	6	6	5	3	6	12	2	0	7	0	6	26					
14	Число погашенных открепительных удостоверений	8	0	0	0	1	0	1	0	1	0	1	3	0	0	0	1	0	0	0					
15	Число открепительных удостоверений выданных ТИК	5	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	136	3	8	8	9	6	3	1	11	0	5	14	2	15	9	15	12	14	1					
		0.95%	0.42%	1.20%	1.11%	1.13%	0.86%	0.54%	0.12%	1.09%	0.0%	0.85%	1.41%	0.20%	1.60%	0.79%	1.36%	1.36%	1.61%	1.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	143	5	4	8	9	8	11	6	10	1	11	9	6	14	20	8	3	10	0					
		1.00%	0.71%	0.60%	1.11%	1.13%	1.15%	2.01%	0.76%	0.99%	0.12%	1.87%	0.91%	0.62%	1.49%	1.76%	0.72%	0.34%	1.15%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	208	24	12	10	19	20	13	8	12	3	8	18	0	16	4	12	13	14	2					
		1.46%	3.40%	1.80%	1.39%	2.39%	2.89%	2.38%	1.01%	1.19%	0.37%	1.36%	1.82%	0.0%	1.71%	0.35%	1.09%	1.48%	1.61%	3.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	191	10	7	10	13	20	11	7	22	1	10	19	8	7	9	13	7	16	1					
		1.34%	1.42%	1.05%	1.39%	1.63%	2.89%	2.01%	0.89%	2.18%	0.12%	1.70%	1.92%	0.83%	0.74%	0.79%	1.18%	0.79%	1.84%	1.75%					
22	"5. ""За Русь Святую"""	35	5	1	4	4	2	3	1	0	0	2	3	0	0	6	3	0	1	0					
		0.24%	0.71%	0.15%	0.55%	0.50%	0.28%	0.54%	0.12%	0.0%	0.0%	0.34%	0.30%	0.0%	0.0%	0.52%	0.27%	0.0%	0.11%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	27	1	0	1	2	0	1	1	3	0	1	4	2	5	1	2	2	1	0					
		0.19%	0.14%	0.0%	0.13%	0.25%	0.0%	0.18%	0.12%	0.29%	0.0%	0.17%	0.40%	0.20%	0.53%	0.08%	0.18%	0.22%	0.11%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	65	4	3	4	7	4	4	1	0	2	4	6	2	10	3	0	4	7	0					
		0.45%	0.56%	0.45%	0.55%	0.88%	0.57%	0.73%	0.12%	0.0%	0.25%	0.68%	0.60%	0.20%	1.07%	0.26%	0.0%	0.45%	0.80%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	0	0	1	0	0	0	0	0	7	0	0	1	1	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	3	1	1	1	0	1	1	15	0	4	2	3	2	1	2	1	1	0					
		0.27%	0.42%	0.15%	0.13%	0.12%	0.0%	0.18%	0.12%	1.48%	0.0%	0.68%	0.20%	0.31%	0.21%	0.08%	0.18%	0.11%	0.11%	0.0%					
27	"10. ""Аграрная партия России"""	130	9	9	6	9	3	6	2	1	0	8	18	10	3	17	10	6	12	1					
		0.91%	1.27%	1.35%	0.83%	1.13%	0.43%	1.09%	0.25%	0.09%	0.0%	1.36%	1.82%	1.04%	0.32%	1.50%	0.90%	0.68%	1.38%	1.75%					
28	"11. ""Истинные патриоты России"""	30	1	0	3	1	0	0	0	8	0	2	3	4	0	3	1	0	4	0					
