Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Большемурашкинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294					
1	"Число избирателей, внесенных в списки избирателей"	9479	1048	629	651	1097	714	802	513	823	84	143	560	238	325	639	306	143	764					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8910	1000	600	600	1050	700	750	500	800	70	110	500	200	300	600	300	130	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5349	522	312	361	672	463	477	311	498	62	69	256	123	200	308	184	87	444					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	750	119	43	26	33	14	31	43	34	5	33	95	22	32	107	37	29	47					
6	Число погашенных избирательных бюллетеней	2811	359	245	213	345	223	242	146	268	3	8	149	55	68	185	79	14	209					
7	Число избирательных бюллетеней в переносных ящиках для голосования	750	119	43	26	33	14	31	43	34	5	33	95	22	32	107	37	29	47					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5349	522	312	361	672	463	477	311	498	62	69	256	123	200	308	184	87	444					
9	Число недействительных избирательных бюллетеней	40	8	5	0	3	3	4	1	5	0	0	2	0	2	4	0	1	2					
10	Число действительных избирательных бюллетеней	6059	633	350	387	702	474	504	353	527	67	102	349	145	230	411	221	115	489					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	370	30	20	20	30	30	20	20	20	10	10	20	20	20	30	20	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	79	4	5	1	2	8	5	0	15	0	1	0	2	2	7	1	0	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	37	10	0	0	5	0	1	1	1	3	4	2	1	2	0	2	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	291	26	15	19	28	22	15	20	5	10	9	20	18	18	23	19	20	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	224	13	8	3	17	5	14	19	15	2	6	70	8	3	16	4	6	15					
		3.67%	2.03%	2.25%	0.78%	2.41%	1.05%	2.76%	5.37%	2.82%	2.99%	5.88%	19.94%	5.52%	1.29%	3.86%	1.81%	5.17%	3.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	22	6	2	4	3	1	2	1	0	0	0	1	0	0	2	0	0	0					
		0.36%	0.94%	0.56%	1.03%	0.43%	0.21%	0.39%	0.28%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0					
		0.10%	0.00%	0.56%	0.00%	0.00%	0.00%	0.20%	0.28%	0.00%	0.00%	0.98%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	648	78	57	54	103	59	53	24	37	5	4	31	22	17	42	13	7	42					
		10.62%	12.17%	16.06%	13.95%	14.61%	12.37%	10.43%	6.78%	6.95%	7.46%	3.92%	8.83%	15.17%	7.33%	10.12%	5.88%	6.03%	8.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0					
		0.11%	0.16%	0.28%	0.26%	0.14%	0.21%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	6	1	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0					
		0.10%	0.16%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.86%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	429	34	28	36	47	39	37	30	31	3	6	24	9	17	35	11	5	37					
		7.03%	5.30%	7.89%	9.30%	6.67%	8.18%	7.28%	8.47%	5.83%	4.48%	5.88%	6.84%	6.21%	7.33%	8.43%	4.98%	4.31%	7.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	662	87	41	48	128	51	62	20	42	5	4	22	14	5	46	11	1	75					
		10.85%	13.57%	11.55%	12.40%	18.16%	10.69%	12.20%	5.65%	7.89%	7.46%	3.92%	6.27%	9.66%	2.16%	11.08%	4.98%	0.86%	15.27%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	44	4	2	3	2	3	5	4	6	0	1	2	2	2	4	0	1	3					
		0.72%	0.62%	0.56%	0.78%	0.28%	0.63%	0.98%	1.13%	1.13%	0.00%	0.98%	0.57%	1.38%	0.86%	0.96%	0.00%	0.86%	0.61%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3994	409	208	237	398	314	325	254	394	52	79	198	90	186	261	179	93	317					
		65.49%	63.81%	58.59%	61.24%	56.45%	65.83%	63.98%	71.75%	74.06%	77.61%	77.45%	56.41%	62.07%	80.17%	62.89%	80.99%	80.17%	64.56%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	0	1	1	3	1	4	0	1	0	1	0	0	0	1	3	1	0					
		0.28%	0.00%	0.28%	0.26%	0.43%	0.21%	0.79%	0.00%	0.19%	0.00%	0.98%	0.00%	0.00%	0.00%	0.24%	1.36%	0.86%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
