Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Сивинская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526					
1	"Число избирателей, внесенных в списки"	12009	117	279	524	216	1019	140	68	625	88	489	62	256	557	81	192	1478	208	239	286	541	1787	1403	413	512	198	231					
2	"Число бюллетеней, полученных участковыми комиссиями"	12594	122	280	570	220	1060	148	82	730	91	550	70	290	550	81	200	1560	230	260	310	560	1800	1350	420	580	230	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6917	82	153	247	179	590	94	60	373	60	293	42	155	330	63	136	844	120	136	205	287	992	758	221	253	121	123					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1373	30	7	94	26	208	13	8	100	5	50	8	29	39	1	11	106	14	55	22	20	96	82	80	192	30	47					
6	Число погашенных бюллетеней	4304	10	120	229	15	262	41	14	257	26	207	20	106	181	17	53	610	96	69	83	253	712	510	119	135	79	80					
7	Число бюллетеней в переносных ящиках для голосования	1373	30	7	94	26	208	13	8	100	5	50	8	29	39	1	11	106	14	55	22	20	96	82	80	192	30	47					
8	Число бюллетеней в стационарных ящиках для голосования	6915	82	153	247	179	588	94	60	373	60	293	42	155	330	63	136	844	120	136	205	287	992	758	221	253	121	123					
9	Число недействительных бюллетеней	218	1	3	12	7	29	6	3	11	0	12	1	2	5	2	7	31	4	8	3	5	21	16	11	11	4	3					
10	Число действительных бюллетеней	8070	111	157	329	198	767	101	65	462	65	331	49	182	364	62	140	919	130	183	224	302	1067	824	290	434	147	167					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	324	8	6	10	8	53	3	5	27	3	11	3	6	4	3	6	28	3	7	7	6	30	25	10	33	6	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	270	7	5	10	3	44	1	5	18	0	10	1	2	4	1	6	28	1	5	7	6	22	25	10	32	5	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	115	2	2	6	3	6	0	1	0	0	6	1	4	3	4	1	9	2	6	7	4	16	16	5	8	1	2					
14	Число погашенных открепительных удостоверений	54	1	1	0	5	9	2	0	9	3	1	2	4	0	2	0	0	2	2	0	0	8	0	0	1	1	1					
15	Число открепительных удостоверений выданных ТИК	6	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	223	0	3	7	6	14	3	5	21	1	7	0	3	12	1	5	12	7	6	11	16	28	26	14	9	3	3					
