Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Угловская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694					
1	"Число избирателей, внесенных в список избирателей"	11484	574	214	60	1038	282	876	161	486	556	86	119	1921	1882	247	647	174	288	218	636	255	764					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10655	600	215	60	850	300	705	170	500	600	85	120	1560	1560	260	665	180	300	235	660	260	770					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6301	323	140	30	548	178	438	109	276	333	81	63	947	964	154	410	107	172	116	301	127	484					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	629	27	23	12	53	9	38	14	33	37	0	9	73	78	10	50	13	19	16	42	20	53					
6	Число погашенных избирательных бюллетеней	3725	250	52	18	249	113	229	47	191	230	4	48	540	518	96	205	60	109	103	317	113	233					
7	Число избирательных бюллетеней в переносных ящиках для голосования	629	27	23	12	53	9	38	14	33	37	0	9	73	78	10	50	13	19	16	42	20	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6299	323	140	30	548	178	438	109	276	333	81	63	945	964	154	410	107	172	116	301	127	484					
9	Число недействительных избирательных бюллетеней	94	3	2	0	3	6	9	4	8	2	1	0	13	11	2	12	2	0	1	4	2	9					
10	Число действительных избирательных бюллетеней	6834	347	161	42	598	181	467	119	301	368	80	72	1005	1031	162	448	118	191	131	339	145	528					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	98	4	3	1	4	1	5	1	3	4	0	1	19	24	2	4	2	4	3	6	0	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	78	1	1	0	4	0	5	1	2	4	0	0	19	24	2	4	2	1	2	4	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	112	4	2	2	4	4	4	2	3	5	2	2	32	21	3	4	1	5	3	4	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	20	3	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	3	1	2	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1000	50	33	4	113	29	70	11	46	58	10	8	143	145	26	50	19	25	24	46	14	76					
		14.43%	14.29%	20.25%	9.52%	18.80%	15.51%	14.71%	8.94%	14.89%	15.68%	12.35%	11.11%	14.05%	13.92%	15.85%	10.87%	15.83%	13.09%	18.18%	13.41%	9.52%	14.15%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1063	39	30	12	63	33	80	33	38	35	0	15	159	142	37	97	20	44	24	45	6	111					
		15.34%	11.14%	18.40%	28.57%	10.48%	17.65%	16.81%	26.83%	12.30%	9.46%	0.00%	20.83%	15.62%	13.63%	22.56%	21.09%	16.67%	23.04%	18.18%	13.12%	4.08%	20.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	5	2	1	4	1	3	0	4	1	0	0	6	11	1	2	1	0	2	2	0	2					
		0.69%	1.43%	1.23%	2.38%	0.67%	0.53%	0.63%	0.00%	1.29%	0.27%	0.00%	0.00%	0.59%	1.06%	0.61%	0.43%	0.83%	0.00%	1.52%	0.58%	0.00%	0.37%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1726	89	15	6	229	42	136	18	45	99	13	22	291	299	44	68	14	45	25	121	18	87					
		24.91%	25.43%	9.20%	14.29%	38.10%	22.46%	28.57%	14.63%	14.56%	26.76%	16.05%	30.56%	28.59%	28.69%	26.83%	14.78%	11.67%	23.56%	18.94%	35.28%	12.24%	16.20%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	0	1	0	5	0	7	0	1	1	0	0	7	23	4	2	0	3	0	0	0	3					
		0.82%	0.00%	0.61%	0.00%	0.83%	0.00%	1.47%	0.00%	0.32%	0.27%	0.00%	0.00%	0.69%	2.21%	2.44%	0.43%	0.00%	1.57%	0.00%	0.00%	0.00%	0.56%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2921	164	80	19	182	76	170	55	166	174	57	27	395	409	50	228	64	73	55	125	106	246					
		42.16%	46.86%	49.08%	45.24%	30.28%	40.64%	35.71%	44.72%	53.72%	47.03%	70.37%	37.50%	38.80%	39.25%	30.49%	49.57%	53.33%	38.22%	41.67%	36.44%	72.11%	45.81%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	19	0	0	0	2	0	1	2	1	0	0	0	4	2	0	1	0	1	1	0	1	3					
		0.27%	0.00%	0.00%	0.00%	0.33%	0.00%	0.21%	1.63%	0.32%	0.00%	0.00%	0.00%	0.39%	0.19%	0.00%	0.22%	0.00%	0.52%	0.76%	0.00%	0.68%	0.56%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
