Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Мысковская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622					
1	"Число избирателей, внесенных в списки"	33780	107	291	1956	1078	1317	2025	1406	2225	1466	2026	1523	357	1661	1066	2099	1105	692	234	1467	1782	1560	1451	1854	1806	1226					
2	"Число бюллетеней, полученных участковыми комиссиями"	30310	190	270	1500	1000	1000	1500	2000	2000	1000	1500	1500	350	1500	1000	2000	1000	700	300	1500	1500	1500	1500	1500	1500	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17776	107	239	770	479	719	885	1345	1056	645	1209	876	204	687	532	1173	416	321	163	805	948	820	830	1012	796	739					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	985	0	20	144	36	31	39	61	94	26	17	23	18	40	30	57	62	35	2	30	24	48	35	31	47	35					
6	Число погашенных бюллетеней	11547	83	11	586	485	250	576	594	850	329	274	601	128	773	438	770	522	344	135	665	526	632	635	457	657	226					
7	Число бюллетеней в переносных ящиках для голосования	985	0	20	144	36	31	39	61	94	26	17	23	18	40	30	57	62	35	2	30	24	48	35	31	47	35					
8	Число бюллетеней в стационарных ящиках для голосования	17766	107	239	770	479	719	885	1345	1047	645	1209	876	204	687	531	1173	416	321	163	804	948	819	830	1012	798	739					
9	Число недействительных бюллетеней	194	0	0	7	2	10	17	14	13	7	8	7	2	12	5	22	3	6	5	9	6	10	7	13	5	4					
10	Число действительных бюллетеней	18557	107	259	907	513	740	907	1392	1128	664	1218	892	220	715	556	1208	475	350	160	825	966	857	858	1030	840	770					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	278	10	10	10	10	15	10	13	15	10	15	12	10	10	10	18	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	142	0	0	3	0	10	8	13	13	3	14	11	1	7	6	14	3	1	0	8	6	7	5	6	1	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	211	14	12	48	25	0	3	6	16	1	2	5	11	5	5	5	2	4	4	2	9	5	9	8	3	7					
14	Число погашенных открепительных удостоверений	136	10	10	7	10	5	2	0	2	7	1	1	9	3	4	4	7	9	10	2	4	3	5	4	9	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	172	1	3	12	5	8	7	18	9	1	10	6	1	6	7	11	7	4	5	4	7	8	11	7	6	8					
		0.91%	0.93%	1.15%	1.31%	0.97%	1.06%	0.75%	1.28%	0.78%	0.14%	0.81%	0.66%	0.45%	0.82%	1.24%	0.89%	1.46%	1.12%	3.03%	0.47%	0.72%	0.92%	1.27%	0.67%	0.71%	1.03%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	406	0	2	12	2	15	20	34	11	12	33	19	4	17	14	29	5	7	1	30	37	18	20	27	17	20					
		2.16%	0.0%	0.77%	1.31%	0.38%	2.0%	2.16%	2.41%	0.96%	1.78%	2.69%	2.11%	1.80%	2.33%	2.49%	2.35%	1.04%	1.96%	0.60%	3.59%	3.80%	2.07%	2.31%	2.58%	2.01%	2.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	297	1	7	11	5	8	16	29	9	16	14	11	9	10	8	17	10	2	3	15	11	22	23	15	9	16					
		1.58%	0.93%	2.70%	1.20%	0.97%	1.06%	1.73%	2.06%	0.78%	2.38%	1.14%	1.22%	4.05%	1.37%	1.42%	1.38%	2.09%	0.56%	1.81%	1.79%	1.13%	2.53%	2.65%	1.43%	1.06%	2.06%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	549	0	1	28	8	18	19	36	38	8	40	19	4	19	17	42	9	1	5	30	34	25	44	49	20	35					
		2.92%	0.0%	0.38%	3.06%	1.55%	2.4%	2.05%	2.56%	3.33%	1.19%	3.26%	2.11%	1.80%	2.61%	3.03%	3.41%	1.88%	0.28%	3.03%	3.59%	3.49%	2.88%	5.08%	4.69%	2.36%	4.52%					
22	"5. ""За Русь Святую"""	46	0	0	4	2	3	1	2	2	1	0	0	0	2	2	1	1	2	1	8	2	4	2	3	2	1					
		0.24%	0.0%	0.0%	0.43%	0.38%	0.4%	0.10%	0.14%	0.17%	0.14%	0.0%	0.0%	0.0%	0.27%	0.35%	0.08%	0.20%	0.56%	0.60%	0.95%	0.20%	0.46%	0.23%	0.28%	0.23%	0.12%					
23	"6. ""Объединенная Российская партия ""Русь"""	54	0	0	2	1	0	6	3	3	0	1	1	0	5	3	5	1	0	1	1	4	2	5	4	5	1					
		0.28%	0.0%	0.0%	0.21%	0.19%	0.0%	0.64%	0.21%	0.26%	0.0%	0.08%	0.11%	0.0%	0.68%	0.53%	0.40%	0.20%	0.0%	0.60%	0.11%	0.41%	0.23%	0.57%	0.38%	0.59%	0.12%					
