Выборы Президента Российской Федерации																																																		
																																																		
"Наименование Избирательной комиссии:    Челябинск, Центральная"																																																		
																																																		
Итоги голосования 																																																		
																																																		
		Сумма	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №2194					
1	"Число избирателей, внесенных в список"	70855	2327	2632	2781	1039	1137	1566	1840	2355	2237	2297	1249	1569	1658	1745	1315	1165	1071	1308	1619	1559	1320	1702	1428	1677	2322	2368	2006	2234	2490	1493	997	2167	2097	1724	1412	1501	1309	1173	1940	1349	694	618	365					
2	Число полученных избирательных бюллетеней	65435	2115	2426	2462	941	1057	1400	1680	2139	1982	1775	1124	1440	1494	1601	1248	1134	982	1280	1406	1378	1137	1495	1282	1507	2027	2188	1850	2003	2101	1333	1058	1934	1861	1616	1282	1356	1267	1058	1654	1209	901	1351	901					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	45565	1374	1521	1567	639	677	910	1196	1493	1485	1588	774	1038	1068	1117	924	967	681	983	1069	1062	859	995	946	1032	1514	1633	1371	1523	1625	959	802	1375	1285	1272	895	968	838	709	1205	994	76	427	129					
5	"Число избирательных бюллетеней, выданных вне помещения"	3092	55	69	161	20	40	56	49	63	59	79	47	29	44	92	30	12	37	28	65	53	38	40	50	70	43	30	51	39	23	53	0	75	87	54	68	43	23	63	56	53	618	191	236					
6	Число погашенных избирательных бюллетеней	16778	686	836	734	282	340	434	435	583	438	108	303	373	382	392	294	155	264	269	272	263	240	460	286	405	470	525	428	441	453	321	256	484	489	290	319	345	406	286	393	162	207	733	536					
7	Число избирательных бюллетеней в переносных ящиках	3090	55	69	161	20	40	56	49	63	59	79	47	29	43	92	30	12	37	28	65	53	38	40	50	70	43	30	51	39	23	53	0	75	87	54	68	43	23	63	56	53	618	190	236					
8	Число бюллетеней в стационарных ящиках для голосования	45391	1372	1521	1564	639	677	910	1192	1492	1484	1588	771	1038	1068	1115	924	967	681	979	1069	1062	858	995	946	1032	1471	1633	1370	1521	1624	958	801	1373	1285	1272	895	967	834	709	1111	991	76	427	129					
9	Число недействительных избирательных бюллетеней	276	6	11	9	7	6	7	4	11	7	7	12	8	8	8	3	2	0	5	9	0	10	7	4	7	9	3	13	6	2	4	2	6	4	16	4	7	3	3	15	12	2	5	2					
10	Число действительных избирательных бюллетеней	48205	1421	1579	1716	652	711	959	1237	1544	1536	1660	806	1059	1103	1199	951	977	718	1002	1125	1115	886	1028	992	1095	1505	1660	1408	1554	1645	1007	799	1442	1368	1310	959	1003	854	769	1152	1032	692	612	363					
