Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Урмарская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883					
1	"Число избирателей, внесенных в список избирателей"	20856	2504	2485	1127	440	540	247	381	133	288	419	267	223	323	655	70	71	229	59	965	256	213	239	243	260	950	1148	486	109	283	891	278	161	177	567	165	641	570	149	336	804	314	59	131					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20640	2300	2300	1100	400	580	250	390	140	300	400	280	230	320	650	70	110	220	55	990	250	210	250	240	260	950	1100	490	100	290	900	280	150	180	580	180	680	590	150	340	850	340	65	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11837	1215	1266	620	245	284	142	224	57	172	242	159	116	141	382	47	65	137	35	598	153	125	146	128	151	457	742	295	76	184	484	185	84	128	367	131	442	329	88	189	518	182	39	67					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1043	17	19	101	19	33	20	29	32	7	15	5	17	18	31	7	6	11	7	60	17	18	14	12	15	45	40	49	7	29	44	15	21	6	21	7	79	26	7	28	34	46	0	9					
6	Число погашенных избирательных бюллетеней	7760	1068	1015	379	136	263	88	137	51	121	143	116	97	161	237	16	39	72	13	332	80	67	90	100	94	448	318	146	17	77	372	80	45	46	192	42	159	235	55	123	298	112	26	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1043	17	19	101	19	33	20	29	32	7	15	5	17	18	31	7	6	11	7	60	17	18	14	12	15	45	40	49	7	29	44	15	21	6	21	7	79	26	7	28	34	46	0	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11837	1215	1266	620	245	284	142	224	57	172	242	159	116	141	382	47	65	137	35	598	153	125	146	128	151	457	742	295	76	184	484	185	84	128	367	131	442	329	88	189	518	182	39	67					
9	Число недействительных избирательных бюллетеней	275	17	28	10	7	7	1	5	0	4	8	5	1	10	11	3	2	8	0	12	6	3	2	2	5	4	20	12	3	0	14	7	3	4	14	1	3	2	1	3	21	1	4	1					
10	Число действительных избирательных бюллетеней	12605	1215	1257	711	257	310	161	248	89	175	249	159	132	149	402	51	69	140	42	646	164	140	158	138	161	498	762	332	80	213	514	193	102	130	374	137	518	353	94	214	531	227	35	75					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1365	100	100	70	25	50	20	25	15	20	30	20	20	25	50	10	15	20	10	60	20	20	20	20	20	60	70	25	15	20	60	20	15	15	35	15	50	35	15	20	60	25	10	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	726	56	73	70	2	50	2	12	13	20	26	14	12	4	13	0	15	0	0	30	1	6	20	5	0	18	35	21	0	20	12	1	0	7	24	12	32	10	0	4	60	25	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	155	14	20	8	3	7	0	2	2	3	2	2	2	1	5	4	1	4	5	5	3	6	6	1	1	5	3	3	2	7	3	2	2	1	4	0	2	1	0	1	9	1	0	2					
