Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Урмарская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873					
1	"Число избирателей, внесенных в списки избирателей"	20021	2357	2342	1141	413	527	234	377	94	294	420	277	210	314	646	78	110	243	63	924	238	191	227	245	249	887	1092	458	307	112	815	262	155	182	539	151	651	496	113	313	779	299	58	138					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17853	2000	2080	994	376	462	205	354	93	265	377	247	200	282	570	74	108	213	60	818	212	185	198	218	220	794	977	412	266	98	733	238	145	165	487	145	595	436	115	264	710	277	60	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13745	1419	1505	745	300	347	156	275	71	222	306	183	132	169	443	55	74	152	48	686	168	105	159	158	165	644	829	312	212	87	547	195	85	141	389	127	471	368	103	203	613	235	47	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1365	42	24	154	18	44	27	47	5	22	17	11	21	31	36	9	11	18	12	72	18	37	20	14	15	74	56	59	33	10	48	21	19	8	44	12	92	30	10	32	54	26	0	12					
6	Число погашенных избирательных бюллетеней	2743	539	551	95	58	71	22	32	17	21	54	53	47	82	91	10	23	43	0	60	26	43	19	46	40	76	92	41	21	1	138	22	41	16	54	6	32	38	2	29	43	16	13	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1365	42	24	154	18	44	27	47	5	22	17	11	21	31	36	9	11	18	12	72	18	37	20	14	15	74	56	59	33	10	48	21	19	8	44	12	92	30	10	32	54	26	0	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13745	1419	1505	745	300	347	156	275	71	222	306	183	132	169	443	55	74	152	48	686	168	105	159	158	165	644	829	312	212	87	547	195	85	141	389	127	471	368	103	203	613	235	47	94					
9	Число недействительных избирательных бюллетеней	227	21	24	11	3	5	3	4	1	3	1	4	2	8	6	3	0	2	1	6	0	1	2	3	3	14	14	5	0	0	22	2	3	1	13	0	6	1	0	5	22	0	0	2					
10	Число действительных избирательных бюллетеней	14883	1440	1505	888	315	386	180	318	75	241	322	190	151	192	473	61	85	168	59	752	186	141	177	169	177	704	871	366	245	97	573	214	101	148	420	139	557	397	113	230	645	261	47	104					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1454	95	114	65	35	50	35	50	15	20	40	20	20	20	54	6	15	5	5	50	15	15	40	10	25	60	60	50	25	10	65	25	10	20	70	20	50	50	10	10	60	33	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1454	95	114	65	35	50	35	50	15	20	40	20	20	20	54	6	15	5	5	50	15	15	40	10	25	60	60	50	25	10	65	25	10	20	70	20	50	50	10	10	60	33	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	326	41	33	13	4	11	7	12	6	5	10	4	3	2	11	3	2	3	5	12	1	3	7	3	7	7	6	9	10	6	13	2	2	9	11	2	10	2	5	9	13	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	46	3	12	1	0	1	1	4	0	1	1	0	0	0	12	0	0	0	0	2	0	0	0	1	0	2	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	143	13	17	8	4	2	2	3	1	0	2	3	2	3	4	0	1	1	0	17	1	4	5	0	1	2	9	7	0	0	4	2	0	1	4	0	7	2	0	2	0	3	1	5					
		0.95%	0.89%	1.11%	0.89%	1.26%	0.51%	1.09%	0.93%	1.32%	0.00%	0.62%	1.55%	1.31%	1.50%	0.84%	0.00%	1.18%	0.59%	0.00%	2.24%	0.54%	2.82%	2.79%	0.00%	0.56%	0.28%	1.02%	1.89%	0.00%	0.00%	0.67%	0.93%	0.00%	0.67%	0.92%	0.00%	1.24%	0.50%	0.00%	0.85%	0.00%	1.15%	2.13%	4.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	7	5	2	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	8	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0					
		0.24%	0.48%	0.33%	0.22%	0.31%	0.26%	0.55%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.40%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.17%	0.00%	0.96%	0.00%	0.00%	0.72%	0.00%	0.00%	1.77%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	19	2	1	1	0	2	0	0	1	1	1	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1					
		0.13%	0.14%	0.07%	0.11%	0.00%	0.51%	0.00%	0.00%	1.32%	0.41%	0.31%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.26%	0.00%	0.00%	0.00%	0.58%	0.56%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1615	238	210	87	45	36	21	24	14	28	47	25	19	33	54	6	8	17	3	62	46	15	43	10	12	67	79	43	8	3	24	19	7	27	23	9	43	23	7	32	52	17	15	14					
		10.69%	16.29%	13.73%	9.68%	14.15%	9.21%	11.48%	7.45%	18.42%	11.48%	14.55%	12.89%	12.42%	16.50%	11.27%	9.38%	9.41%	10.00%	5.00%	8.18%	24.73%	10.56%	24.02%	5.81%	6.67%	9.33%	8.93%	11.59%	3.27%	3.09%	4.03%	8.80%	6.73%	18.12%	5.31%	6.47%	7.64%	5.78%	6.19%	13.62%	7.80%	6.51%	31.91%	13.21%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	20	5	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	2					
		0.13%	0.34%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.30%	0.38%	0.00%	1.89%					
23	6.Политическая партия «Партия социальной справедливости»	22	2	4	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	2	0	0	0					
		0.15%	0.14%	0.26%	0.00%	0.63%	0.00%	0.55%	0.00%	0.00%	0.00%	0.31%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.16%	0.00%	0.00%	0.00%	0.00%	0.41%	1.03%	0.17%	0.00%	0.96%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.30%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1010	99	121	33	35	43	18	10	4	8	21	28	7	29	17	7	5	15	1	53	5	11	8	14	7	39	47	24	13	4	17	22	6	12	54	15	36	42	7	19	40	9	0	5					
		6.68%	6.78%	7.91%	3.67%	11.01%	10.99%	9.84%	3.11%	5.26%	3.28%	6.50%	14.43%	4.58%	14.50%	3.55%	10.94%	5.88%	8.82%	1.67%	6.99%	2.69%	7.75%	4.47%	8.14%	3.89%	5.43%	5.31%	6.47%	5.31%	4.12%	2.86%	10.19%	5.77%	8.05%	12.47%	10.79%	6.39%	10.55%	6.19%	8.09%	5.99%	3.45%	0.00%	4.72%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	950	94	144	38	14	18	11	12	2	10	17	2	4	11	88	11	2	12	5	48	6	6	13	14	16	57	66	21	12	1	13	8	6	5	24	9	46	13	8	7	44	9	2	1					
