Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Тюлячинская   																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769					
1	"Число избирателей, внесенных в списки"	10314	900	485	724	149	524	249	174	455	478	362	431	290	321	597	629	410	388	380	194	263	395	321	113	247	334	169	217	115					
2	"Число бюллетеней, полученных участковыми комиссиями"	10380	855	467	717	161	533	251	174	455	495	369	440	296	322	597	652	417	396	384	199	266	396	321	113	251	341	168	222	122					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9403	814	446	670	137	410	235	168	421	390	276	416	290	315	538	587	396	359	378	184	259	362	297	113	239	239	147	208	109					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	753	35	13	18	12	114	14	6	34	87	83	10	0	6	50	35	14	29	2	10	4	29	14	0	5	95	19	9	6					
6	Число погашенных бюллетеней	224	6	8	29	12	9	2	0	0	18	10	14	6	1	9	30	7	8	4	5	3	5	10	0	7	7	2	5	7					
7	Число бюллетеней в переносных ящиках для голосования	753	35	13	18	12	114	14	6	34	87	83	10	0	6	50	35	14	29	2	10	4	29	14	0	5	95	19	9	6					
8	Число бюллетеней в стационарных ящиках для голосования	9403	814	446	670	137	410	235	168	421	390	276	416	290	315	538	587	396	359	378	184	259	362	297	113	239	239	147	208	109					
9	Число недействительных бюллетеней	11	0	0	2	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных бюллетеней	10145	849	459	686	149	524	249	174	455	470	357	426	290	321	588	622	410	388	380	194	263	391	311	113	244	334	166	217	115					
