Выборы Президента Российской Федерации																																								
																																								
Наименование Избирательной комиссии:    Рамонская																																								
																																								
Итоги голосования 																																								
																																								
		Сумма	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233					
1	"Число избирателей, внесенных в список"	25574	2781	2104	1634	372	778	795	2347	1019	1417	314	817	649	409	394	246	233	104	880	459	297	1749	280	259	202	714	553	78	375	620	258	456	103	1878					
2	Число полученных избирательных бюллетеней	24485	2300	2000	1500	300	750	800	2300	950	1400	300	800	650	400	400	250	220	100	900	450	300	1700	280	270	250	700	580	85	350	600	250	450	100	1800					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13904	1231	1014	779	219	428	386	1397	575	658	210	493	369	248	271	147	132	55	495	326	166	1088	143	156	120	313	382	52	216	421	202	226	65	921					
5	"Число избирательных бюллетеней, выданных вне помещения"	3394	344	83	74	55	100	157	81	99	219	43	133	175	62	71	66	73	32	181	76	73	137	88	67	51	246	120	18	125	102	28	147	21	47					
6	Число погашенных избирательных бюллетеней	7187	725	903	647	26	222	257	822	276	523	47	174	106	90	58	37	15	13	224	48	61	475	49	47	79	141	78	15	9	77	20	77	14	832					
7	Число избирательных бюллетеней в переносных ящиках	3394	344	83	74	55	100	157	81	99	219	43	133	175	62	71	66	73	32	181	76	73	137	88	67	51	246	120	18	125	102	28	147	21	47					
8	Число бюллетеней в стационарных ящиках для голосования	13899	1227	1014	779	219	428	386	1397	575	658	210	493	368	248	271	147	132	55	495	326	166	1088	143	156	120	313	382	52	216	421	202	226	65	921					
9	Число недействительных избирательных бюллетеней	152	20	15	9	4	4	3	8	7	5	4	8	3	4	1	6	0	0	11	6	1	2	1	0	2	3	1	0	4	10	0	3	1	6					
10	Число действительных избирательных бюллетеней	17141	1551	1082	844	270	524	540	1470	667	872	249	618	540	306	341	207	205	87	665	396	238	1223	230	223	169	556	501	70	337	513	230	370	85	962					
11	Число полученных открепительных  удостоверений	234	18	20	10	3	10	8	15	8	6	8	11	3	4	5	10	4	3	8	4	5	9	3	7	3	5	5	2	5	5	4	10	3	10					
12	Число выданных открепительных удостоверений	168	15	14	8	1	8	5	15	8	4	7	11	3	3	5	5	2	0	8	4	0	9	1	5	1	3	2	1	3	4	0	6	0	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	295	29	32	12	8	6	7	9	57	12	3	8	2	5	6	2	21	6	4	5	2	7	2	1	2	4	2	2	6	7	5	1	7	13					
14	Число неиспользованных открепительных удостоверений	66	3	6	2	2	2	3	0	0	2	1	0	0	1	0	5	2	3	0	0	5	0	2	2	2	2	3	1	2	1	4	4	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																								
18	. Глазьев Сергей Юрьевич	440	39	42	29	6	3	23	51	22	14	4	13	12	12	5	2	1	3	17	1	2	27	2	6	3	15	2	0	4	12	10	5	2	51					
		2.54%	2.48%	3.83%	3.40%	2.19%	0.57%	4.24%	3.45%	3.26%	1.60%	1.58%	2.08%	2.21%	3.87%	1.46%	0.94%	0.49%	3.45%	2.51%	0.25%	0.84%	2.20%	0.87%	2.69%	1.75%	2.68%	0.40%	0.00%	1.17%	2.29%	4.35%	1.34%	2.33%	5.27%					
19	. Малышкин Олег Александрович	267	31	25	9	6	3	12	13	1	9	1	13	13	1	6	3	4	0	18	10	6	8	6	5	1	2	1	2	10	11	3	11	2	21					
		1.54%	1.97%	2.28%	1.06%	2.19%	0.57%	2.21%	0.88%	0.15%	1.03%	0.40%	2.08%	2.39%	0.32%	1.75%	1.41%	1.95%	0.00%	2.66%	2.49%	2.51%	0.65%	2.60%	2.24%	0.58%	0.36%	0.20%	2.86%	2.93%	2.10%	1.30%	2.95%	2.33%	2.17%					
20	. Миронов Сергей Михайлович	132	14	15	7	2	4	1	13	3	7	3	6	4	2	0	0	2	0	1	3	4	6	1	2	4	1	3	0	2	13	0	1	0	8					
		0.76%	0.89%	1.37%	0.82%	0.73%	0.76%	0.18%	0.88%	0.45%	0.80%	1.19%	0.96%	0.74%	0.65%	0.00%	0.00%	0.98%	0.00%	0.15%	0.75%	1.67%	0.49%	0.43%	0.90%	2.34%	0.18%	0.60%	0.00%	0.59%	2.49%	0.00%	0.27%	0.00%	0.83%					
21	. Путин Владимир Владимирович	12315	1090	659	552	210	402	404	1014	516	612	205	428	392	221	263	163	166	67	404	282	160	902	187	173	106	397	420	59	283	388	183	277	55	675					
		71.21%	69.38%	60.07%	64.71%	76.64%	76.14%	74.40%	68.61%	76.56%	69.78%	81.03%	68.37%	72.19%	71.29%	76.90%	76.53%	80.98%	77.01%	59.76%	70.15%	66.95%	73.63%	80.95%	77.58%	61.99%	71.02%	83.67%	84.29%	82.99%	74.19%	79.57%	74.26%	63.95%	69.73%					
22	. Хакамада Ирина Муцуовна	298	37	43	20	9	9	8	37	13	16	4	4	7	6	8	2	0	2	4	4	2	15	2	2	2	4	8	0	0	4	1	1	1	23					
		1.72%	2.36%	3.92%	2.34%	3.28%	1.70%	1.47%	2.50%	1.93%	1.82%	1.58%	0.64%	1.29%	1.94%	2.34%	0.94%	0.00%	2.30%	0.59%	1.00%	0.84%	1.22%	0.87%	0.90%	1.17%	0.72%	1.59%	0.00%	0.00%	0.76%	0.43%	0.27%	1.16%	2.38%					
23	. Харитонов Николай Михайлович	3358	304	280	198	35	90	84	295	92	185	30	147	98	61	51	36	30	13	207	93	64	243	31	32	52	128	60	9	27	82	33	73	24	171					
		19.42%	19.35%	25.52%	23.21%	12.77%	17.05%	15.47%	19.96%	13.65%	21.09%	11.86%	23.48%	18.05%	19.68%	14.91%	16.90%	14.63%	14.94%	30.62%	23.13%	26.78%	19.84%	13.42%	14.35%	30.41%	22.90%	11.95%	12.86%	7.92%	15.68%	14.35%	19.57%	27.91%	17.67%					
																																								
24	Против всех	331	36	18	29	2	13	8	47	20	29	2	7	14	3	8	1	2	2	14	3	0	22	1	3	1	9	7	0	11	3	0	2	1	13					
		1.91%	2.29%	1.64%	3.40%	0.73%	2.46%	1.47%	3.18%	2.97%	3.31%	0.79%	1.12%	2.58%	0.97%	2.34%	0.47%	0.98%	2.30%	2.07%	0.75%	0.00%	1.80%	0.43%	1.35%	0.58%	1.61%	1.39%	0.00%	3.23%	0.57%	0.00%	0.54%	1.16%	1.34%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
