Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Киквидзенская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021					
1	"Число избирателей, внесенных в список избирателей"	13417	2157	1687	169	384	122	825	164	117	452	94	577	126	1002	845	436	403	1982	663	596	270	346					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13600	2200	1700	170	380	120	850	160	120	470	90	600	120	1000	850	450	400	2000	680	620	280	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7774	1270	945	120	246	68	472	107	76	248	53	301	94	473	326	258	251	1213	437	383	214	219					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1150	95	45	26	41	13	46	13	12	47	9	99	7	95	128	46	30	207	77	49	26	39					
6	Число погашенных избирательных бюллетеней	4676	835	710	24	93	39	332	40	32	175	28	200	19	432	396	146	119	580	166	188	40	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1150	95	45	26	41	13	46	13	12	47	9	99	7	95	128	46	30	207	77	49	26	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7773	1269	945	120	246	68	472	107	76	248	53	301	94	473	326	258	251	1213	437	383	214	219					
9	Число недействительных избирательных бюллетеней	103	20	12	1	3	0	9	1	4	1	0	0	2	4	1	3	4	22	8	3	1	4					
10	Число действительных избирательных бюллетеней	8820	1344	978	145	284	81	509	119	84	294	62	400	99	564	453	301	277	1398	506	429	239	254					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	393	45	40	5	8	5	20	5	10	25	5	20	5	30	20	20	20	50	20	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	212	26	16	5	6	0	5	0	10	25	2	20	2	10	8	14	13	15	13	13	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	113	7	6	3	4	1	1	3	4	1	2	2	4	3	5	0	1	1	1	63	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	181	19	24	0	2	5	15	5	0	0	3	0	3	20	12	6	7	35	7	7	3	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
