Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Александрово-Гайская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12065	753	925	848	867	764	924	843	850	532	337	712	600	136	388	238	505	143	93	678	106	565	258									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12375	750	983	932	988	730	962	870	860	500	340	700	590	140	390	230	530	140	90	700	120	580	250									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7917	607	710	433	401	539	554	664	648	388	271	385	322	126	337	171	349	73	64	434	53	248	140									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1060	38	73	80	44	37	42	62	84	28	14	100	75	1	22	23	61	24	13	69	32	84	54									
6	Число погашенных избирательных бюллетеней	3398	105	200	419	543	154	366	144	128	84	55	215	193	13	31	36	120	43	13	197	35	248	56									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1060	38	73	80	44	37	42	62	84	28	14	100	75	1	22	23	61	24	13	69	32	84	54									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7914	607	707	433	401	539	554	664	648	388	271	385	322	126	337	171	349	73	64	434	53	248	140									
9	Число недействительных избирательных бюллетеней	127	10	17	10	7	15	21	0	0	0	11	0	2	0	12	8	3	0	0	2	2	6	1									
10	Число действительных избирательных бюллетеней	8847	635	763	503	438	561	575	726	732	416	274	485	395	127	347	186	407	97	77	501	83	326	193									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	385	20	20	20	25	20	20	25	20	20	20	20	20	5	20	5	20	5	5	35	15	20	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	284	20	19	17	19	11	12	25	20	10	5	20	2	2	1	5	20	5	1	35	15	20	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	64	15	5	5	4	2	2	1	3	2	0	5	4	2	1	2	0	2	1	2	3	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	101	0	1	3	6	9	8	0	0	10	15	0	18	3	19	0	0	0	4	0	0	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	1	3	7	6	0	4	2	2	2	1	2	1	3	3	0	6	0	0	2	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	21	0	1	2	3	1	1	1	0	0	0	0	1	0	0	2	5	1	0	0	0	3	0									
		0.23%	0.00%	0.13%	0.39%	0.67%	0.17%	0.17%	0.14%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	1.03%	1.22%	1.03%	0.00%	0.00%	0.00%	0.90%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	132	0	8	16	11	6	14	7	9	0	6	6	9	1	4	5	10	5	0	1	4	4	6									
