Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Медногорская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №739	УИК №740	УИК №742	УИК №743	УИК №744	УИК №745	УИК №747	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23265	1867	1705	1474	1275	1376	1375	1456	1437	1024	1066	1921	980	1693	1325	707	1048	764	299	197	136	140									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22185	1778	1628	1352	1217	1305	1317	1388	1379	981	1028	1809	928	1610	1288	673	1016	737	287	193	132	139									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9331	798	770	607	568	662	605	650	518	443	484	694	332	491	474	224	348	314	130	100	50	69									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	620	33	37	61	21	45	25	25	33	33	15	39	18	55	40	30	33	25	9	14	12	17									
6	Число погашенных избирательных бюллетеней	12234	947	821	684	628	598	687	713	828	505	529	1076	578	1064	774	419	635	398	148	79	70	53									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	620	33	37	61	21	45	25	25	33	33	15	39	18	55	40	30	33	25	9	14	12	17									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9331	798	770	607	568	662	605	650	518	443	484	694	332	491	474	224	348	314	130	100	50	69									
9	Число недействительных избирательных бюллетеней	352	20	23	21	11	21	31	40	11	10	21	37	12	14	24	16	23	5	2	5	2	3									
10	Число действительных избирательных бюллетеней	9599	811	784	647	578	686	599	635	540	466	478	696	338	532	490	238	358	334	137	109	60	83									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	20	18	15	14	15	15	15	15	11	11	20	10	18	14	7	11	8	3	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	84	5	6	8	3	3	11	4	4	5	6	7	3	5	3	4	1	4	1	1	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	53	4	5	0	0	4	3	1	4	4	3	2	2	1	4	3	1	5	2	1	0	4									
14	Число погашенных неиспользованных открепительных удостоверений	165	15	12	7	11	12	4	11	11	6	5	13	7	13	11	3	10	4	2	2	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	3	1	3	0	1	3	5	0	0	1	2	0	1	1	0	3	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	10	10	10	2	8	3	8	5	5	1	3	5	3	3	3	1	2	1	1	1	0									
		0.85%	1.20%	1.24%	1.50%	0.34%	1.13%	0.48%	1.19%	0.91%	1.05%	0.20%	0.41%	1.43%	0.55%	0.58%	1.18%	0.26%	0.59%	0.72%	0.88%	1.61%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	404	36	39	29	19	24	30	24	22	18	22	34	12	19	10	11	20	17	10	6	2	0									
		4.06%	4.33%	4.83%	4.34%	3.23%	3.39%	4.76%	3.56%	3.99%	3.78%	4.41%	4.64%	3.43%	3.48%	1.95%	4.33%	5.25%	5.01%	7.19%	5.26%	3.23%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	218	20	17	15	11	15	9	19	19	16	12	11	4	14	11	8	3	5	2	3	2	2									
		2.19%	2.41%	2.11%	2.25%	1.87%	2.12%	1.43%	2.81%	3.45%	3.36%	2.40%	1.50%	1.14%	2.56%	2.14%	3.15%	0.79%	1.47%	1.44%	2.63%	3.23%	2.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3569	263	303	231	242	272	235	249	186	148	165	254	99	215	159	113	134	119	54	40	23	65									
		35.87%	31.65%	37.55%	34.58%	41.09%	38.47%	37.30%	36.89%	33.76%	31.09%	33.07%	34.65%	28.29%	39.38%	30.93%	44.49%	35.17%	35.10%	38.85%	35.09%	37.10%	75.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	39	2	5	1	4	3	4	2	1	0	1	3	1	4	1	0	1	5	0	0	1	0									
		0.39%	0.24%	0.62%	0.15%	0.68%	0.42%	0.63%	0.30%	0.18%	0.00%	0.20%	0.41%	0.29%	0.73%	0.19%	0.00%	0.26%	1.47%	0.00%	0.00%	1.61%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	15	4	0	1	0	0	1	0	3	1	0	1	0	0	0	0	1	1	0	1	0	1									
		0.15%	0.48%	0.00%	0.15%	0.00%	0.00%	0.16%	0.00%	0.54%	0.21%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.26%	0.29%	0.00%	0.88%	0.00%	1.16%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1772	140	125	125	120	117	95	111	101	95	95	126	102	118	89	40	65	56	26	17	4	5									
		17.81%	16.85%	15.49%	18.71%	20.37%	16.55%	15.08%	16.44%	18.33%	19.96%	19.04%	17.19%	29.14%	21.61%	17.32%	15.75%	17.06%	16.52%	18.71%	14.91%	6.45%	5.81%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	3	4	1	0	3	2	3	6	1	1	0	0	2	6	6	0	1	0	0	0	0									
		0.39%	0.36%	0.50%	0.15%	0.00%	0.42%	0.32%	0.44%	1.09%	0.21%	0.20%	0.00%	0.00%	0.37%	1.17%	2.36%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	109	7	9	4	10	12	18	13	4	5	7	3	3	4	4	0	1	5	0	0	0	0									
		1.10%	0.84%	1.12%	0.60%	1.70%	1.70%	2.86%	1.93%	0.73%	1.05%	1.40%	0.41%	0.86%	0.73%	0.78%	0.00%	0.26%	1.47%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	3	3	2	0	1	1	0	0	1	0	2	0	1	0	0	0	0	0	1	1	0									
		0.16%	0.36%	0.37%	0.30%	0.00%	0.14%	0.16%	0.00%	0.00%	0.21%	0.00%	0.27%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	1.61%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	108	13	10	8	7	10	4	8	6	6	8	4	3	2	5	2	7	2	3	0	0	0									
		1.09%	1.56%	1.24%	1.20%	1.19%	1.41%	0.63%	1.19%	1.09%	1.26%	1.60%	0.55%	0.86%	0.37%	0.97%	0.79%	1.84%	0.59%	2.16%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2636	239	206	168	128	176	140	146	156	131	134	238	91	140	186	48	115	99	32	34	20	9									
		26.49%	28.76%	25.53%	25.15%	21.73%	24.89%	22.22%	21.63%	28.31%	27.52%	26.85%	32.47%	26.00%	25.64%	36.19%	18.90%	30.18%	29.20%	23.02%	29.82%	32.26%	10.47%									
