Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																		
Дата голосования: 02.12.2007																		
																		
Наименование Избирательной комиссии:    Югорская городская																		
																		
Сводная таблица результатов выборов																		
																		
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150					
1	"Число избирателей, внесенных в списки избирателей"	25035	2618	2570	2878	2411	2252	2199	1827	2577	2226	2445	1032					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24370	2560	2530	2840	2260	2180	2155	1780	2460	2165	2390	1050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16569	1638	1688	2049	1603	1499	1492	1120	1673	1438	1598	771					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	337	27	31	36	43	35	26	27	24	44	29	15					
6	Число погашенных избирательных бюллетеней	7464	895	811	755	614	646	637	633	763	683	763	264					
7	Число избирательных бюллетеней в переносных ящиках для голосования	337	27	31	36	43	35	26	27	24	44	29	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16566	1638	1688	2047	1603	1499	1492	1120	1673	1438	1597	771					
9	Число недействительных избирательных бюллетеней	184	13	17	18	18	21	14	14	28	13	16	12					
10	Число действительных избирательных бюллетеней	16719	1652	1702	2065	1628	1513	1504	1133	1669	1469	1610	774					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	302	33	30	53	19	20	40	23	13	15	23	33					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	247	26	26	40	16	16	27	23	13	10	21	29					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	8	16	8	22	24	31	7	20	5	4	3					
14	Число погашенных неиспользованных открепительных удостоверений	55	7	4	13	3	4	13	0	0	5	2	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	1	4	3	4	2	2	0	4	5	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0					
																		
18	1.Политическая партия «Аграрная партия России»	347	36	42	50	46	26	26	23	32	30	27	9					
		2.05%	2.16%	2.44%	2.40%	2.79%	1.69%	1.71%	2.01%	1.89%	2.02%	1.66%	1.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	205	15	31	29	22	16	19	10	15	15	25	8					
		1.21%	0.90%	1.80%	1.39%	1.34%	1.04%	1.25%	0.87%	0.88%	1.01%	1.54%	1.02%					
20	3.Политическая партия «Демократическая партия России»	22	3	2	3	3	0	2	0	3	3	1	2					
		0.13%	0.18%	0.12%	0.14%	0.18%	0.00%	0.13%	0.00%	0.18%	0.20%	0.06%	0.25%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1082	111	124	116	92	100	92	70	102	134	93	48					
		6.40%	6.67%	7.21%	5.57%	5.59%	6.52%	6.06%	6.10%	6.01%	9.04%	5.72%	6.11%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	98	5	12	11	9	8	12	10	12	6	6	7					
		0.58%	0.30%	0.70%	0.53%	0.55%	0.52%	0.79%	0.87%	0.71%	0.40%	0.37%	0.89%					
23	6.Политическая партия «Партия социальной справедливости»	31	2	4	3	3	1	5	3	2	3	5	0					
		0.18%	0.12%	0.23%	0.14%	0.18%	0.07%	0.33%	0.26%	0.12%	0.20%	0.31%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2390	270	252	264	233	202	193	178	252	221	239	86					
		14.14%	16.22%	14.66%	12.67%	14.16%	13.17%	12.71%	15.52%	14.85%	14.91%	14.70%	10.94%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1116	109	102	147	102	99	115	79	105	97	106	55					
		6.60%	6.55%	5.93%	7.06%	6.20%	6.45%	7.58%	6.89%	6.19%	6.55%	6.52%	6.99%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	131	14	7	15	11	8	16	12	13	7	20	8					
		0.78%	0.84%	0.41%	0.72%	0.67%	0.52%	1.05%	1.05%	0.77%	0.47%	1.23%	1.02%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11049	1069	1101	1387	1074	1027	994	734	1112	942	1073	536					
		65.37%	64.20%	64.05%	66.59%	65.25%	66.95%	65.48%	63.99%	65.53%	63.56%	65.99%	68.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	248	18	25	40	33	26	30	14	21	11	15	15					
		1.47%	1.08%	1.45%	1.92%	2.00%	1.69%	1.98%	1.22%	1.24%	0.74%	0.92%	1.91%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
