Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Ухоловская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8473	247	237	148	256	278	103	133	390	137	354	280	414	550	335	169	270	140	1313	1278	1441									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8350	250	230	140	250	280	100	130	390	140	350	280	420	550	330	170	260	130	1300	1250	1400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3640	116	136	66	95	125	41	56	138	55	172	101	180	181	106	82	110	67	592	588	633									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	912	26	30	27	34	53	24	12	43	12	50	27	36	128	51	19	27	12	112	113	76									
6	Число погашенных избирательных бюллетеней	3798	108	64	47	121	102	35	62	209	73	128	152	204	241	173	69	123	51	596	549	691									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	912	26	30	27	34	53	24	12	43	12	50	27	36	128	51	19	27	12	112	113	76									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3639	116	136	66	95	124	41	56	138	55	172	101	180	181	106	82	110	67	592	588	633									
9	Число недействительных избирательных бюллетеней	50	2	0	2	4	1	0	2	1	0	0	0	2	2	3	2	3	1	9	5	11									
10	Число действительных избирательных бюллетеней	4501	140	166	91	125	176	65	66	180	67	222	128	214	307	154	99	134	78	695	696	698									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	145	7	4	3	5	6	2	3	6	3	8	5	9	8	5	3	5	3	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	59	7	0	0	2	4	0	1	0	1	0	1	9	0	1	3	0	1	12	14	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	35	4	0	1	1	0	4	0	1	1	1	1	2	3	0	0	3	2	5	2	4									
14	Число погашенных неиспользованных открепительных удостоверений	86	0	4	3	3	2	2	2	6	2	8	4	0	8	4	0	5	2	8	6	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	46	3	0	3	4	0	0	1	5	1	1	1	3	3	2	0	3	0	6	4	6									
		1.01%	2.11%	0.00%	3.23%	3.10%	0.00%	0.00%	1.47%	2.76%	1.49%	0.45%	0.78%	1.39%	0.97%	1.27%	0.00%	2.19%	0.00%	0.85%	0.57%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	190	6	3	7	6	9	0	2	9	3	4	3	6	13	6	2	4	3	32	37	35									
		4.17%	4.23%	1.81%	7.53%	4.65%	5.08%	0.00%	2.94%	4.97%	4.48%	1.80%	2.34%	2.78%	4.21%	3.82%	1.98%	2.92%	3.80%	4.55%	5.28%	4.94%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	83	3	2	1	5	0	1	0	5	0	4	4	5	9	0	0	2	0	13	18	11									
		1.82%	2.11%	1.20%	1.08%	3.88%	0.00%	1.54%	0.00%	2.76%	0.00%	1.80%	3.13%	2.31%	2.91%	0.00%	0.00%	1.46%	0.00%	1.85%	2.57%	1.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2634	70	127	52	64	112	48	48	118	30	140	92	115	184	109	67	72	42	391	362	391									
		57.88%	49.30%	76.51%	55.91%	49.61%	63.28%	73.85%	70.59%	65.19%	44.78%	63.06%	71.88%	53.24%	59.55%	69.43%	66.34%	52.55%	53.16%	55.54%	51.64%	55.15%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	4	2									
		0.26%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.43%	0.57%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	1	1	1	1	1	0	0	0	0	1	0	1	2	0	0	0	0	0	2	1									
		0.26%	0.70%	0.60%	1.08%	0.78%	0.56%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.46%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	600	23	16	9	25	25	2	10	29	10	25	12	49	42	19	16	20	12	95	84	77									
		13.18%	16.20%	9.64%	9.68%	19.38%	14.12%	3.08%	14.71%	16.02%	14.93%	11.26%	9.38%	22.69%	13.59%	12.10%	15.84%	14.60%	15.19%	13.49%	11.98%	10.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	3	4	3	6									
		0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	1.46%	3.80%	0.57%	0.43%	0.85%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	2	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	2	4	4									
		0.37%	1.41%	0.00%	1.08%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.46%	0.00%	0.64%	0.00%	0.00%	0.00%	0.28%	0.57%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0									
		0.09%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	0	0	1	0	0	0	0	0	1	0	0	3	1	0	1	0	7	5	7									
		0.57%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.97%	0.64%	0.00%	0.73%	0.00%	0.99%	0.71%	0.99%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	727	30	13	17	14	24	10	5	11	15	41	13	26	44	11	13	27	15	115	143	140									
		15.97%	21.13%	7.83%	18.28%	10.85%	13.56%	15.38%	7.35%	6.08%	22.39%	18.47%	10.16%	12.04%	14.24%	7.01%	12.87%	19.71%	18.99%	16.34%	20.40%	19.75%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	2	2									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.46%	0.00%	0.64%	0.00%	0.73%	0.00%	0.14%	0.29%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	120	1	4	0	5	3	3	0	2	7	5	1	6	6	4	1	2	2	25	27	16									
		2.64%	0.70%	2.41%	0.00%	3.88%	1.69%	4.62%	0.00%	1.10%	10.45%	2.25%	0.78%	2.78%	1.94%	2.55%	0.99%	1.46%	2.53%	3.55%	3.85%	2.26%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
