Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Бураевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670					
1	"Число избирателей, внесенных в списки избирателей"	20128	1127	929	927	584	609	679	878	1256	217	60	314	264	142	343	570	315	212	550	371	86	211	303	337	351	457	367	355	358	201	197	240	75	315	215	157	301	312	199	122	146	391	162	428	177	148	115	363	200	398	384	207	136	669	198	326	174					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20589	1077	926	937	692	644	678	906	1249	223	75	324	264	149	347	591	323	223	550	374	90	218	302	342	357	467	376	365	363	202	197	245	76	335	223	159	315	315	203	127	149	410	163	445	183	151	127	368	208	414	390	213	138	696	201	328	176					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18456	1014	852	882	546	556	631	815	1037	202	44	216	257	100	343	515	302	185	536	356	86	206	180	333	320	442	307	346	336	194	183	223	53	288	210	152	294	300	189	122	146	372	153	369	170	135	108	341	153	363	368	205	128	643	168	307	174					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1084	15	4	12	19	17	30	47	109	13	16	89	3	42	0	55	9	27	14	11	0	5	78	0	13	13	53	7	21	6	12	16	21	20	5	4	7	9	10	0	0	11	4	59	7	11	7	16	43	23	16	0	4	5	28	18	0					
6	Число погашенных избирательных бюллетеней	1048	48	70	43	127	71	17	44	102	8	15	19	4	7	4	21	12	11	0	7	4	7	44	9	24	12	16	12	6	2	2	6	2	27	8	3	14	6	4	5	3	27	6	17	6	5	12	11	12	28	6	8	6	48	5	3	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1084	15	4	12	19	17	30	47	109	13	16	89	3	42	0	55	9	27	14	11	0	5	78	0	13	13	53	7	21	6	12	16	21	20	5	4	7	9	10	0	0	11	4	59	7	11	7	16	43	23	16	0	4	5	28	18	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18456	1014	852	882	546	556	631	815	1037	202	44	216	257	100	343	515	302	185	536	356	86	206	180	333	320	442	307	346	336	194	183	223	53	288	210	152	294	300	189	122	146	372	153	369	170	135	108	341	153	363	368	205	128	643	168	307	174					
9	Число недействительных избирательных бюллетеней	129	12	41	3	1	7	8	2	11	0	0	0	14	0	0	1	0	0	0	1	0	0	2	0	6	0	0	0	0	7	0	0	0	2	1	0	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0	1					
10	Число действительных избирательных бюллетеней	19411	1017	815	891	564	566	653	860	1135	215	60	305	246	142	343	569	311	212	550	366	86	211	256	333	327	455	360	353	357	193	195	239	74	306	214	156	301	309	199	122	145	383	157	427	172	146	115	357	196	386	384	205	132	648	194	325	173					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	239	14	6	13	7	8	19	25	17	6	0	9	1	2	1	6	1	4	6	1	1	1	6	3	1	4	3	1	1	1	1	1	1	11	1	1	7	2	1	1	1	11	1	11	2	1	6	1	1	1	1	1	1	2	1	1	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	198	14	5	13	5	8	10	25	17	6	0	9	0	2	1	6	0	4	1	1	1	1	4	2	1	2	3	1	0	0	0	1	0	11	1	1	5	2	1	1	1	7	0	11	2	1	6	1	0	1	1	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	79	9	1	3	3	4	2	7	5	0	0	1	0	0	0	0	0	0	2	3	0	0	4	1	2	0	0	0	0	2	0	1	1	4	0	0	0	2	1	0	2	2	0	2	1	1	0	4	0	1	1	3	0	0	0	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	41	0	1	0	2	0	9	0	0	0	0	0	1	0	0	0	1	0	5	0	0	0	2	1	0	2	0	0	1	1	1	0	1	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	2	2	7	1	3	0	5	6	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	252	23	8	10	14	8	9	18	22	1	0	8	5	0	2	24	24	7	0	0	0	0	7	4	5	2	0	4	2	1	1	0	0	4	3	2	0	2	0	0	0	0	1	2	1	2	1	8	1	0	1	3	2	5	3	2	0					
		1.29%	2.24%	0.93%	1.12%	2.48%	1.40%	1.36%	2.09%	1.92%	0.47%	0.00%	2.62%	1.92%	0.00%	0.58%	4.21%	7.72%	3.30%	0.00%	0.00%	0.00%	0.00%	2.71%	1.20%	1.50%	0.44%	0.00%	1.13%	0.56%	0.50%	0.51%	0.00%	0.00%	1.30%	1.40%	1.28%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.64%	0.47%	0.56%	1.37%	0.87%	2.24%	0.51%	0.00%	0.26%	1.46%	1.52%	0.77%	1.53%	0.62%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	1	1	2	4	2	0	3	5	0	0	1	0	0	3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0					
		0.16%	0.10%	0.12%	0.22%	0.71%	0.35%	0.00%	0.35%	0.44%	0.00%	0.00%	0.33%	0.00%	0.00%	0.87%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.10%	0.00%	0.00%	0.18%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	814	82	38	18	65	50	44	56	98	4	2	15	5	6	4	45	10	13	1	10	1	2	15	4	19	1	13	0	19	12	8	5	1	11	2	1	2	5	2	0	2	26	7	4	1	1	4	11	7	15	5	2	6	27	5	2	0					
		4.17%	7.97%	4.44%	2.01%	11.50%	8.73%	6.66%	6.50%	8.55%	1.86%	3.33%	4.92%	1.92%	4.23%	1.17%	7.89%	3.22%	6.13%	0.18%	2.72%	1.16%	0.95%	5.81%	1.20%	5.71%	0.22%	3.61%	0.00%	5.32%	6.00%	4.10%	2.09%	1.35%	3.57%	0.93%	0.64%	0.66%	1.62%	1.01%	0.00%	1.37%	6.79%	4.46%	0.93%	0.56%	0.68%	3.48%	3.08%	3.57%	3.89%	1.30%	0.98%	4.55%	4.17%	2.55%	0.62%	0.00%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	14	5	0	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.07%	0.49%	0.00%	0.11%	0.00%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	2	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.06%	0.19%	0.23%	0.00%	0.18%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	234	25	11	13	17	18	18	17	30	1	0	8	2	1	3	3	5	2	1	2	1	0	3	3	1	0	4	0	1	0	1	3	1	2	0	0	0	0	0	0	0	2	1	0	0	1	1	1	1	5	8	2	6	9	0	0	0					
		1.20%	2.43%	1.29%	1.45%	3.01%	3.14%	2.72%	1.97%	2.62%	0.47%	0.00%	2.62%	0.77%	0.70%	0.87%	0.53%	1.61%	0.94%	0.18%	0.54%	1.16%	0.00%	1.16%	0.90%	0.30%	0.00%	1.11%	0.00%	0.28%	0.00%	0.51%	1.26%	1.35%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.64%	0.00%	0.00%	0.68%	0.87%	0.28%	0.51%	1.30%	2.08%	0.98%	4.55%	1.39%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	269	32	14	10	17	32	21	22	35	1	0	4	3	0	1	4	1	0	1	1	0	4	4	3	3	1	1	1	6	1	0	2	1	5	0	2	1	0	1	0	0	6	1	0	0	0	0	3	1	1	6	0	2	9	4	0	1					
		1.38%	3.11%	1.64%	1.12%	3.01%	5.58%	3.18%	2.55%	3.05%	0.47%	0.00%	1.31%	1.15%	0.00%	0.29%	0.70%	0.32%	0.00%	0.18%	0.27%	0.00%	1.90%	1.55%	0.90%	0.90%	0.22%	0.28%	0.28%	1.68%	0.50%	0.00%	0.84%	1.35%	1.62%	0.00%	1.28%	0.33%	0.00%	0.50%	0.00%	0.00%	1.57%	0.64%	0.00%	0.00%	0.00%	0.00%	0.84%	0.51%	0.26%	1.56%	0.00%	1.52%	1.39%	2.04%	0.00%	0.57%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	57	7	2	4	0	3	2	4	8	3	0	3	0	0	0	2	4	0	1	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	1	1	0	0	1	1	0	0					
		0.29%	0.68%	0.23%	0.45%	0.00%	0.52%	0.30%	0.46%	0.70%	1.40%	0.00%	0.98%	0.00%	0.00%	0.00%	0.35%	1.29%	0.00%	0.18%	0.27%	0.00%	0.00%	0.39%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.28%	0.00%	0.26%	0.26%	0.00%	0.00%	0.15%	0.51%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17680	837	734	832	444	443	555	735	929	205	58	264	231	135	330	490	265	190	546	350	84	205	224	318	296	451	342	348	329	178	183	229	70	283	208	151	297	302	195	122	142	345	146	418	170	141	109	329	186	363	362	198	116	593	181	321	172					
		90.48%	81.34%	85.75%	93.06%	78.58%	77.31%	83.96%	85.27%	81.06%	95.35%	96.67%	86.56%	88.85%	95.07%	96.21%	85.96%	85.21%	89.62%	99.27%	95.37%	97.67%	97.16%	86.82%	95.50%	88.89%	99.12%	95.00%	98.58%	92.16%	89.00%	93.85%	95.82%	94.59%	91.88%	96.74%	96.79%	98.67%	97.73%	97.99%	100.00%	97.26%	90.08%	92.99%	97.66%	96.05%	96.58%	94.78%	92.16%	94.90%	94.04%	94.27%	96.59%	87.88%	91.51%	92.35%	98.77%	98.85%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	41	2	5	1	1	8	4	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0					
