Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Слободская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060					
1	"Число избирателей, внесенных в список избирателей"	25394	577	450	374	299	762	674	642	213	198	1552	1353	1434	2581	1479	1394	1366	1275	578	1151	903	328	328	513	529	559	391	481	662	613	397	643	290	405					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24910	550	450	300	300	750	680	650	200	190	1500	1350	1400	2550	1450	1400	1350	1250	550	1150	850	350	340	500	500	550	350	450	650	600	400	650	300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11450	278	256	203	107	330	360	280	95	80	581	580	643	1265	728	731	750	325	308	573	420	189	160	211	304	277	176	237	214	162	209	184	89	145					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1851	64	22	37	102	54	20	13	17	45	23	33	42	59	52	15	21	230	29	76	93	33	41	91	44	26	25	14	131	135	56	88	50	70					
6	Число погашенных избирательных бюллетеней	11609	208	172	60	91	366	300	357	88	65	896	737	715	1226	670	654	579	695	213	501	337	128	139	198	152	247	149	199	305	303	135	378	161	185					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1851	64	22	37	102	54	20	13	17	45	23	33	42	59	52	15	21	230	29	76	93	33	41	91	44	26	25	14	131	135	56	88	50	70					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11438	278	256	203	107	330	359	280	95	80	581	578	641	1258	728	731	750	325	308	573	420	189	160	211	304	277	176	237	214	162	209	184	89	145					
9	Число недействительных избирательных бюллетеней	243	6	3	3	6	7	12	2	1	0	13	16	15	29	20	11	8	8	8	12	6	7	3	1	10	4	4	5	2	7	4	3	2	5					
10	Число действительных избирательных бюллетеней	13046	336	275	237	203	377	367	291	111	125	591	595	668	1288	760	735	763	547	329	637	507	215	198	301	338	299	197	246	343	290	261	269	137	210					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	567	30	10	10	22	15	20	10	10	10	15	15	15	15	30	20	20	20	10	15	10	40	20	20	20	20	10	10	10	10	35	15	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	382	17	7	3	22	6	9	8	3	2	8	3	9	13	1	12	11	13	3	13	7	40	20	20	11	20	9	5	5	6	35	14	9	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	214	10	6	31	4	5	9	10	2	6	8	5	10	7	4	5	5	6	5	6	6	7	6	9	5	3	7	3	5	6	9	2	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	185	13	3	7	0	9	11	2	7	8	7	12	6	2	29	8	9	7	7	2	3	0	0	0	9	0	1	5	5	4	0	1	6	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
