Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Туринская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в списки"	25646	983	1009	2292	1410	1933	1999	2232	1503	2145	594	830	798	1011	128	241	1039	412	838	502	257	781	531	563	785	830					
2	"Число бюллетеней, полученных участковыми комиссиями"	22983	900	910	2050	1270	1710	1750	2020	1330	1920	535	755	730	910	134	220	930	380	760	455	234	715	490	505	705	665					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10680	383	312	884	668	757	811	826	572	850	276	305	359	559	52	117	367	176	333	233	138	392	243	261	409	397					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1237	34	45	33	26	43	26	64	66	83	57	107	89	13	17	19	97	49	77	38	29	63	36	63	45	18					
6	Число погашенных бюллетеней	11066	483	553	1133	576	910	913	1130	692	987	202	343	282	338	65	84	466	155	350	184	67	260	211	181	251	250					
7	Число бюллетеней в переносных ящиках для голосования	1237	34	45	33	26	43	26	64	66	83	57	107	89	13	17	19	97	49	77	38	29	63	36	63	45	18					
8	Число бюллетеней в стационарных ящиках для голосования	10680	383	312	884	668	757	811	826	572	850	276	305	359	559	52	117	367	176	333	233	138	392	243	261	409	397					
9	Число недействительных бюллетеней	224	16	5	18	17	23	14	14	13	7	3	8	3	7	1	7	8	6	2	8	3	4	9	7	5	16					
10	Число действительных бюллетеней	11693	401	352	899	677	777	823	876	625	926	330	404	445	565	68	129	456	219	408	263	164	451	270	317	449	399					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	330	14	14	25	19	25	25	30	20	25	8	10	10	14	2	3	14	6	10	7	4	10	7	8	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	86	1	2	10	5	10	4	7	1	2	3	1	6	1	0	0	1	2	1	0	2	5	3	8	4	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	1	2	1	4	5	6	1	3	2	0	2	2	0	1	0	3	2	2	1	2	2	0	4	4	2					
14	Число погашенных открепительных удостоверений	244	13	12	15	14	15	21	23	19	23	5	9	4	13	2	3	13	4	9	7	2	5	4	0	6	3					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	265	7	9	13	10	10	13	14	8	14	12	8	13	9	0	7	14	10	15	13	5	8	8	10	21	14					
		2.22%	1.67%	2.52%	1.41%	1.44%	1.25%	1.55%	1.57%	1.25%	1.50%	3.60%	1.94%	2.90%	1.57%	0.0%	5.14%	3.01%	4.44%	3.65%	4.79%	2.99%	1.75%	2.86%	3.08%	4.62%	3.37%					
