Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																
Дата голосования: 02.12.2007																
																
Наименование Избирательной комиссии:    Билибинская																
																
Сводная таблица результатов выборов																
																
		Сумма	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29					
1	"Число избирателей, внесенных в списки избирателей"	6794	1548	1545	1443	789	505	201	331	167	265					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6565	1432	1397	1263	734	578	249	394	194	324					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	407	0	0	0	184	96	20	47	48	12					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4557	1114	1031	941	319	355	179	279	111	228					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	289	55	18	75	132	0	2	0	0	7					
6	Число погашенных избирательных бюллетеней	1312	263	348	247	99	127	48	68	35	77					
7	Число избирательных бюллетеней в переносных ящиках для голосования	696	55	18	75	316	96	22	47	48	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4031	895	823	909	319	355	179	232	111	208					
9	Число недействительных избирательных бюллетеней	440	0	0	196	175	21	0	9	10	29					
10	Число действительных избирательных бюллетеней	4287	950	841	788	460	430	201	270	149	198					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	130	20	20	20	20	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	25	4	2	3	4	0	0	2	0	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	12	2	5	3	1	0	0	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	105	16	18	17	16	10	10	8	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	1	2	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0					
																
18	1.Политическая партия «Аграрная партия России»	28	4	4	5	1	6	4	1	1	2					
		0.59%	0.42%	0.48%	0.51%	0.16%	1.33%	1.99%	0.36%	0.63%	0.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	4	4	11	0	1	0	0	0	1					
		0.44%	0.42%	0.48%	1.12%	0.00%	0.22%	0.00%	0.00%	0.00%	0.44%					
20	3.Политическая партия «Демократическая партия России»	2	1	0	0	0	0	0	1	0	0					
		0.04%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	75	19	7	8	11	12	2	5	4	7					
		1.59%	2.00%	0.83%	0.81%	1.73%	2.66%	0.99%	1.79%	2.52%	3.08%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	8	0	5	0	0	0	0	1	1					
		0.32%	0.84%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.63%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	6	2	0	3	0	0	1	0	0	0					
		0.13%	0.21%	0.00%	0.30%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	184	31	33	21	34	24	8	11	10	12					
		3.89%	3.26%	3.92%	2.13%	5.35%	5.32%	3.98%	3.94%	6.29%	5.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	76	18	14	17	3	9	2	6	2	5					
		1.61%	1.89%	1.66%	1.73%	0.47%	1.99%	0.99%	2.15%	1.26%	2.20%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	7	1	0	2	0	0	0	1	1	2					
		0.15%	0.11%	0.00%	0.20%	0.00%	0.00%	0.00%	0.36%	0.63%	0.88%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3836	854	767	705	410	378	184	243	130	165					
		81.15%	89.89%	91.20%	71.65%	64.57%	83.81%	91.54%	87.10%	81.76%	72.69%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	37	8	12	11	1	0	0	2	0	3					
		0.78%	0.84%	1.43%	1.12%	0.16%	0.00%	0.00%	0.72%	0.00%	1.32%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
