Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																
Дата голосования: 04.12.2011																
																
Наименование Избирательной комиссии:    Билибинская																
																
Сводная таблица результатов выборов																
																
		Сумма	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29					
1	"Число избирателей, внесенных в список избирателей"	5879	1319	1382	1336	568	414	210	289	130	231					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	5457	1100	1100	1100	592	537	236	335	174	283					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	333	0	0	0	192	63	37	28	13	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4049	1063	882	829	254	318	170	215	117	201					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	150	7	13	86	16	8	2	12	0	6					
6	Число погашенных избирательных бюллетеней	925	30	205	185	130	148	27	80	44	76					
7	Число избирательных бюллетеней в переносных ящиках для голосования	483	7	13	86	208	71	39	40	13	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4047	1062	882	829	254	317	170	215	117	201					
9	Число недействительных избирательных бюллетеней	110	27	13	24	12	18	1	11	1	3					
10	Число действительных избирательных бюллетеней	4420	1042	882	891	450	370	208	244	129	204					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	90	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	25	8	2	5	1	0	2	1	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	23	1	17	2	1	0	2	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	65	2	8	5	9	10	8	9	10	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	5	1	1	0	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0					
																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	178	19	23	20	10	32	15	27	16	16					
		3.93%	1.78%	2.57%	2.19%	2.16%	8.25%	7.18%	10.59%	12.31%	7.73%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	594	145	118	129	78	42	27	20	15	20					
		13.11%	13.56%	13.18%	14.10%	16.88%	10.82%	12.92%	7.84%	11.54%	9.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	22	4	5	7	3	2	0	1	0	0					
		0.49%	0.37%	0.56%	0.77%	0.65%	0.52%	0.00%	0.39%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	177	11	15	18	17	29	17	39	8	23					
		3.91%	1.03%	1.68%	1.97%	3.68%	7.47%	8.13%	15.29%	6.15%	11.11%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	15	14	11	12	2	1	3	1	5					
		1.41%	1.40%	1.56%	1.20%	2.60%	0.52%	0.48%	1.18%	0.77%	2.42%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3351	843	689	702	327	262	148	154	88	138					
		73.97%	78.86%	76.98%	76.72%	70.78%	67.53%	70.81%	60.39%	67.69%	66.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	34	5	18	4	3	1	0	0	1	2					
		0.75%	0.47%	2.01%	0.44%	0.65%	0.26%	0.00%	0.00%	0.77%	0.97%					
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
																
