Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Терская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №97	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	35745	1452	2976	2819	2527	2975	1649	321	1641	2575	360	1999	375	1363	1083	1012	952	2076	1881	211	775	1430	1543	1234	516									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35425	1440	2950	2800	2500	2950	1630	325	1620	2550	360	1970	370	1350	1070	1000	950	2050	1850	210	800	1420	1520	1230	510									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	31411	1341	2548	2537	2248	2620	1479	302	1501	2129	335	1580	281	1234	911	720	864	1912	1701	207	683	1327	1360	1121	470									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	691	17	100	21	33	22	17	9	35	18	16	23	17	23	86	86	15	14	22	0	21	29	20	27	20									
6	Число погашенных избирательных бюллетеней	3323	82	302	242	219	308	134	14	84	403	9	367	72	93	73	194	71	124	127	3	96	64	140	82	20									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	691	17	100	21	33	22	17	9	35	18	16	23	17	23	86	86	15	14	22	0	21	29	20	27	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	31411	1341	2548	2537	2248	2620	1479	302	1501	2129	335	1580	281	1234	911	720	864	1912	1701	207	683	1327	1360	1121	470									
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	32102	1358	2648	2558	2281	2642	1496	311	1536	2147	351	1603	298	1257	997	806	879	1926	1723	207	704	1356	1380	1148	490									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	73	3	4	4	3	3	3	2	3	3	6	3	2	3	3	3	3	3	3	2	2	3	3	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	19	0	1	0	3	1	0	0	0	0	6	2	0	0	2	3	0	1	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	12	0	0	0	7	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	54	3	3	4	0	2	3	2	3	3	0	1	2	3	1	0	3	2	3	2	2	3	3	3	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	2	0	3	3	0	0	1	3	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	17	1	2	2	2	1	1	0	2	0	0	2	0	0	1	0	1	0	0	1	0	0	1	0	0									
		0.05%	0.07%	0.08%	0.08%	0.09%	0.04%	0.07%	0.00%	0.13%	0.00%	0.00%	0.12%	0.00%	0.00%	0.10%	0.00%	0.11%	0.00%	0.00%	0.48%	0.00%	0.00%	0.07%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	283	0	2	0	1	1	0	1	0	0	0	0	1	0	215	0	0	0	1	61	0	0	0	0	0									
		0.88%	0.00%	0.08%	0.00%	0.04%	0.04%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	21.56%	0.00%	0.00%	0.00%	0.06%	29.47%	0.00%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24636	1002	2156	2105	1910	2095	1085	217	1138	1720	239	1200	209	920	749	541	645	1565	1355	126	472	984	1019	850	334									
		76.74%	73.78%	81.42%	82.29%	83.74%	79.30%	72.53%	69.77%	74.09%	80.11%	68.09%	74.86%	70.13%	73.19%	75.13%	67.12%	73.38%	81.26%	78.64%	60.87%	67.05%	72.57%	73.84%	74.04%	68.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	201	5	17	10	8	13	9	3	7	14	4	8	5	9	6	7	7	9	11	3	5	10	13	10	8									
		0.63%	0.37%	0.64%	0.39%	0.35%	0.49%	0.60%	0.96%	0.46%	0.65%	1.14%	0.50%	1.68%	0.72%	0.60%	0.87%	0.80%	0.47%	0.64%	1.45%	0.71%	0.74%	0.94%	0.87%	1.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	58	1	6	4	5	7	3	2	2	3	1	2	1	3	2	2	1	2	3	0	0	2	2	3	1									
		0.18%	0.07%	0.23%	0.16%	0.22%	0.26%	0.20%	0.64%	0.13%	0.14%	0.28%	0.12%	0.34%	0.24%	0.20%	0.25%	0.11%	0.10%	0.17%	0.00%	0.00%	0.15%	0.14%	0.26%	0.20%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	2	5	6	4	6	2	2	2	3	2	3	2	2	2	3	3	3	2	1	1	3	2	2	2									
		0.20%	0.15%	0.19%	0.23%	0.18%	0.23%	0.13%	0.64%	0.13%	0.14%	0.57%	0.19%	0.67%	0.16%	0.20%	0.37%	0.34%	0.16%	0.12%	0.48%	0.14%	0.22%	0.14%	0.17%	0.41%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
