Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Волосовская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №958									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	34513	2385	2313	2372	1762	554	1614	1620	721	2053	296	1228	1266	1212	1503	443	560	599	1502	1208	1717	1064	1437	1217	1234	1444	1145	44									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32150	2100	2100	2100	1500	500	1500	1500	700	1800	250	1200	1200	1100	1300	400	550	550	1400	1100	1700	1000	1400	1200	1200	1400	1100	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13921	860	893	858	785	250	1160	646	330	1151	45	435	495	411	530	133	295	378	585	328	596	280	430	620	381	541	498	7									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3255	54	25	44	39	17	25	450	71	115	133	66	61	241	208	87	45	69	113	173	91	159	255	153	184	238	102	37									
6	Число погашенных избирательных бюллетеней	14974	1186	1182	1198	676	233	315	404	299	534	72	699	644	448	562	180	210	103	702	599	1013	561	715	427	635	621	500	256									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3255	54	25	44	39	17	25	450	71	115	133	66	61	241	208	87	45	69	113	173	91	159	255	153	184	238	102	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13910	860	893	855	785	250	1160	646	330	1148	45	435	495	411	530	133	295	378	585	328	596	280	429	620	381	541	494	7									
9	Число недействительных избирательных бюллетеней	358	25	20	27	9	10	4	13	7	9	1	2	14	7	44	0	5	18	21	16	16	12	13	19	18	21	7	0									
10	Число действительных избирательных бюллетеней	16807	889	898	872	815	257	1181	1083	394	1254	177	499	542	645	694	220	335	429	677	485	671	427	671	754	547	758	589	44									
