Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
"Наименование Избирательной комиссии:    Барнаул, Центральная"																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251					
1	"Число избирателей, внесенных в списки"	96514	2944	2355	2362	2020	2565	1992	2223	2466	2209	1088	2958	2450	2852	2518	2831	1463	2076	2237	2389	2709	2021	2610	2682	1887	2588	1891	2942	2114	1062	2209	2429	2967	1494	1037	2229	1848	2302	1684	2368	1507	2024	2824	597	1477	1014					
2	"Число бюллетеней, полученных участковыми комиссиями"	75000	2200	1850	1800	1600	2000	1500	1800	1900	1900	800	2200	1900	2300	1900	2200	1100	1600	1700	1800	2000	1600	2000	2100	1400	2000	1600	2200	1600	800	1600	1800	2100	1100	800	1800	1400	1800	1200	1900	1100	1400	2200	450	1800	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	50438	1429	1481	1543	1207	1767	1227	1436	1567	1477	551	1554	1283	1388	1036	1353	719	912	739	1183	1382	720	1108	1061	652	1125	704	1146	689	455	1466	1585	1830	827	561	1243	1063	1395	833	1226	738	1004	1256	278	1253	986					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2373	31	51	63	91	42	25	34	16	19	69	89	17	45	99	50	25	24	295	81	32	36	22	42	24	34	35	66	234	34	40	35	29	15	15	30	48	40	46	77	53	46	140	30	0	4					
6	Число погашенных бюллетеней	22189	740	318	194	302	191	248	330	317	404	180	557	600	867	765	797	356	664	666	536	586	844	870	997	724	841	861	988	677	311	94	180	241	258	224	527	289	365	321	597	309	350	804	142	547	210					
7	Число бюллетеней в переносных ящиках для голосования	2373	31	51	63	91	42	25	34	16	19	69	89	17	45	99	50	25	24	295	81	32	36	22	42	24	34	35	66	234	34	40	35	29	15	15	30	48	40	46	77	53	46	140	30	0	4					
8	Число бюллетеней в стационарных ящиках для голосования	50408	1429	1481	1543	1207	1764	1227	1436	1564	1475	551	1544	1283	1387	1035	1351	719	912	739	1183	1381	720	1108	1061	652	1125	704	1146	689	455	1466	1583	1830	827	561	1243	1063	1393	833	1225	738	1004	1255	278	1252	986					
9	Число недействительных бюллетеней	566	8	11	15	3	9	7	5	9	14	4	7	7	7	10	16	14	14	7	16	12	6	16	19	13	11	6	10	21	9	15	5	8	17	11	14	14	16	15	24	7	14	18	0	20	62					
10	Число действительных бюллетеней	52215	1452	1521	1591	1295	1797	1245	1465	1571	1480	616	1626	1293	1425	1124	1385	730	922	1027	1248	1401	750	1114	1084	663	1148	733	1202	902	480	1491	1613	1851	825	565	1259	1097	1417	864	1278	784	1036	1377	308	1232	928					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	846	60	20	75	23	33	15	20	30	30	17	20	25	25	23	25	10	10	10	25	20	15	10	10	10	10	10	20	10	10	20	20	20	10	10	20	20	20	20	10	15	10	20	10	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	666	27	14	71	19	29	15	16	29	23	16	13	23	20	20	23	5	7	6	21	17	14	9	7	3	8	4	20	6	6	15	17	17	5	5	17	17	19	16	8	9	10	19	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	766	20	23	18	16	23	16	19	0	26	21	22	15	17	13	13	15	9	13	17	16	18	8	16	3	16	9	20	68	36	12	11	9	11	7	10	8	12	10	12	10	8	14	7	67	32					
14	Число погашенных открепительных удостоверений	180	33	6	4	4	4	0	4	1	7	1	7	2	5	3	2	5	3	4	4	3	1	1	3	7	2	6	0	4	4	5	3	3	5	5	3	3	1	4	2	6	0	1	9	0	0					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	639	23	11	15	9	11	14	13	16	12	10	14	11	10	8	13	6	18	17	12	16	11	14	7	11	18	18	19	10	5	17	19	32	13	6	26	15	11	20	16	7	11	11	7	25	31					
		1.21%	1.57%	0.71%	0.93%	0.69%	0.60%	1.11%	0.88%	1.01%	0.80%	1.61%	0.85%	0.84%	0.69%	0.70%	0.92%	0.80%	1.92%	1.64%	0.94%	1.13%	1.45%	1.23%	0.63%	1.62%	1.55%	2.43%	1.56%	1.08%	1.02%	1.12%	1.17%	1.72%	1.54%	1.04%	2.04%	1.35%	0.76%	2.27%	1.22%	0.88%	1.04%	0.78%	2.27%	1.99%	3.13%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3634	125	128	81	106	198	145	146	177	145	51	191	136	67	67	82	36	34	72	100	121	62	48	47	34	48	36	53	43	20	101	107	147	61	37	85	78	81	19	44	29	49	39	10	43	105					
