Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Вожегодская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	12544	2360	1659	1533	111	578	142	110	1604	113	325	106	210	184	507	491	371	611	143	170	134	242	393	447									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12210	2400	1600	1500	110	560	130	100	1600	120	320	100	190	180	500	450	300	610	130	140	120	230	390	430									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4420	918	624	382	45	196	60	45	497	41	117	52	83	84	185	167	72	251	70	66	53	97	132	183									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1171	15	46	67	3	113	38	32	111	11	36	16	60	11	90	103	170	53	9	36	11	28	66	46									
6	Число погашенных избирательных бюллетеней	6619	1467	930	1051	62	251	32	23	992	68	167	32	47	85	225	180	58	306	51	38	56	105	192	201									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1171	15	46	67	3	113	38	32	111	11	36	16	60	11	90	103	170	53	9	36	11	28	66	46									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4418	916	624	382	45	196	60	45	497	41	117	52	83	84	185	167	72	251	70	66	53	97	132	183									
9	Число недействительных избирательных бюллетеней	86	14	14	7	0	5	0	0	11	0	2	0	2	0	4	5	0	7	3	0	0	1	8	3									
10	Число действительных избирательных бюллетеней	5503	917	656	442	48	304	98	77	597	52	151	68	141	95	271	265	242	297	76	102	64	124	190	226									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	25	20	20	5	10	10	10	25	10	10	10	10	10	15	15	15	20	15	15	15	15	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	93	15	11	9	3	3	0	1	11	10	1	2	10	5	1	0	1	2	0	0	1	1	1	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	9	15	6	2	2	1	1	10	1	1	1	0	1	5	10	0	2	1	4	2	0	1	7									
14	Число погашенных неиспользованных открепительных удостоверений	247	10	9	11	2	7	10	9	14	0	9	8	0	5	14	15	14	18	15	15	14	14	19	15									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	17	6	4	0	4	0	0	1	0	0	0	0	0	1	2	0	3	1	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	49	9	3	5	0	7	1	0	3	1	2	2	1	2	3	2	2	0	0	0	1	1	4	0									
		0.88%	0.97%	0.45%	1.11%	0.00%	2.27%	1.02%	0.00%	0.49%	1.92%	1.31%	2.94%	0.70%	2.11%	1.09%	0.74%	0.83%	0.00%	0.00%	0.00%	1.56%	0.80%	2.02%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	176	32	21	8	2	8	4	0	11	1	5	0	1	0	10	13	11	15	3	2	4	3	8	14									
		3.15%	3.44%	3.13%	1.78%	4.17%	2.59%	4.08%	0.00%	1.81%	1.92%	3.27%	0.00%	0.70%	0.00%	3.64%	4.81%	4.55%	4.93%	3.80%	1.96%	6.25%	2.40%	4.04%	6.11%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	193	31	19	11	0	9	2	1	31	1	4	2	3	6	9	11	9	22	1	3	0	3	8	7									
		3.45%	3.33%	2.84%	2.45%	0.00%	2.91%	2.04%	1.30%	5.10%	1.92%	2.61%	2.94%	2.10%	6.32%	3.27%	4.07%	3.72%	7.24%	1.27%	2.94%	0.00%	2.40%	4.04%	3.06%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2328	309	226	172	21	159	53	51	304	22	51	42	100	54	132	117	109	105	25	46	31	52	64	83									
		41.65%	33.19%	33.73%	38.31%	43.75%	51.46%	54.08%	66.23%	50.00%	42.31%	33.33%	61.76%	69.93%	56.84%	48.00%	43.33%	45.04%	34.54%	31.65%	45.10%	48.44%	41.60%	32.32%	36.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	33	15	5	2	0	2	0	0	1	0	1	0	0	0	0	1	1	3	0	0	1	0	0	1									
		0.59%	1.61%	0.75%	0.45%	0.00%	0.65%	0.00%	0.00%	0.16%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.37%	0.41%	0.99%	0.00%	0.00%	1.56%	0.00%	0.00%	0.44%									
24	"6. Политическая партия ""Гражданская Платформа"""	12	2	1	0	0	1	0	0	2	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1									
		0.21%	0.21%	0.15%	0.00%	0.00%	0.32%	0.00%	0.00%	0.33%	0.00%	0.65%	0.00%	0.70%	0.00%	0.00%	0.37%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.44%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1305	188	177	122	15	59	23	12	129	17	41	17	21	22	69	63	60	90	18	20	6	38	43	55									
		23.35%	20.19%	26.42%	27.17%	31.25%	19.09%	23.47%	15.58%	21.22%	32.69%	26.80%	25.00%	14.69%	23.16%	25.09%	23.33%	24.79%	29.61%	22.78%	19.61%	9.38%	30.40%	21.72%	24.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	5	3	3	0	2	2	0	3	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0									
		0.39%	0.54%	0.45%	0.67%	0.00%	0.65%	2.04%	0.00%	0.49%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.37%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	8	5	4	0	1	0	0	5	0	1	0	0	0	0	3	1	2	0	0	0	3	0	2									
		0.63%	0.86%	0.75%	0.89%	0.00%	0.32%	0.00%	0.00%	0.82%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	1.11%	0.41%	0.66%	0.00%	0.00%	0.00%	2.40%	0.00%	0.87%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0									
		0.07%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	11	6	2	0	4	0	0	4	3	1	0	0	0	5	0	1	2	2	0	0	0	5	2									
