Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Архаринская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27					
1	"Число избирателей, внесенных в список избирателей"	14069	1489	1562	1572	1385	1549	383	567	74	176	150	281	482	338	180	118	705	328	49	280	162	159	705	134	334	132	346	429					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14279	1600	1540	1570	1579	1530	330	590	70	170	140	290	490	330	170	110	700	350	50	280	150	150	710	130	340	130	340	440					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6791	569	689	664	689	627	140	322	54	100	95	178	285	231	127	86	393	163	34	141	110	98	311	86	198	88	138	175					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1314	74	159	41	144	74	13	25	1	18	34	46	77	27	12	5	61	42	2	59	10	32	126	12	41	17	114	48					
6	Число погашенных избирательных бюллетеней	6174	957	692	865	746	829	177	243	15	52	11	66	128	72	31	19	246	145	14	80	30	20	273	32	101	25	88	217					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1314	74	159	41	144	74	13	25	1	18	34	46	77	27	12	5	61	42	2	59	10	32	126	12	41	17	114	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6726	506	689	662	689	627	140	322	54	100	95	178	285	231	127	86	393	163	34	141	110	98	311	86	198	88	138	175					
9	Число недействительных избирательных бюллетеней	147	11	24	18	17	14	1	11	0	1	3	1	5	6	6	0	5	1	1	3	1	0	10	0	3	0	2	3					
10	Число действительных избирательных бюллетеней	7893	569	824	685	816	687	152	336	55	117	126	223	357	252	133	91	449	204	35	197	119	130	427	98	236	105	250	220					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	189	15	15	21	15	15	5	9	3	3	3	5	7	5	3	3	10	5	3	5	3	3	10	3	5	3	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	86	11	2	16	10	13	3	6	0	0	0	0	2	4	0	0	4	3	0	0	0	1	5	0	2	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	293	10	52	65	47	74	26	0	0	0	0	2	1	0	0	0	4	1	1	0	0	2	1	0	2	1	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	103	4	13	5	5	2	2	3	3	3	3	5	5	1	3	3	6	2	3	5	3	2	5	3	3	3	3	5					
