Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Свердловская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №657	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №797	УИК №798					
1	"Число избирателей, внесенных в список избирателей"	13758	1129	1089	1286	962	583	246	220	381	264	656	460	533	448	402	341	247	219	264	245	618	277	356	875	1108	549					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11423	901	852	1030	764	465	196	181	345	238	556	422	410	373	322	269	242	196	258	198	503	254	336	809	877	426					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7101	681	566	705	509	230	86	121	196	144	316	175	224	242	209	167	136	126	130	109	376	112	172	411	666	292					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1541	35	71	67	74	128	88	30	39	51	86	69	122	65	62	34	31	27	42	42	56	69	36	141	38	38					
6	Число погашенных избирательных бюллетеней	2781	185	215	258	181	107	22	30	110	43	154	178	64	66	51	68	75	43	86	47	71	73	128	257	173	96					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1541	35	71	67	74	128	88	30	39	51	86	69	122	65	62	34	31	27	42	42	56	69	36	141	38	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7101	681	566	705	509	230	86	121	196	144	316	175	224	242	209	167	136	126	130	109	376	112	172	411	666	292					
9	Число недействительных избирательных бюллетеней	150	20	13	13	8	5	1	4	5	5	5	1	11	5	7	2	3	2	1	1	6	1	5	13	9	4					
10	Число действительных избирательных бюллетеней	8492	696	624	759	575	353	173	147	230	190	397	243	335	302	264	199	164	151	171	150	426	180	203	539	695	326					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	303	31	30	40	10	10	10	10	10	5	10	8	5	9	8	9	5	5	8	5	10	5	7	10	35	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	112	10	8	9	1	4	0	5	5	1	4	3	5	6	8	0	3	4	8	0	6	2	4	5	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	8	12	6	3	7	3	3	2	3	5	2	4	3	2	5	2	3	3	2	3	3	5	6	10	11					
14	Число погашенных неиспользованных открепительных удостоверений	191	21	22	31	9	6	10	5	5	4	6	5	0	3	0	9	2	1	0	5	4	3	3	5	27	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	777	61	58	63	68	41	12	14	18	14	28	17	26	43	38	20	9	9	21	9	31	7	18	47	69	36					
		8.99%	8.52%	9.11%	8.16%	11.66%	11.45%	6.90%	9.27%	7.66%	7.18%	6.97%	6.97%	7.51%	14.01%	14.02%	9.95%	5.39%	5.88%	12.21%	5.96%	7.18%	3.87%	8.65%	8.51%	9.80%	10.91%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1058	79	61	97	74	47	19	21	42	15	45	22	43	62	31	39	11	31	21	14	51	25	18	66	79	45					
		12.24%	11.03%	9.58%	12.56%	12.69%	13.13%	10.92%	13.91%	17.87%	7.69%	11.19%	9.02%	12.43%	20.20%	11.44%	19.40%	6.59%	20.26%	12.21%	9.27%	11.81%	13.81%	8.65%	11.96%	11.22%	13.64%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	2	5	4	2	1	1	1	4	2	3	0	1	0	4	2	1	1	5	1	8	1	1	4	9	1					
		0.74%	0.28%	0.78%	0.52%	0.34%	0.28%	0.57%	0.66%	1.70%	1.03%	0.75%	0.00%	0.29%	0.00%	1.48%	0.99%	0.60%	0.65%	2.91%	0.66%	1.85%	0.55%	0.48%	0.72%	1.28%	0.30%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2614	289	229	280	200	79	27	18	49	56	129	65	94	43	91	40	63	31	40	39	83	43	77	208	245	96					
		30.25%	40.36%	35.95%	36.27%	34.31%	22.07%	15.52%	11.92%	20.85%	28.72%	32.09%	26.64%	27.17%	14.01%	33.58%	19.90%	37.72%	20.26%	23.26%	25.83%	19.21%	23.76%	37.02%	37.68%	34.80%	29.09%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	98	6	12	16	5	3	1	1	2	1	5	1	3	3	6	1	2	0	1	1	2	2	0	1	19	4					
		1.13%	0.84%	1.88%	2.07%	0.86%	0.84%	0.57%	0.66%	0.85%	0.51%	1.24%	0.41%	0.87%	0.98%	2.21%	0.50%	1.20%	0.00%	0.58%	0.66%	0.46%	1.10%	0.00%	0.18%	2.70%	1.21%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3840	258	251	297	226	182	112	90	115	101	186	137	167	150	93	94	78	79	82	86	249	100	87	212	268	140					
		44.43%	36.03%	39.40%	38.47%	38.77%	50.84%	64.37%	59.60%	48.94%	51.79%	46.27%	56.15%	48.27%	48.86%	34.32%	46.77%	46.71%	51.63%	47.67%	56.95%	57.64%	55.25%	41.83%	38.41%	38.07%	42.42%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	41	1	8	2	0	0	1	2	0	1	1	1	1	1	1	3	0	0	1	0	2	2	2	1	6	4					
		0.47%	0.14%	1.26%	0.26%	0.00%	0.00%	0.57%	1.32%	0.00%	0.51%	0.25%	0.41%	0.29%	0.33%	0.37%	1.49%	0.00%	0.00%	0.58%	0.00%	0.46%	1.10%	0.96%	0.18%	0.85%	1.21%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
