Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Свердловская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №797	УИК №798					
1	"Число избирателей, внесенных в списки избирателей"	13576	1237	1094	1286	904	583	274	262	323	283	565	151	278	131	555	384	333	306	227	194	256	220	583	251	327	655	236	1204	474					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13109	1100	1000	1167	811	570	270	230	340	270	580	140	290	120	560	390	330	300	240	210	290	230	600	262	340	660	239	1100	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8119	830	635	762	577	272	106	155	209	179	398	71	154	74	281	233	212	170	144	121	151	104	357	122	202	388	119	761	332					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2317	52	133	94	129	138	143	68	88	51	57	53	77	40	204	102	56	84	53	36	59	66	93	75	69	109	77	47	64					
6	Число погашенных избирательных бюллетеней	2673	218	232	311	105	160	21	7	43	40	125	16	59	6	75	55	62	46	43	53	80	60	150	65	69	163	43	292	74					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2317	52	133	94	129	138	143	68	88	51	57	53	77	40	204	102	56	84	53	36	59	66	93	75	69	109	77	47	64					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8119	830	635	762	577	272	106	155	209	179	398	71	154	74	281	233	212	170	144	121	151	104	357	122	202	388	119	761	332					
9	Число недействительных избирательных бюллетеней	62	1	8	0	0	1	0	0	0	4	8	0	1	0	4	2	10	3	0	0	0	1	4	0	1	2	1	9	2					
10	Число действительных избирательных бюллетеней	10374	881	760	856	706	409	249	223	297	226	447	124	230	114	481	333	258	251	197	157	210	169	446	197	270	495	195	799	394					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	261	22	18	31	16	7	3	13	9	3	8	2	4	2	12	5	4	0	8	10	4	3	9	3	4	11	3	41	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	217	22	18	25	12	7	3	13	7	3	8	1	2	0	8	5	2	0	5	10	3	2	9	1	0	10	3	34	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	113	7	4	7	3	3	4	8	4	0	6	4	3	4	5	5	2	1	3	1	2	1	3	3	6	2	8	12	2					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	6	4	0	0	0	2	0	0	1	2	2	4	0	2	0	3	0	1	1	0	2	4	1	0	7	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	7	4	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	158	12	6	21	13	5	1	1	3	8	4	0	7	1	3	1	3	5	2	1	6	2	6	6	5	20	4	10	2					
		1.51%	1.36%	0.78%	2.45%	1.84%	1.22%	0.40%	0.45%	1.01%	3.48%	0.88%	0.00%	3.03%	0.88%	0.62%	0.30%	1.12%	1.97%	1.02%	0.64%	2.86%	1.18%	1.33%	3.05%	1.85%	4.02%	2.04%	1.24%	0.51%					
19	2.Всероссийская политическая партия «Гражданская Сила»	52	5	3	3	4	0	0	0	1	0	1	0	0	0	3	1	3	0	0	0	6	0	6	4	0	1	2	5	4					
		0.50%	0.57%	0.39%	0.35%	0.57%	0.00%	0.00%	0.00%	0.34%	0.00%	0.22%	0.00%	0.00%	0.00%	0.62%	0.30%	1.12%	0.00%	0.00%	0.00%	2.86%	0.00%	1.33%	2.03%	0.00%	0.20%	1.02%	0.62%	1.01%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	0	2	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0					
		0.11%	0.00%	0.13%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.21%	0.30%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.22%	0.00%	0.37%	0.00%	0.00%	0.12%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1327	172	139	116	104	43	13	12	11	36	95	15	24	9	39	29	33	19	33	18	16	1	34	12	52	49	37	125	41					
		12.72%	19.50%	18.10%	13.55%	14.73%	10.49%	5.22%	5.38%	3.70%	15.65%	20.88%	12.10%	10.39%	7.89%	8.04%	8.66%	12.31%	7.48%	16.75%	11.46%	7.62%	0.59%	7.56%	6.09%	19.19%	9.86%	18.88%	15.47%	10.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	2	1	4	0	0	0	0	0	3	0	0	0	2	2	2	0	0	0	0	0	1	0	1	2	0	4	0					
		0.23%	0.00%	0.26%	0.12%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.41%	0.60%	0.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.37%	0.40%	0.00%	0.50%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	13	2	2	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	1					
