Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Талицкая 																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №962	УИК №963	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №984	УИК №986	УИК №987	УИК №988					
1	"Число избирателей, внесенных в список избирателей"	42400	1443	2101	1947	2105	1879	713	1027	1014	1071	1850	1776	2147	1840	1290	1848	444	482	172	432	284	233	555	186	224	568	495	173	189	456	691	588	692	205	328	445	976	270	154	702	191	69	1872	361	247	633	573	227	955	523	624	795	1039	193	103					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39929	1400	1950	1850	1700	1700	650	950	900	1000	1700	1600	2000	1700	1300	1700	400	450	192	450	250	200	550	188	200	600	500	195	200	450	650	600	650	200	300	400	1000	250	188	650	196	70	1750	300	200	600	550	200	950	550	600	750	1000	200	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17148	499	883	852	750	825	258	430	426	418	714	673	818	574	530	676	153	139	78	250	106	108	274	100	108	279	190	85	91	205	337	216	277	102	140	190	376	73	36	330	82	41	801	156	114	290	281	110	420	170	207	307	353	144	103					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3614	94	101	70	169	93	37	41	73	60	114	116	171	165	87	129	60	86	12	30	35	15	61	17	17	27	60	21	34	91	76	69	62	23	48	60	62	74	20	73	32	10	155	44	20	26	35	9	72	72	137	154	195	0	0					
6	Число погашенных избирательных бюллетеней	18938	807	966	928	781	782	355	479	401	522	872	811	1011	961	683	895	187	225	102	170	109	77	215	71	75	294	250	89	75	154	237	247	311	75	112	150	453	103	132	247	82	19	794	100	66	284	234	81	458	308	256	289	400	56	97					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3843	94	101	70	169	93	37	41	73	60	114	116	171	165	87	129	60	86	12	30	35	15	61	17	17	27	60	21	34	91	76	137	62	23	48	60	171	74	20	73	32	10	155	44	20	26	35	9	72	72	137	154	247	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17148	499	883	852	750	825	258	430	426	418	714	673	818	574	530	676	153	139	78	250	106	108	274	100	108	279	190	85	91	205	337	216	277	102	140	190	376	73	36	330	82	41	801	156	114	290	281	110	420	170	207	307	353	144	103					
9	Число недействительных избирательных бюллетеней	633	33	32	21	19	21	1	18	9	5	23	38	48	15	16	13	1	8	0	5	2	4	8	5	5	7	9	2	2	11	1	11	17	4	7	4	27	2	1	16	4	0	33	7	1	6	8	1	13	2	12	66	5	2	2					
10	Число действительных избирательных бюллетеней	20358	560	952	901	900	897	294	453	490	473	805	751	941	724	601	792	212	217	90	275	139	119	327	112	120	299	241	104	123	285	412	342	322	121	181	246	520	145	55	387	110	51	923	193	133	310	308	118	479	240	332	395	595	142	101					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1145	23	30	30	23	40	15	20	15	25	30	35	40	35	22	25	20	20	25	35	15	15	30	5	5	20	10	10	35	40	30	25	15	5	15	15	60	15	15	20	5	5	37	22	5	10	10	15	30	20	15	23	40	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1087	23	30	30	21	40	15	20	15	19	30	35	39	35	22	25	16	20	25	35	15	15	30	5	4	12	8	10	33	40	30	25	12	5	15	15	60	12	15	10	5	2	37	18	5	10	10	12	30	18	15	19	40	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	385	8	19	23	29	13	4	11	18	8	6	13	18	3	5	14	4	0	2	4	2	4	7	3	0	6	3	2	1	4	5	5	0	0	3	4	3	2	3	3	3	1	10	5	1	2	5	2	8	1	0	7	4	55	19					
14	Число погашенных неиспользованных открепительных удостоверений	58	0	0	0	2	0	0	0	0	6	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	8	2	0	2	0	0	0	3	0	0	0	0	3	0	10	0	3	0	4	0	0	0	3	0	2	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	1	8	1	4	8	0	1	1	0	2	0	2	0	2	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	0	0	2	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4344	117	275	237	207	261	85	114	130	130	155	148	176	74	161	160	44	54	29	65	18	15	65	16	9	103	32	19	39	81	97	95	60	28	30	28	89	19	14	45	12	10	165	19	22	28	66	22	75	41	59	105	142	29	25					
		20.69%	19.73%	27.95%	25.70%	22.52%	28.43%	28.81%	24.20%	26.05%	27.20%	18.72%	18.76%	17.80%	10.01%	26.09%	19.88%	20.66%	24.00%	32.22%	23.21%	12.77%	12.20%	19.40%	13.68%	7.20%	33.66%	12.80%	17.92%	31.20%	27.36%	23.49%	26.91%	17.70%	22.40%	15.96%	11.20%	16.27%	12.93%	25.00%	11.17%	10.53%	19.61%	17.26%	9.50%	16.42%	8.86%	20.89%	18.49%	15.24%	16.94%	17.15%	22.78%	23.67%	20.14%	24.27%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3353	106	170	129	166	119	62	74	68	68	149	116	197	156	98	135	33	39	11	49	22	26	58	17	26	28	27	7	18	41	49	38	54	21	21	36	73	23	5	55	30	6	138	30	35	55	68	22	59	43	56	86	86	29	20					
		15.97%	17.88%	17.28%	13.99%	18.06%	12.96%	21.02%	15.71%	13.63%	14.23%	17.99%	14.70%	19.92%	21.11%	15.88%	16.77%	15.49%	17.33%	12.22%	17.50%	15.60%	21.14%	17.31%	14.53%	20.80%	9.15%	10.80%	6.60%	14.40%	13.85%	11.86%	10.76%	15.93%	16.80%	11.17%	14.40%	13.35%	15.65%	8.93%	13.65%	26.32%	11.76%	14.44%	15.00%	26.12%	17.41%	21.52%	18.49%	11.99%	17.77%	16.28%	18.66%	14.33%	20.14%	19.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	206	9	8	11	6	4	3	4	4	6	7	4	6	4	4	5	3	2	1	0	3	0	1	0	1	5	1	1	0	5	6	4	4	2	0	6	11	0	0	7	1	1	10	2	2	3	0	0	6	4	8	10	8	3	0					
		0.98%	1.52%	0.81%	1.19%	0.65%	0.44%	1.02%	0.85%	0.80%	1.26%	0.85%	0.51%	0.61%	0.54%	0.65%	0.62%	1.41%	0.89%	1.11%	0.00%	2.13%	0.00%	0.30%	0.00%	0.80%	1.63%	0.40%	0.94%	0.00%	1.69%	1.45%	1.13%	1.18%	1.60%	0.00%	2.40%	2.01%	0.00%	0.00%	1.74%	0.88%	1.96%	1.05%	1.00%	1.49%	0.95%	0.00%	0.00%	1.22%	1.65%	2.33%	2.17%	1.33%	2.08%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2420	68	110	104	133	104	32	59	67	75	87	93	105	88	81	111	30	25	6	33	19	15	24	8	9	49	27	8	18	30	57	40	35	18	13	25	89	31	4	33	9	3	147	15	11	28	24	6	35	12	25	52	47	30	13					
		11.53%	11.47%	11.18%	11.28%	14.47%	11.33%	10.85%	12.53%	13.43%	15.69%	10.51%	11.79%	10.62%	11.91%	13.13%	13.79%	14.08%	11.11%	6.67%	11.79%	13.48%	12.20%	7.16%	6.84%	7.20%	16.01%	10.80%	7.55%	14.40%	10.14%	13.80%	11.33%	10.32%	14.40%	6.91%	10.00%	16.27%	21.09%	7.14%	8.19%	7.89%	5.88%	15.38%	7.50%	8.21%	8.86%	7.59%	5.04%	7.11%	4.96%	7.27%	11.28%	7.83%	20.83%	12.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	269	12	15	19	16	12	2	5	9	8	7	18	13	11	10	14	1	3	0	1	1	0	2	1	0	5	2	2	1	2	4	6	2	0	1	2	7	0	0	4	1	0	7	2	1	4	3	0	4	4	6	10	4	2	3					
		1.28%	2.02%	1.52%	2.06%	1.74%	1.31%	0.68%	1.06%	1.80%	1.67%	0.85%	2.28%	1.31%	1.49%	1.62%	1.74%	0.47%	1.33%	0.00%	0.36%	0.71%	0.00%	0.60%	0.85%	0.00%	1.63%	0.80%	1.89%	0.80%	0.68%	0.97%	1.70%	0.59%	0.00%	0.53%	0.80%	1.28%	0.00%	0.00%	0.99%	0.88%	0.00%	0.73%	1.00%	0.75%	1.27%	0.95%	0.00%	0.81%	1.65%	1.74%	2.17%	0.67%	1.39%	2.91%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9049	242	363	372	354	376	99	181	203	175	375	323	391	364	226	351	65	84	43	106	75	63	154	70	75	104	135	65	47	91	192	143	149	51	107	133	225	71	30	216	57	31	399	123	61	182	137	67	289	135	174	127	291	48	39					
		43.11%	40.81%	36.89%	40.35%	38.52%	40.96%	33.56%	38.43%	40.68%	36.61%	45.29%	40.94%	39.53%	49.26%	36.63%	43.60%	30.52%	37.33%	47.78%	37.86%	53.19%	51.22%	45.97%	59.83%	60.00%	33.99%	54.00%	61.32%	37.60%	30.74%	46.49%	40.51%	43.95%	40.80%	56.91%	53.20%	41.13%	48.30%	53.57%	53.60%	50.00%	60.78%	41.74%	61.50%	45.52%	57.59%	43.35%	56.30%	58.74%	55.79%	50.58%	27.55%	48.50%	33.33%	37.86%					
