Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    Рубцовская городская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896					
1	"Число избирателей, включенных в списки избирателей"	121141	2567	2379	2645	2115	2530	2134	2289	2118	2132	2573	2244	2016	2414	2091	2448	2099	1879	1798	2133	2420	2262	2629	2762	1940	2017	2583	2538	2387	2362	2497	2171	2305	2224	2275	2462	2806	1957	2318	2429	2142	1991	2091	2745	1454	1956	2107	1610	1500	2534	1045	131	225	162	1665	2062	1939	1978	1856					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	99700	2000	1900	2100	1700	2100	1800	1900	1700	1700	2100	1800	1700	2000	1700	2000	1700	1500	1500	1700	1900	1800	2200	2200	1700	1700	2100	2100	2000	2000	1800	1800	1900	1800	1900	2100	2300	1600	1900	2000	1700	1700	1700	2200	1200	1600	1700	1300	1300	2100	1000	300	300	300	1400	1700	1600	1600	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	63962	1615	1374	1243	1109	1310	1300	1279	1072	1166	1363	1294	1208	1509	1305	1207	1321	969	1027	1116	1370	1129	1336	1645	1183	1205	1443	1300	1251	1365	1108	1324	1357	1270	1254	1331	1612	1192	1307	1369	883	829	773	832	679	856	933	810	765	1162	736	0	0	0	903	1132	1074	814	643					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2426	29	32	48	15	20	30	45	28	13	11	29	20	37	15	33	58	26	20	30	36	26	28	41	35	59	45	38	42	41	251	21	31	35	20	64	21	15	21	21	14	17	24	35	19	35	27	18	28	31	53	131	225	162	34	33	16	38	56					
6	Число погашенных избирательных бюллетеней	33312	356	494	809	576	770	470	576	600	521	726	477	472	454	380	760	321	505	453	554	494	645	836	514	482	436	612	762	707	594	441	455	512	495	626	705	667	393	572	610	803	854	903	1333	502	709	740	472	507	907	211	169	75	138	463	535	510	748	901					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2426	29	32	48	15	20	30	45	28	13	11	29	20	37	15	33	58	26	20	30	36	26	28	41	35	59	45	38	42	41	251	21	31	35	20	64	21	15	21	21	14	17	24	35	19	35	27	18	28	31	53	131	225	162	34	33	16	38	56					
8	Число бюллетеней в стационарных ящиках для голосования	63843	1615	1374	1237	1109	1307	1300	1279	1072	1166	1361	1293	1204	1505	1303	1207	1263	969	1025	1114	1370	1129	1336	1645	1183	1205	1443	1296	1249	1365	1107	1322	1357	1270	1254	1328	1612	1186	1305	1365	882	826	773	832	679	856	933	810	761	1160	736	0	0	0	902	1132	1074	814	643					
9	Число недействительных избирательных бюллетеней	884	15	17	21	8	15	20	15	13	19	24	19	13	19	14	15	17	13	17	15	24	10	22	24	13	15	23	17	18	19	31	20	10	13	22	18	16	12	9	20	17	11	10	15	12	11	14	13	14	9	26	0	3	9	16	12	8	8	11					
10	Число действительных избирательных бюллетеней	65385	1629	1389	1264	1116	1312	1310	1309	1087	1160	1348	1303	1211	1523	1304	1225	1304	982	1028	1129	1382	1145	1342	1662	1205	1249	1465	1317	1273	1387	1327	1323	1378	1292	1252	1374	1617	1189	1317	1366	879	832	787	852	686	880	946	815	775	1182	763	131	222	153	920	1153	1082	844	688					
11	Число полученных открепительных  удостоверений	620	10	10	10	10	10	20	10	10	10	10	10	10	20	10	20	20	10	10	20	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	0	0	0	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	322	8	3	1	6	7	9	9	3	3	10	8	8	12	5	15	15	5	2	11	7	3	4	7	10	9	5	8	2	8	10	8	1	2	6	4	12	3	8	7	0	1	3	0	3	2	6	4	1	6	7	0	0	0	1	9	4	6	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	191	12	6	2	1	7	3	7	0	3	2	2	2	6	4	0	5	3	6	6	4	5	7	4	1	3	9	2	2	8	1	1	0	8	4	1	5	4	5	4	2	1	2	0	3	2	5	2	4	2	0	4	2	0	2	2	0	1	2					
