Выборы Президента Российской Федерации																																																																					
Дата голосования: 04.03.2012																																																																					
																																																																					
Наименование Избирательной комиссии:    Рубцовская городская																																																																					
																																																																					
Сводная таблица итогов голосования																																																																					
																																																																					
	Число участковых избирательных комиссий	58																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	58																																																																			
																																																																					
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896									
1	Число избирателей, включенных в список избирателей	112102	2425	2439	2353	2239	2378	2015	2060	2159	2113	2292	2031	1946	2220	1922	2344	1837	1719	1743	1842	2134	1913	2379	2447	1750	2056	2025	2321	2116	2136	2087	2040	2126	2000	2084	1935	2192	1578	2166	2602	1943	1740	1593	2617	1746	1734	2102	1424	1420	2322	1179	144	147	281	1638	1848	2516	1831	1713									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	110376	2400	2400	2400	2200	2300	1900	2100	2200	2100	2300	2000	1900	2200	1900	2300	1800	1700	1600	1700	2100	1900	2400	2400	1710	2000	2000	2300	2100	2100	2100	2000	2100	2000	2100	1900	2200	1500	2100	2600	1900	1700	1600	2600	1700	1700	2100	1400	1400	2300	1000	143	138	285	1600	1800	2500	1800	1700									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	61232	1566	1436	1148	1068	1248	1257	1204	1075	1150	1255	1252	1143	1405	1277	1138	1151	913	1104	991	1253	987	1295	1488	1114	1278	1118	1242	1156	1218	1062	1296	1270	1187	1309	1036	1291	957	1316	1521	840	732	610	866	828	743	984	790	696	1117	781	0	0	0	956	1129	1527	799	659									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2842	37	28	52	40	33	67	81	42	24	34	45	24	52	20	30	43	24	44	49	57	52	45	74	31	68	58	55	49	47	43	24	41	36	36	70	17	19	37	55	14	13	15	33	27	24	25	31	37	78	123	141	131	258	38	68	39	37	27									
6	Число погашенных избирательных бюллетеней	46302	797	936	1200	1092	1019	576	815	1083	926	1011	703	733	743	603	1132	606	763	452	660	790	861	1060	838	565	654	824	1003	895	835	995	680	789	777	755	794	892	524	747	1024	1046	955	975	1701	845	933	1091	579	667	1105	96	2	7	27	606	603	934	964	1014									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2842	37	28	52	40	33	67	81	42	24	34	45	24	52	20	30	43	24	44	49	57	52	45	74	31	68	58	55	49	47	43	24	41	36	36	70	17	19	37	55	14	13	15	33	27	24	25	31	37	78	123	141	131	258	38	68	39	37	27									
8	Число бюллетеней в стационарных ящиках для голосования	61175	1566	1435	1148	1068	1246	1257	1204	1033	1150	1255	1252	1143	1405	1276	1138	1150	913	1104	991	1253	987	1294	1488	1114	1278	1118	1242	1156	1217	1062	1296	1269	1186	1309	1036	1291	957	1315	1521	839	732	610	866	826	741	984	790	696	1117	781	0	0	0	956	1129	1527	799	659									
9	Число недействительных избирательных бюллетеней	604	15	15	6	11	14	10	13	13	11	13	11	6	8	11	12	9	5	16	10	12	4	13	13	5	20	9	19	10	14	12	8	5	13	16	6	16	7	14	23	8	9	5	11	10	4	3	9	8	8	21	0	0	10	9	6	18	6	11									
10	Число действительных избирательных бюллетеней	63413	1588	1448	1194	1097	1265	1314	1272	1062	1163	1276	1286	1161	1449	1285	1156	1184	932	1132	1030	1298	1035	1326	1549	1140	1326	1167	1278	1195	1250	1093	1312	1305	1209	1329	1100	1292	969	1338	1553	845	736	620	888	843	761	1006	812	725	1187	883	141	131	248	985	1191	1548	830	675									
11	Число полученных открепительных  удостоверений	711	19	10	10	10	10	10	15	10	7	20	10	20	13	20	10	14	20	15	15	15	13	16	10	22	10	10	10	20	20	10	17	20	10	16	5	15	10	20	20	10	10	10	10	10	5	10	10	5	10	10	0	0	0	20	10	14	10	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	572	18	8	8	6	7	10	14	9	6	14	10	17	13	19	8	12	13	12	11	14	13	13	9	21	10	7	10	12	19	9	14	15	10	13	5	15	10	15	14	4	7	5	2	5	3	7	10	1	10	8	0	0	0	13	10	11	6	7									
13	Число избирателей, проголосовавших по открепительным удостоверениям	337	8	5	1	3	5	6	7	4	7	4	6	4	6	6	6	10	7	14	3	18	8	11	8	12	5	0	2	5	6	4	4	7	4	6	4	11	7	7	6	0	8	0	0	2	4	6	3	0	6	6	5	5	18	3	11	7	2	4									
