Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Сернурская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	18722	1998	1690	728	1004	1965	850	848	511	261	366	620	952	787	433	263	464	1051	385	234	744	372	222	976	482	291	225									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19000	2000	1700	750	1000	2000	900	850	550	250	350	650	1000	800	450	250	500	1050	400	200	750	400	200	1000	500	300	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9243	1064	951	426	525	973	344	306	183	133	203	270	643	365	236	122	205	587	208	121	341	162	89	344	218	101	123									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2205	36	77	65	56	67	151	106	108	32	48	60	140	152	118	15	80	187	45	25	152	109	42	196	58	68	12									
6	Число погашенных избирательных бюллетеней	7552	900	672	259	419	960	405	438	259	85	99	320	217	283	96	113	215	276	147	54	257	129	69	460	224	131	65									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2205	36	77	65	56	67	151	106	108	32	48	60	140	152	118	15	80	187	45	25	152	109	42	196	58	68	12									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9241	1064	951	426	525	973	344	306	183	133	203	270	641	365	236	122	205	587	208	121	341	162	89	344	218	101	123									
9	Число недействительных избирательных бюллетеней	92	8	15	3	4	5	2	1	1	7	0	4	9	0	0	1	1	0	0	0	5	2	3	14	0	0	7									
10	Число действительных избирательных бюллетеней	11354	1092	1013	488	577	1035	493	411	290	158	251	326	772	517	354	136	284	774	253	146	488	269	128	526	276	169	128									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	850	70	70	45	40	80	35	35	30	10	15	25	40	40	30	10	35	40	15	10	30	25	20	40	30	10	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	776	56	50	43	35	76	35	12	30	10	15	25	40	40	30	10	35	40	15	10	30	25	20	40	30	10	14									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	294	23	28	17	35	15	6	5	13	7	10	12	18	12	6	7	4	10	9	8	6	8	5	7	8	5	10									
14	Число погашенных неиспользованных открепительных удостоверений	74	14	20	2	5	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	222	14	23	11	9	26	12	10	15	9	11	14	24	3	3	1	2	3	1	2	17	1	2	5	1	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	50	5	8	4	4	7	3	0	1	0	0	2	2	2	1	0	0	1	0	1	3	0	1	5	0	0	0									
		0.44%	0.45%	0.78%	0.81%	0.69%	0.67%	0.61%	0.00%	0.34%	0.00%	0.00%	0.61%	0.26%	0.39%	0.28%	0.00%	0.00%	0.13%	0.00%	0.68%	0.61%	0.00%	0.76%	0.93%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	324	34	41	17	22	21	15	8	12	3	4	13	28	11	1	6	5	2	9	2	20	9	2	14	12	7	6									
		2.83%	3.09%	3.99%	3.46%	3.79%	2.02%	3.03%	1.94%	4.12%	1.82%	1.59%	3.94%	3.59%	2.13%	0.28%	4.38%	1.75%	0.26%	3.56%	1.37%	4.06%	3.32%	1.53%	2.59%	4.35%	4.14%	4.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	92	8	16	7	12	10	1	1	1	2	2	6	9	2	0	0	1	1	1	0	2	2	1	3	0	3	1									
		0.80%	0.73%	1.56%	1.43%	2.07%	0.96%	0.20%	0.24%	0.34%	1.21%	0.80%	1.82%	1.15%	0.39%	0.00%	0.00%	0.35%	0.13%	0.40%	0.00%	0.41%	0.74%	0.76%	0.56%	0.00%	1.78%	0.74%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6410	481	411	242	238	587	318	221	151	97	119	155	474	394	271	80	141	562	178	99	293	164	45	349	165	96	79									
		56.00%	43.73%	39.98%	49.29%	40.96%	56.44%	64.24%	53.64%	51.89%	58.79%	47.41%	46.97%	60.69%	76.21%	76.55%	58.39%	49.47%	72.61%	70.36%	67.81%	59.43%	60.52%	34.35%	64.63%	59.78%	56.80%	58.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	6	4	2	4	7	3	0	1	2	1	3	4	1	0	0	0	1	1	0	4	1	2	5	1	1	0									
		0.47%	0.55%	0.39%	0.41%	0.69%	0.67%	0.61%	0.00%	0.34%	1.21%	0.40%	0.91%	0.51%	0.19%	0.00%	0.00%	0.00%	0.13%	0.40%	0.00%	0.81%	0.37%	1.53%	0.93%	0.36%	0.59%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	2	1	2	0	2	0	2	0	0	0	2	2	0	1	0	0	1	0	1	1	0	0	0	0	0	0									
		0.15%	0.18%	0.10%	0.41%	0.00%	0.19%	0.00%	0.49%	0.00%	0.00%	0.00%	0.61%	0.26%	0.00%	0.28%	0.00%	0.00%	0.13%	0.00%	0.68%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	892	108	114	40	65	92	32	22	20	12	19	23	60	20	3	3	13	50	14	16	40	25	23	32	18	14	14									
		7.79%	9.82%	11.09%	8.15%	11.19%	8.85%	6.46%	5.34%	6.87%	7.27%	7.57%	6.97%	7.68%	3.87%	0.85%	2.19%	4.56%	6.46%	5.53%	10.96%	8.11%	9.23%	17.56%	5.93%	6.52%	8.28%	10.37%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	1	2	3	1	2	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0									
		0.14%	0.09%	0.19%	0.61%	0.17%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.19%	0.28%	0.00%	0.00%	0.13%	0.00%	0.00%	0.20%	0.00%	0.00%	0.19%	0.00%	0.59%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	2	6	1	0	4	1	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	2	0	0	0									
