Выборы Президента Российской Федерации																																																																					
Дата голосования: 04.03.2012																																																																					
																																																																					
Наименование Избирательной комиссии:    Нижний Новгород, Автозаводская северная																																																																					
																																																																					
Сводная таблица итогов голосования																																																																					
																																																																					
	Число участковых избирательных комиссий	58																																																																			
	Число участковых избирательных комиссий, приступивших к передаче сведений	58																																																																			
																																																																					
		Сумма	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418									
1	Число избирателей, включенных в список избирателей	126359	1878	1804	2721	2112	2337	2476	2121	2442	1709	1638	1969	1761	1572	1417	2361	2002	2089	2527	2342	2604	2179	1714	2539	2095	2080	2785	1908	2282	2065	2503	1982	2016	2119	2311	1726	1918	2285	2521	2251	1909	1620	1774	2570	2085	2073	2701	2262	2128	2370	2476	2090	2093	2439	2531	2433	2769	2799	2076									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	120500	1800	1750	2600	1950	2200	2400	2050	2400	1650	1650	1950	1750	1500	1200	2300	1850	2000	2450	2200	2500	1950	1700	2450	2000	2000	2650	1850	2150	2000	2300	1850	1950	2050	2250	1650	1800	2200	2300	2150	1850	1450	1700	2150	2000	2000	2600	2200	2050	2300	2400	2000	2050	2350	2450	2350	2550	2700	1950									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	85467	1268	1351	1923	1479	1563	1714	1512	1831	895	1189	1480	1256	1142	909	1506	1248	1327	1832	1714	1792	1404	1210	1938	1564	1569	1887	1389	1568	1485	1638	1300	1352	1303	1670	1283	1228	1429	1673	1533	1231	917	1195	1359	1474	1464	1776	1578	1416	1616	1628	1277	1150	1629	1606	1730	1822	1761	1484									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5825	87	190	86	133	179	88	39	68	123	227	127	69	44	181	79	42	104	47	12	133	202	12	56	86	84	92	127	99	43	233	174	109	92	19	41	108	70	269	142	154	177	96	314	100	44	84	26	38	23	14	23	8	40	133	54	198	169	14									
6	Число погашенных избирательных бюллетеней	29208	445	209	591	338	458	598	499	501	632	234	343	425	314	110	715	560	569	571	474	575	344	478	456	350	347	671	334	483	472	429	376	489	655	561	326	464	701	358	475	465	356	409	477	426	492	740	596	596	661	758	700	892	681	711	566	530	770	452									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5824	87	190	86	133	179	88	39	68	123	227	127	69	44	181	79	42	104	47	12	133	201	12	56	86	84	92	127	99	43	233	174	109	92	19	41	108	70	269	142	154	177	96	314	100	44	84	26	38	23	14	23	8	40	133	54	198	169	14									
8	Число бюллетеней в стационарных ящиках для голосования	85236	1268	1344	1923	1463	1563	1707	1505	1829	895	1189	1480	1256	1142	909	1506	1248	1321	1830	1704	1792	1402	1203	1938	1564	1569	1879	1389	1568	1485	1638	1300	1352	1303	1669	1283	1221	1429	1668	1533	1231	907	1193	1359	1374	1464	1776	1578	1414	1616	1614	1277	1144	1629	1606	1730	1822	1761	1474									
9	Число недействительных избирательных бюллетеней	832	7	15	23	11	14	14	13	24	6	11	7	7	16	10	15	16	20	10	6	37	18	8	20	20	40	21	14	9	8	8	24	18	8	15	7	17	15	18	11	14	11	10	15	16	12	13	10	11	19	10	10	8	13	28	17	14	10	10									
10	Число действительных избирательных бюллетеней	90228	1348	1519	1986	1585	1728	1781	1531	1873	1012	1405	1600	1318	1170	1080	1570	1274	1405	1867	1710	1888	1585	1207	1974	1630	1613	1950	1502	1658	1520	1863	1450	1443	1387	1673	1317	1312	1484	1919	1664	1371	1073	1279	1658	1458	1496	1847	1594	1441	1620	1618	1290	1144	1656	1711	1767	2006	1920	1478									
11	Число полученных открепительных  удостоверений	2400	45	45	50	35	50	30	33	65	35	35	40	30	35	30	43	50	30	55	55	40	30	40	42	50	35	55	35	50	50	60	35	30	35	50	30	40	30	45	42	46	35	20	31	39	40	55	45	30	55	50	30	40	59	40	30	45	45	50									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2218	45	43	45	35	50	29	31	60	33	29	33	30	32	28	42	47	30	46	55	40	30	35	35	45	35	55	34	34	43	59	35	25	27	46	30	36	24	43	42	31	33	18	31	38	33	54	36	28	49	47	30	40	59	40	30	45	45	35									
