Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Нижнеилимская																																																
																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																
																																																
		Сумма	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912					
1	"Число избирателей, внесенных в списки"	50101	890	902	578	70	447	1099	1086	476	370	2009	1525	780	960	768	744	2469	1560	1849	2822	1809	1553	1659	1776	1831	2622	2545	2716	1631	2449	764	2151	174	754	561	465	883	603	1067	68	576	40					
2	"Число бюллетеней, полученных участковыми комиссиями"	49423	890	890	570	71	440	1090	1070	470	360	2000	1520	770	950	760	730	2460	1530	1820	2760	1760	1540	1630	1760	1800	2590	2500	2690	1570	2400	760	2130	152	780	560	450	870	580	1060	68	580	42					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20013	344	369	327	41	164	384	417	206	155	461	334	377	376	297	435	800	479	577	1006	608	619	572	596	726	1107	1177	1355	729	1149	384	988	78	330	192	289	432	328	430	48	293	34					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	772	70	9	38	0	20	3	27	5	38	13	24	2	8	8	1	31	7	12	8	12	22	13	10	28	86	44	33	67	18	7	12	20	9	0	15	16	0	25	4	7	0					
6	Число погашенных бюллетеней	28638	476	512	205	30	256	703	626	259	167	1526	1162	391	566	455	294	1629	1044	1231	1746	1140	899	1045	1154	1046	1397	1279	1302	774	1233	369	1130	54	441	368	146	422	252	605	16	280	8					
7	Число бюллетеней в переносных ящиках для голосования	772	70	9	38	0	20	3	27	5	38	13	24	2	8	8	1	31	7	12	8	12	22	13	10	28	86	44	33	67	18	7	12	20	9	0	15	16	0	25	4	7	0					
8	Число бюллетеней в стационарных ящиках для голосования	20007	344	369	327	41	164	384	417	206	155	461	334	377	376	297	435	800	478	577	1006	607	619	572	596	726	1107	1177	1354	729	1149	384	986	78	330	192	289	432	328	429	48	293	34					
9	Число недействительных бюллетеней	200	3	3	2	0	1	8	4	4	0	8	10	6	7	2	2	10	0	4	7	4	5	6	5	6	9	9	16	5	16	3	7	1	7	3	0	6	5	3	0	3	0					
10	Число действительных бюллетеней	20579	411	375	363	41	183	379	440	207	193	466	348	373	377	303	434	821	485	585	1007	615	636	579	601	748	1184	1212	1371	791	1151	388	991	97	332	189	304	442	323	451	52	297	34					
