Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																											
Дата голосования: 18.09.2016																											
																											
Наименование Избирательной комиссии:    Сорокинская																											
																											
Сводная таблица итогов голосования по федеральному избирательному округу																											
																											
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1617									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	7966	1509	1009	922	1084	304	472	317	79	181	683	107	166	213	118	594	208									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8182	1537	1022	930	1078	322	487	349	82	186	737	109	168	223	120	618	214									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6857	1310	924	775	946	270	381	246	71	157	563	100	153	185	90	514	172									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	486	97	26	67	34	26	55	21	4	3	80	1	6	9	13	25	19									
6	Число погашенных избирательных бюллетеней	839	130	72	88	98	26	51	82	7	26	94	8	9	29	17	79	23									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	486	97	26	67	34	26	55	21	4	3	80	1	6	9	13	25	19									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6857	1310	924	775	946	270	381	246	71	157	563	100	153	185	90	514	172									
9	Число недействительных избирательных бюллетеней	39	9	20	2	1	1	0	0	0	0	2	0	0	0	4	0	0									
10	Число действительных избирательных бюллетеней	7304	1398	930	840	979	295	436	267	75	160	641	101	159	194	99	539	191									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	180	15	15	15	15	10	15	20	5	10	10	5	5	5	10	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	80	9	8	4	9	10	2	20	5	0	7	0	0	2	0	4	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	35	6	7	6	0	1	2	4	2	1	1	1	1	0	2	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	100	6	7	11	6	0	13	0	0	10	3	5	5	3	10	11	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	128	11	6	3	1	5	12	14	1	3	41	0	0	6	2	17	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	9	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.28%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	8	2	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0									
		0.11%	0.14%	0.21%	0.00%	0.10%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.94%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	30	5	4	3	3	1	2	3	0	1	3	0	0	0	0	4	1									
		0.41%	0.36%	0.42%	0.36%	0.31%	0.34%	0.46%	1.12%	0.00%	0.63%	0.47%	0.00%	0.00%	0.00%	0.00%	0.74%	0.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6035	1199	802	682	851	232	392	163	48	102	528	78	131	161	57	451	158									
		82.19%	85.22%	84.42%	80.99%	86.84%	78.38%	89.91%	61.05%	64.00%	63.75%	82.12%	77.23%	82.39%	82.99%	55.34%	83.67%	82.72%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	8	2	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.14%	0.11%	0.36%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	3	2	1	2	0	0	1	0	0	0	0	0	0	0	0	0									
		0.12%	0.21%	0.21%	0.12%	0.20%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	373	41	22	40	33	26	17	31	8	14	42	7	9	9	14	51	9									
