Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Большемурашкинская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294					
1	"Число избирателей, внесенных в списки"	9646	1059	552	834	1122	660	703	548	815	83	131	579	241	336	675	331	149	828					
2	"Число бюллетеней, полученных участковыми комиссиями"	8902	950	500	750	1000	600	650	500	800	75	126	550	200	300	650	300	151	800					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4789	463	257	431	597	334	422	206	506	54	75	248	113	162	295	159	69	398					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	513	47	26	21	20	9	4	52	11	9	20	70	20	20	77	38	25	44					
6	Число погашенных бюллетеней	3600	440	217	298	383	257	224	242	283	12	31	232	67	118	278	103	57	358					
7	Число бюллетеней в переносных ящиках для голосования	513	47	26	21	20	9	4	52	11	9	20	70	20	20	77	38	25	44					
8	Число бюллетеней в стационарных ящиках для голосования	4785	463	257	431	597	334	418	206	506	54	75	248	113	162	295	159	69	398					
9	Число недействительных бюллетеней	125	21	5	13	3	1	8	13	18	2	1	12	4	6	4	6	0	8					
10	Число действительных бюллетеней	5173	489	278	439	614	342	414	245	499	61	94	306	129	176	368	191	94	434					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	30	30	30	30	30	30	20	20	10	15	20	20	20	20	20	20	35					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	23	2	1	2	1	4	3	0	1	1	0	0	2	1	1	2	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	17	5	2	1	1	0	0	1	0	0	1	0	0	1	2	1	0	2					
14	Число погашенных открепительных удостоверений	377	28	29	28	29	26	27	20	19	9	15	20	18	19	19	18	20	33					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	81	2	2	8	7	6	6	5	11	2	4	3	2	3	7	5	0	8					
		1.52%	0.39%	0.70%	1.76%	1.13%	1.74%	1.42%	1.93%	2.12%	3.17%	4.21%	0.94%	1.50%	1.64%	1.88%	2.53%	0.0%	1.80%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	276	23	13	19	42	10	15	6	40	1	3	13	8	6	20	11	7	39					
		5.20%	4.50%	4.59%	4.20%	6.80%	2.91%	3.55%	2.32%	7.73%	1.58%	3.15%	4.08%	6.01%	3.29%	5.37%	5.58%	7.44%	8.82%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	161	20	9	16	16	8	11	10	13	5	2	5	2	6	16	5	0	17					
		3.03%	3.92%	3.18%	3.53%	2.59%	2.33%	2.60%	3.87%	2.51%	7.93%	2.10%	1.57%	1.50%	3.29%	4.30%	2.53%	0.0%	3.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	49	6	2	4	3	4	5	1	3	0	1	2	2	1	3	5	3	4					
		0.92%	1.17%	0.70%	0.88%	0.48%	1.16%	1.18%	0.38%	0.58%	0.0%	1.05%	0.62%	1.50%	0.54%	0.80%	2.53%	3.19%	0.90%					
22	"5. ""За Русь Святую"""	56	5	5	2	9	1	2	4	6	0	5	2	0	1	6	0	2	6					
		1.05%	0.98%	1.76%	0.44%	1.45%	0.29%	0.47%	1.55%	1.16%	0.0%	5.26%	0.62%	0.0%	0.54%	1.61%	0.0%	2.12%	1.35%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	1	1	3	2	1	1	1	1	0	0	1	2	2	2	0	0	1					
		0.35%	0.19%	0.35%	0.66%	0.32%	0.29%	0.23%	0.38%	0.19%	0.0%	0.0%	0.31%	1.50%	1.09%	0.53%	0.0%	0.0%	0.22%					
24	"7. ""Новый курс - Автомобильная Россия"""	36	5	2	3	6	5	3	1	3	0	0	0	1	0	1	0	1	5					
		0.67%	0.98%	0.70%	0.66%	0.97%	1.45%	0.71%	0.38%	0.58%	0.0%	0.0%	0.0%	0.75%	0.0%	0.26%	0.0%	1.06%	1.13%					
25	"8. ""Народно-республиканская партия России"""	16	2	0	2	0	1	1	3	0	0	0	5	0	0	0	0	0	2					
		0.30%	0.39%	0.0%	0.44%	0.0%	0.29%	0.23%	1.16%	0.0%	0.0%	0.0%	1.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	2	0	1	1	0	1	1	0	1	0	1	1	0	2	0	0	0					
		0.20%	0.39%	0.0%	0.22%	0.16%	0.0%	0.23%	0.38%	0.0%	1.58%	0.0%	0.31%	0.75%	0.0%	0.53%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	642	27	11	20	24	18	25	57	92	9	6	107	26	60	52	30	14	64					
		12.11%	5.29%	3.88%	4.42%	3.88%	5.24%	5.92%	22.09%	17.79%	14.28%	6.31%	33.64%	19.54%	32.96%	13.97%	15.22%	14.89%	14.47%					
28	"11. ""Истинные патриоты России"""	8	1	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2					
		0.15%	0.19%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.52%	0.0%	0.45%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	44	5	1	3	3	3	6	3	6	1	4	0	1	0	5	0	0	3					
		0.83%	0.98%	0.35%	0.66%	0.48%	0.87%	1.42%	1.16%	1.16%	1.58%	4.21%	0.0%	0.75%	0.0%	1.34%	0.0%	0.0%	0.67%					
30	"13. ""Демократическая партия России"""	10	0	1	2	2	1	1	0	2	0	1	0	0	0	0	0	0	0					
		0.18%	0.0%	0.35%	0.44%	0.32%	0.29%	0.23%	0.0%	0.38%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	1	4	1	2	0	0	1	0	0	0	0	0	0	0	0	2					
		0.20%	0.0%	0.35%	0.88%	0.16%	0.58%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%					
32	"15. ""Партия СЛОН"""	14	2	0	0	1	0	2	0	0	1	0	1	0	0	4	0	1	2					
		0.26%	0.39%	0.0%	0.0%	0.16%	0.0%	0.47%	0.0%	0.0%	1.58%	0.0%	0.31%	0.0%	0.0%	1.07%	0.0%	1.06%	0.45%					
33	"16. ""Родина"" (народно-патриотический союз)"""	302	42	22	26	55	23	26	4	17	4	7	7	3	4	15	7	5	35					
		5.70%	8.23%	7.77%	5.75%	8.91%	6.70%	6.16%	1.55%	3.28%	6.34%	7.36%	2.20%	2.25%	2.19%	4.03%	3.55%	5.31%	7.91%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	17	0	1	2	0	0	2	1	1	1	1	2	1	0	4	0	0	1					
		0.32%	0.0%	0.35%	0.44%	0.0%	0.0%	0.47%	0.38%	0.19%	1.58%	1.05%	0.62%	0.75%	0.0%	1.07%	0.0%	0.0%	0.22%					
35	"18. ""ЛДПР"""	529	44	27	49	51	41	54	28	50	7	12	24	5	12	47	13	12	53					
		9.98%	8.62%	9.54%	10.84%	8.26%	11.95%	12.79%	10.85%	9.67%	11.11%	12.63%	7.54%	3.75%	6.59%	12.63%	6.59%	12.76%	11.99%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	140	15	7	11	21	6	11	8	20	0	2	6	1	4	6	10	0	12					
		2.64%	2.94%	2.47%	2.43%	3.40%	1.74%	2.60%	3.10%	3.86%	0.0%	2.10%	1.88%	0.75%	2.19%	1.61%	5.07%	0.0%	2.71%					
37	"20. ""Политическая партия ""Единая Россия"""	1666	186	96	175	196	131	158	84	166	23	38	60	32	29	91	64	41	96					
		31.44%	36.47%	33.92%	38.71%	31.76%	38.19%	37.44%	32.55%	32.10%	36.50%	40.0%	18.86%	24.06%	15.93%	24.46%	32.48%	43.61%	21.71%					
38	"21. ""Российская Конституционно-демократическая партия"""	15	3	2	0	1	1	1	0	0	1	0	1	0	0	3	1	1	0					
		0.28%	0.58%	0.70%	0.0%	0.16%	0.29%	0.23%	0.0%	0.0%	1.58%	0.0%	0.31%	0.0%	0.0%	0.80%	0.50%	1.06%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	4	0	0	1	2	1	1	1	0	0	1	0	3	0	0	0	0					
