Выборы Президента Российской Федерации																																																															
																																																															
Наименование Избирательной комиссии:    Шадринская																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №1156	УИК №1157	УИК №1158	УИК №1159					
1	"Число избирателей, внесенных в список"	24831	262	237	263	1203	156	227	205	230	174	892	269	314	120	309	1162	443	522	721	627	133	394	851	494	362	508	233	513	1365	750	375	201	196	561	1318	696	546	184	244	106	600	117	111	286	257	189	508	1386	241	392	337	349	149	188	703	431	221					
2	Число полученных избирательных бюллетеней	24993	261	235	261	1210	150	231	212	228	177	899	267	316	118	317	1167	455	528	725	618	131	387	877	493	365	516	236	520	1353	770	379	198	199	577	1325	696	538	187	246	110	600	123	119	287	262	194	500	1376	236	399	354	355	154	202	702	432	220					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17531	211	179	189	796	105	160	186	178	154	645	219	201	95	213	761	289	354	542	469	94	221	568	354	243	379	195	420	863	587	339	155	169	504	799	451	399	121	205	95	444	111	97	225	194	139	374	770	177	250	233	238	113	160	419	311	169					
5	"Число избирательных бюллетеней, выданных вне помещения"	2508	13	12	40	177	23	22	5	6	0	48	7	52	6	36	42	106	96	122	34	22	92	40	63	60	49	24	19	100	28	21	11	17	10	27	130	71	40	15	9	61	0	7	33	54	29	38	272	44	63	53	53	18	8	43	5	32					
6	Число погашенных избирательных бюллетеней	4954	37	44	32	237	22	49	21	44	23	206	41	63	17	68	364	60	78	61	115	15	74	269	76	62	88	17	81	390	155	19	32	13	63	499	115	68	26	26	6	95	12	15	29	14	26	88	334	15	86	68	64	23	34	240	116	19					
7	Число избирательных бюллетеней в переносных ящиках	2508	13	12	40	177	23	22	5	6	0	48	7	52	6	36	42	106	96	122	34	22	92	40	63	60	49	24	19	100	28	21	11	17	10	27	130	71	40	15	9	61	0	7	33	54	29	38	272	44	63	53	53	18	8	43	5	32					
8	Число бюллетеней в стационарных ящиках для голосования	17531	211	179	189	796	105	160	186	178	154	645	219	201	95	213	761	289	354	542	469	94	221	568	354	243	379	195	420	863	587	339	155	169	504	799	451	399	121	205	95	444	111	97	225	194	139	374	770	177	250	233	238	113	160	419	311	169					
9	Число недействительных избирательных бюллетеней	113	2	0	2	5	0	0	0	1	0	5	3	2	0	5	10	3	1	2	1	0	4	5	8	1	5	0	1	1	3	0	0	1	2	7	3	8	0	2	0	5	0	0	1	0	1	0	6	0	1	0	1	1	1	2	0	1					
10	Число действительных избирательных бюллетеней	19926	222	191	227	968	128	182	191	183	154	688	223	251	101	244	793	392	449	662	502	116	309	603	409	302	423	219	438	962	612	360	166	185	512	819	578	462	161	218	104	500	111	104	257	248	167	412	1036	221	312	286	290	130	167	460	316	200					
